音韻編碼,字頭,釋義
lmQ,崵,說文曰崵山在遼西
lmQ,諹,讙也又音恙
lmQ,瑒,玉名
lmQ,𥂸,杯也
lmQ,𦭵,𦭵葲藥名
lmQ,𦍹,多也
RmQ,詳,審也論也諟也似羊切八
RmQ,洋,水名出齊郡臨胊縣北亦州名本漢成固縣秦爲漢中郡魏置洋州
RmQ,翔,翱翔
RmQ,庠,說文曰禮官養老夏曰校商曰庠周曰序
RmQ,祥,吉也善也
RmQ,𨀘,趨行
RmQ,𦍙,女鬼古作祥禫字
RmQ,痒,病也
ImQ,良,賢也善也首也長也又姓左傳鄭大夫良霄鄭穆公之子子良之後呂張切十八
ImQ,梁,梁棟又州名書曰華陽黑水惟梁州晉太康記云梁者言西方金剛之氣強梁故因名之舜置也秦爲漢中郡後其地入蜀魏末克蜀分廣漢三巴涪陵以北七郡爲梁州梁大同年復移在南鄭亦姓出安定天水河南三望本自秦仲平王封其少子康於夏陽梁山是爲梁伯後爲秦并子孫奔晉以國爲氏又漢複姓十二氏左傳有梁其踁魯伯禽庶子梁其之後又魯有仲梁懷晉有梁餘子養梁由靡秦有強梁皋莊子有卜梁倚楚文王庶子有食邑諸梁者其後爲氏魯有穀梁赤治春秋史記有將梁氏漢光武時有侍御史梁垣烈新垣衍之後漢明帝時有梁成恢善歷數
ImQ,粱,稻粱廣志曰遼東有赤粱魏武以爲粥也俗作梁
ImQ,粮,粮食
ImQ,糧,粮食
ImQ,涼,薄也亦寒涼也又州名禹貢雍州之域古西戎地也六國時至秦屬戎狄月氏居焉秦置三十六郡西北唯有隴西北地二郡於漢屬涼州部至武帝改雍州爲涼州後獻帝分渭川河西四郡爲雍州建安十八年復改爲涼州又姓魏志有太子太傅山陽涼茂
ImQ,凉,俗
ImQ,𩗬,北風也又力向切
ImQ,量,量度又力向切
ImQ,蜋,蜣蜋蟲一名蛣蜣又音郎
ImQ,踉,跳踉也又音郎
ImQ,椋,木名
ImQ,䝶,賦也
ImQ,綡,冠纚
ImQ,𣄴,薄也又力尚切
ImQ,㹁,牻牛駁色
ImQ,䣼,漿水
ImQ,輬,轀輬車名
imQ,香,說文作𪏰芳也漢書云尚書郎懷香握蘭許良切五
imQ,皀,稻香
imQ,薌,穀氣
imQ,鄉,鄉黨釋名曰萬二千五百家爲鄉鄉向也眾所向也又姓出姓苑
imQ,膷,牛羹
amQ,商,金音度也張也降也常也亦州名即古商國後魏置洛州周爲商州取商於地爲名又姓家語有商瞿式羊切十八
amQ,𧶜,說文曰行賈也典籍通用商漢書曰通財鬻貨曰商白虎通云居賣曰賈通物曰商俗作𧷞
amQ,傷,傷損
amQ,𥏻,傷也又且羊切
amQ,殤,殤夭
amQ,慯,憂皃
amQ,觴,酒器俗作𨢩
amQ,湯,湯湯流皃本他郎切
amQ,蔏,蔏陸草也
amQ,𪄲,𪄲鶊又𪄲鴹也
amQ,螪,螪羊蟲
amQ,㲽,水名
amQ,䵮,說文云赤黑色又餘諒切
amQ,禓,道上祭也又以章切
amQ,饟,饋也又式尚切
amQ,䵼,煑也亦作𩰱
amQ,塲,耕塲
amQ,𤳈,耕塲
CmQ,房,房室亦州名即春秋時防渚也秦爲房陵郡唐武德爲房州又姓出清河濟南河南三望本自堯子丹朱舜封爲房邑侯子陵以父封爲氏陵四十八代孫雅王莽末爲清河太守始居清河雅十九代孫諶隨慕容德南遷因居濟南郡生四子豫坦邃熙号四龍今稱四祖房氏符方切七
CmQ,防,防禦也隄防也
CmQ,坊,上同見禮又音方
CmQ,魴,魚名
CmQ,方,方與縣名又府良切
CmQ,肪,脂肪又音方
CmQ,鴋,澤鸆也又音方
XmQ,章,篇章又章甫殷冠名禮記曰孔子長居宋冠章甫之冠又明也采也程也又姓秦將有章邯諸良切十五
XmQ,漳,水名山海經曰漳水出荊山南注于沮水
XmQ,樟,豫樟木名
XmQ,慞,懼也
XmQ,璋,半珪曰璋詩云乃生男子載弄之璋
XmQ,彰,明也
XmQ,墇,壅也又之尚切
XmQ,障,隔也又丘山頂上平又音去聲
XmQ,麞,鹿屬
XmQ,獐,鹿屬
XmQ,鄣,邑名在紀
XmQ,蔁,蔁柳當陸別名
XmQ,𪅂,吳人呼水雞爲𪅂渠
XmQ,𩌬,𩌬泥鞍飾
XmQ,暲,日明
YmQ,昌,盛也說文曰美言也一曰日光也又姓後漢有東海相昌稀尺良切八
YmQ,裮,衣披不帶
YmQ,倡,樂也優也又音唱
YmQ,猖,猖狂
YmQ,閶,閶闔
YmQ,琩,耳璫
YmQ,鯧,鯧鯸魚名
YmQ,菖,菖蒲藥也
emQ,羌,章也強也發語端也說文云西戎牧羊人字从人羊又姓晉有石冰將羌迪去羊切四
emQ,猐,上同或從犬
emQ,𡸓,古文
emQ,蜣,蜣蜋
dmQ,薑,菜名說文云御濕之菜史記云千畦薑韭與千戶侯等居良切十五
dmQ,𧅁,菜名說文云御濕之菜史記云千畦薑韭與千戶侯等居良切十五
dmQ,畺,說文界也
dmQ,疆,說文界也
dmQ,壃,俗
dmQ,畕,說文曰比田也
dmQ,㹔,牛長脊一曰白脊牛
dmQ,繮,馬組
dmQ,韁,馬組
dmQ,殭,死不朽也
dmQ,礓,礓石
dmQ,橿,一名檍萬年木又云鋤橿鋤柄也
dmQ,姜,姓也出天水齊姓本自炎帝居於姜水因爲氏漢初以豪族徙關中遂居天水也
dmQ,䗵,蠶白死
dmQ,僵,仆也
LmQ,長,久也遠也常也永也直良切又直向丁丈二切八
LmQ,萇,萇楚蔓生如桃又姓左傳周有大夫萇弘
LmQ,腸,腸胃釋名曰腸暢也通暢胃氣也
LmQ,場,祭神道處又治穀地也
LmQ,䠆,䠆跪方言曰東齊北燕之閒謂跪曰䠆
LmQ,㙊,道也
LmQ,䗅,蚰蜒別名
LmQ,瓺,瓶也又除向切
JmQ,張,張施也又姓出清河南陽吳郡安定燉煌武威范陽犍爲沛國梁國中山汲郡河內高平十四望本自軒轅第五子揮始造弦寔張網羅世掌其職後因氏焉風俗傳云張王李趙黃帝賜姓也陟良切四
JmQ,餦,餦餭餳也
JmQ,粻,食米
JmQ,漲,水大皃又音帳
cmQ,穰,禾莖也又姓齊將穰苴之後何氏姓苑云今高乎人汝陽切十七
cmQ,禳,除殃祭也
cmQ,攘,以手禦又竊也除也逐也止也揎袂出臂曰攘又音讓
cmQ,𣀮,盜也
cmQ,鑲,鉤鑲兵器又息羊切
cmQ,𨟚,縣名在南陽
cmQ,躟,疾行
cmQ,瀼,露濃皃
cmQ,𩆶,露濃皃
cmQ,獽,戎屬
cmQ,儴,爾雅曰因也
cmQ,蘘,蘘荷
cmQ,䉴,䉴䉛𥂖米竹器
cmQ,鬤,𩬹鬤亂毛
cmQ,勷,劻勷迫皃
cmQ,瓤,瓜實也又女良切
cmQ,孃,亂也又女良切
AmQ,方,四方也正也道也比也類也法術也亦官名續漢書曰尚方令掌上手工巧作御刀劒諸好器物也又姓史記周大夫方叔之後府良切十三
AmQ,汸,併船也說文本作方或從水
AmQ,坊,坊巷亦州名本上郡地周於今州界置馬坊武德初置坊州因馬坊爲名漢官宮有太子坊坊亦省名又音房
AmQ,蚄,虸蚄蟲名
AmQ,肪,脂肪
AmQ,邡,什邡縣在漢州
AmQ,鴋,鷝鴋鳥名人面鳥身
AmQ,枋,木名可以作車又蜀以木偃魚爲枋
AmQ,鈁,鑊屬
AmQ,牥,牛名
AmQ,趽,研也說文曰曲脛馬也
AmQ,䄱,禾名
AmQ,匚,受物之器又一斗曰匚也
QmQ,襄,除也上也駕也返也亦州名本楚之西津魏武置襄陽郡西魏改爲襄州因水立名又姓魯莊公子襄仲之後子孫以諡爲氏後漢有襄楷息良切十三
QmQ,廂,廊也亦曰東西室
QmQ,湘,水名在零陵
QmQ,相,共供也瞻視也崔豹古今注云相風烏夏禹作亦相思木名又姓出姓苑又息亮切
QmQ,緗,淺黃
QmQ,纕,馬腹帶國語云懷挾纓纕
QmQ,忀,忀徉
QmQ,驤,馬騰躍又速也低昂也馳駕也
QmQ,鑲,兵器又女羊切
QmQ,瓖,馬帶飾東京賦曰鉤膺玉瓖
QmQ,欀,欀木皮中有如白米屑擣之可爲麵
QmQ,箱,箱籠
QmQ,葙,青葙子也
NmQ,將,送也行也大也助也辝也又姓後趙錄有常山太守將容即良切又子諒切六
NmQ,漿,漿水
NmQ,鱂,鰪鱂魚名鰪烏盍切
NmQ,蔣,菰蔣草又音獎
NmQ,螿,寒螿蟬屬
NmQ,𢪇,說文云扶也字林又作摪
TmQ,創,說文曰傷也禮曰頭有創則沐今作瘡初良切又初亮切三
TmQ,瘡,說文曰傷也禮曰頭有創則沐今作瘡初良切又初亮切三
TmQ,𠛂,俗
DmQ,亡,無也滅也逃也說文正作亾武方切十二一
DmQ,芒,草端也
DmQ,莣,爾雅曰莣杜榮郭璞云今莣草似茅可以爲繩索履屩
DmQ,鋩,刃端
DmQ,硭,硭硝
DmQ,杗,屋梁又莫郎切
DmQ,朚,惡也又莫郎切
DmQ,邙,縣名在沛郡又洛北山名又音忙
DmQ,𨛌,郡名也又鄉名
DmQ,望,看望又音妄
DmQ,朢,弦朢又音妄
MmQ,孃,母稱女良切四
MmQ,娘,少女之号
MmQ,瓤,瓜實也又音穰
MmQ,鑲,兵器
UmQ,牀,簀也易曰遜于牀下士莊切三
UmQ,床,俗
UmQ,疒,病也又女戹切
SmQ,莊,嚴也又莊田爾雅曰六達謂之莊亦姓莊周著書也側羊切五
SmQ,㽵,俗
SmQ,妝,女字又飾也
SmQ,裝,裝束又側亮切
SmQ,䊋,粉飾也
ZmQ,常,倍尋曰常又官名漢書曰奉常秦官掌宗廟禮儀景帝六年更名太常也釋名曰九旂之名日月爲常謂畫日月於其端天子所建言常明也亦姓出河內漢有常惠市羊切十
ZmQ,尚,尚書官名又時仗切
ZmQ,裳,上曰衣下曰裳
ZmQ,甞,試也曾也說文本作嘗口味之也又姓風俗通云齊孟甞君之後
ZmQ,嘗,試也曾也說文本作嘗口味之也又姓風俗通云齊孟甞君之後
ZmQ,鋿,車鋿輪鐵
ZmQ,𩼝,魚名
ZmQ,償,報也還也當也復也又音尚
ZmQ,𪄹,䳯𪄹鳥名
ZmQ,徜,徜徉猶徘徊也
VmQ,霜,凝露也又姓色莊切七
VmQ,鸘,鷫鸘
VmQ,鷞,鷫鸘
VmQ,孀,寡婦
VmQ,驦,驌驦良馬
VmQ,騻,驌驦良馬
VmQ,蠰,爾雅云齧桑蝎也又傷餉二音
PmQ,牆,垣牆爾雅云牆謂之墉說文曰牆垣蔽也在良切十
PmQ,廧,垣牆爾雅云牆謂之墉說文曰牆垣蔽也在良切十
PmQ,墻,俗
PmQ,佯,弱也
PmQ,嬙,嬪嬙婦人官名
PmQ,檣,船檣
PmQ,薔,薔薇又東薔子十月熟可食出河西子虛賦云東薔彫胡
PmQ,蘠,薔薇又東薔子十月熟可食出河西子虛賦云東薔彫胡
PmQ,戕,殺也又他國臣來殺君也
PmQ,𤞛,妄強犬也又徂朗切
OmQ,鏘,鏗鏘七羊切十二
OmQ,瑲,玉聲
OmQ,槍,矟也通俗文云剡葦傷盜謂之槍說文曰歫也
OmQ,蹌,說文曰動也詩曰巧趨蹌兮
OmQ,蹡,行皃
OmQ,𨄚,行皃
OmQ,斨,斧斨說文云方銎斧也
OmQ,牄,說文云鳥獸來食聲
OmQ,嶈,山高皃
OmQ,𨶆,門聲和也
OmQ,𥏻,傷也又式羊切
OmQ,搶,拒也突也
emw,匡,輔助也正也又姓風俗通云匡魯邑也句須爲之宰其後氏焉漢有匡衡去王切十三
emw,邼,邑名說文曰河東聞喜鄉也
emw,筐,筐籠
emw,䖱,海中大蝦
emw,框,棺門
emw,恇,怯也
emw,劻,劻勷
emw,𩬹,𩬹鬤
emw,洭,水名出桂陽含洭縣
emw,軭,車戾
emw,眶,目眶
emw,䒰,草名
emw,𩢼,耳曲
kmw,王,大也君也字林云三者天地人一貫三爲王天下所法又姓出太原琅邪周靈王太子晉之後北海陳留齊王田和之後東海出自姫姓高平京兆魏信陵君之後天水東平新蔡新野山陽中山章武東萊河東者殷王子比千爲紂所害子孫以王者之後号曰王氏金城廣漢長沙堂邑河南共二十一望又漢複姓五氏左傳晉有樂王鮒小王桃甲賈執英賢傳云東莞有五王氏史記云出齊威王至建王五王之後風俗通云漢有中郎威王弼出自楚威王後漢有新豐令王史音雨方切又雨誑切四
kmw,蚟,虴孫蟲名又蜻蛚即今促織也
kmw,𩵭,𩵭鮹魚名
kmw,彺,急行
hmQ,央,中央一曰久也於良切九
hmQ,鴦,鴛鴦匹鳥又烏郎切
hmQ,殃,禍也咎也罰也敗也
hmQ,䄃,禍也咎也罰也敗也
hmQ,鉠,鈴聲又音英
hmQ,秧,蒔秧又於丈切
hmQ,霙,霙霙白雲皃又音英
hmQ,胦,脖胦
hmQ,泱,水流皃又烏朗切
fmQ,強,健也暴也說文曰蚚也又姓後漢有強華奉赤伏符巨良切四
fmQ,彊,與強通用說文曰弓有力也
fmQ,䲔,鯨魚別名又其京切
fmQ,勥,迫也
KmQ,𦳝,草名褚羊切三
KmQ,倀,失道皃又狂也
KmQ,鼚,鼓聲
BmQ,芳,芬芳亦州地多芳草故以名之置在常芳縣又姓風俗通云漢幽州刺史芳乘敷方切三
BmQ,妨,妨害
BmQ,淓,水名
fmw,狂,病也韓子曰心不能審得失之地則謂之狂也巨王切五
fmw,軖,紡車也
fmw,軭,說文曰車戾也又去王切
fmw,鵟,鴟屬
fmw,㞷,草木妄生狂匡往皆從此
GnA,唐,說文曰大言也又州春秋時楚地戰國時屬晉後入於韓秦屬南陽郡後魏爲淮州隋爲顯州貞觀改爲唐州因唐城山爲名即高鳳隱所亦姓唐堯之後子孫氏焉出晉昌北海魯國三望徒郎切四十
GnA,啺,
GnA,𥏬,並古文
GnA,煻,煻煨火
GnA,糖,飴也
GnA,糛,飴也
GnA,堂,堂除亦屋白虎通曰夭子之堂高九尺天子尊故極陽之數九尺也堂之爲言明也所以明禮義也禮記曰天子之堂九尺諸侯七尺大夫五尺士三尺又姓風俗通云堂楚邑大夫五尚爲之宰其後氏焉
GnA,坣,古文
GnA,𪕹,䶈𪕹鼠一月三易腸
GnA,棠,棠棃又桬棠木生崐崘山黃色赤實味如李食之使人不溺亦姓左傳齊大夫棠無咎又漢複姓吳王闔閭弟夫溉奔楚爲棠谿氏
GnA,搪,搪揬
GnA,蓎,蓎蒙女蘿案爾雅作唐蒙不從艹
GnA,瑭,玉名
GnA,餹,餹䬾黍膏䬾杜兮切
GnA,篖,筕篖竹笪
GnA,螗,蜩螗
GnA,𤚫,𤚫牛
GnA,𤛋,𤚫牛
GnA,螳,螳蜋禮記仲夏月螳蜋生
GnA,塘,陂塘
GnA,碭,芒碭山名又音宕
GnA,鶶,鶶鷵鳥名似烏蒼白色
GnA,𩹶,魚名
GnA,踼,碭跌頓伏皃又吐郎切
GnA,闛,說文曰闛闛盛皃又他郎切
GnA,赯,赯赤色
GnA,磄,磄厗石也
GnA,溏,池也
GnA,䣘,地名
GnA,傏,傏𠊲不遜
GnA,隚,殿基
GnA,䧜,隄䧜
GnA,𨶈,高門也
GnA,鎕,鎕銻火齊
GnA,䉎,罩也
GnA,𨍴,𨍴䡙軘軨
GnA,橖,車橖
GnA,榶,榶棣木名案爾雅曰唐棣栘不從木
GnA,㲥,㲥毦罽也
GnA,㼺,瓷器
InA,郎,官名又魯邑又姓出中山魏郡二望魯當切三十
InA,蓈,說文曰禾粟之穗生而不成者謂之蕫蓈
InA,稂,草名似莠說文同上
InA,桹,桄桹木名
InA,廊,廡也文穎曰廊殿下外屋也
InA,榔,檳榔
InA,鋃,鋃鐺鎖頭一曰鍾聲
InA,硠,硠磕石聲
InA,𪁜,𪁜鷎鳥名
InA,浪,滄浪水名又盧宕切
InA,䯖,䯑䯖股肉䯑苦光切
InA,蜋,螳蜋
InA,𩷕,魚脂
InA,琅,琅玕玉名爾雅曰西北之美者有崐崘璆琳琅玕焉又琅邪郡名今沂州也又姓齊有大夫琅過
InA,瑯,琅邪郡名俗作瑯瑘
InA,㝗,㝩㝗宮室空皃
InA,狼,犲狼說文曰犲似犬銳頭而白頰高前廣後帝王世紀曰有神牽白狼銜鉤入殷朝又姓左傳晉有大夫狼瞫
InA,欴,欴㰠貪皃
InA,𦵧,𦵧毒藥名
InA,踉,踉䠙行皃
InA,莨,草名
InA,㟍,峻㟍山名冬日所入
InA,䡙,𨍴䡙軘軨
InA,艆,海中大船
InA,駺,馬尾白
InA,躴,躴躿身長皃
InA,筤,車籃一名𥫵𥫵音替
InA,𥍫,短矛
InA,閬,高門又盧宕切
InA,哴,哴吭吹皃
EnA,當,敵也直也主也值也亦州本羌地周置同昌郡隋改爲嘉城鎮貞觀中改爲當州蓋取燒當羌以名之又姓也都郎切十一
EnA,鐺,鋃鐺
EnA,簹,篔簹竹名
EnA,襠,兩襠衣
EnA,璫,耳珠
EnA,𨎴,車𨎴
EnA,檔,木名出文字音義
EnA,儅,止也又丁宕切
EnA,𦡁,耳𦡁耳下
EnA,㼕,㼕瓤瓜中
EnA,蟷,蟷蠰螗蜋別名亦作𧒾
OnA,倉,倉庾也亦官名齊職儀曰大倉令周司徒屬官有廩人倉人則其職也釋名曰倉藏也藏穀物也漢書曰耿壽昌奏設常平倉又姓黃帝史官倉頡之後七岡切七
OnA,蒼,蒼色也又姓漢江夏太守蒼英
OnA,鶬,鶬鶊鳥名
OnA,𩀞,𩀞鴰說文同上
OnA,滄,滄浪亦州後魏所置蓋取滄海爲名
OnA,凔,寒皃
OnA,𠥐,古器也出說文
dnA,岡,爾雅曰山脊岡古郎切十六
dnA,崗,又作堽並俗
dnA,剛,強也
dnA,㓻,俗
dnA,掆,舉也
dnA,笐,說文曰竹列也又爾雅曰仲無笐竹類也
dnA,鋼,鋼鐵
dnA,綱,綱紀說文曰維紘繩也
dnA,亢,星名一曰亢父縣說文人頸也
dnA,犅,特牛
dnA,堈,甕也
dnA,𤭛,甕也
dnA,牨,水牛
dnA,苀,爾雅釋草曰苀東蠡又音杭
dnA,魧,魚名爾雅云大貝本杭沆二音
dnA,迒,獸跡又音杭
QnA,桑,木名史記曰齊魯千畝桑麻其人與千戶侯等又姓秦大夫子桑之後漢有御史大夫桑弘羊息郎切六
QnA,桒,俗
QnA,𠸶,亡也死𠸶也又姓楚大夫𠸶左又息浪切
QnA,喪,亡也死𠸶也又姓楚大夫𠸶左又息浪切
QnA,𦅇,淺黃
QnA,𩦌,馬色
enA,康,和也樂也又姓衛康叔之後亦西胡姓苦岡切十四
enA,穅,穀皮
enA,糠,俗
enA,㱂,穀不升謂之㱂
enA,㝩,㝩㝗
enA,槺,槺梁虛梁也見文選長門賦
enA,𨻷,爾雅云虛也本亦作漮
enA,䗧,眏𧉅蜻蛉
enA,𥉽,䀹𥉽目皃
enA,邟,邟城在陽翟
enA,漮,說文云水虛也
enA,𤮊,瓦也
enA,㼹,瓦也
enA,躿,躿躴身長
ing,荒,荒蕪又姓呼光切十四
ing,𥡃,果蓏不熟又說文曰虛無食也
ing,肓,心上鬲下
ing,衁,血也
ing,𩣐,馬奔
ing,鄺,人姓何氏姓苑云今廬江人
ing,𥿼,絲曼延也
ing,㠵,幭也
ing,𧧢,夢言
ing,䀮,目不明又狼䀮南夷國名人能夜市金
ing,𣆖,旱熱
ing,㡆,蒙掩
ing,巟,說文曰水廣也
ing,𣺬,說文曰水廣也
jng,黃,中央色也亦官名有乘黃令晉官主乘輿金根車也又州名古邾國地秦屬南郡漢西陵縣也隋爲黃州取古黃城爲名亦姓出江夏陸終之後受封於黃後爲楚所滅因以爲氏漢末有黃霸胡光切三十三二
jng,皇,君也美也天也說文作皇大也又姓左傳鄭大夫皇頡
jng,璜,說文曰半璧也周禮以玄璜禮北方
jng,惶,懼也恐也遽也
jng,遑,急也
jng,潢,說文云積水池也
jng,堭,堂堭合殿
jng,煌,火狀
jng,餭,餦餭餳也
jng,騜,馬黃白色
jng,艎,艅艎吳王舟名
jng,簧,笙簧
jng,隍,城池也有水曰池無水曰隍
jng,癀,病也
jng,𨝴,古國名
jng,湟,水名出金城
jng,徨,彷徨
jng,篁,竹名
jng,鱑,魚名
jng,蝗,蟲蝗爲災
jng,凰,鳳凰本作皇詩傳云雄曰鳳雌曰皇
jng,偟,偟暇
jng,媓,女媓堯妻
jng,獚,犬名
jng,蟥,蛂蟥蛢甲蟲也
jng,韹,韹樂鐘聲也又音橫
jng,𨜔,古縣名
jng,䍿,羽舞名
jng,䅣,䅭䅣穄名
jng,𤯷,榮也
jng,葟,榮也
jng,趪,趪趪武皃又張設皃
dng,光,明也亦州名漢西陽縣地屬江夏郡梁置光州因浮光山爲名又姓田光之後秦末子孫避地以光爲氏晉有樂安光逸古黃切十四
dng,灮,明也亦州名漢西陽縣地屬江夏郡梁置光州因浮光山爲名又姓田光之後秦末子孫避地以光爲氏晉有樂安光逸古黃切十四
dng,洸,水名又烏光切
dng,桄,桄桹木名
dng,胱,膀胱水府
dng,垙,垙陌
dng,𨎩,車下橫木
dng,輄,車下橫木
dng,橫,長安門名又戶觥切
dng,𩧉,決𩧉馬旋毛在脊也
dng,恍,武也
dng,茪,𦯊茪草名
dng,僙,僙僙武皃
dng,侊,盛皃
FnA,湯,熱水又姓宋有沙門湯休有文集吐郎切十一
FnA,簜,水名在鄴今簜陰縣單作湯
FnA,鏜,以鐵貫物說文曰鼓鐘聲也
FnA,闛,盛皃又音唐
FnA,𧼮,𧼮走皃
FnA,踼,踼跌又杜郎切
FnA,盪,盪突又徒朗切
FnA,蝪,蛈蝪蟲名
FnA,鼞,鼓聲
FnA,薚,蓫薚馬尾
FnA,𦳝,蓫薚馬尾
BnA,滂,滂沱普郎切七
BnA,鎊,鎊削
BnA,霶,霶霈大雨
BnA,雱,雨雪盛皃詩曰雨雪其雱
BnA,䨦,雨雪盛皃詩曰雨雪其雱
BnA,磅,石聲
BnA,𣂆,量溢也
hng,汪,水深廣又姓汪芒氏之胤姓苑云新安人也烏光切五
hng,尢,曲脛俗作尢
hng,尪,尪弱說文同上
hng,洸,水名又音光
hng,𪁘,雉鳴
hnA,鴦,鴛鴦匹鳥烏郎切又一良切七
hnA,佒,體不申也
hnA,咉,噟聲
hnA,𧲱,貉屬
hnA,㹧,貉屬
hnA,眏,眏𥉽目皃
hnA,姎,女人自稱又烏朗切
inA,炕,煑胘呼郎切又苦朗切四
inA,㰠,欴㰠
inA,䐠,狼䐠南夷國名
inA,忼,咉忼很戾
jnA,航,船也胡郎切十八
jnA,筕,筕篖
jnA,桁,械也
jnA,行,伍也列也又戶庚戶浪戶孟三切
jnA,迒,獸迹又古郎切
jnA,𨁈,獸迹又古郎切
jnA,頏,頡頏詩傳云飛而上曰頡飛而下曰頏說文音剛與亢同
jnA,𦐄,飛高下也
jnA,魧,魚名又大貝
jnA,胻,脛也
jnA,邟,餘邟縣名在吳興又音伉
jnA,杭,州名古於潛餘邟皆別名今餘杭於潛縣並在杭州
jnA,沆,渡也又胡朗切
jnA,蚢,爾雅蚢蕭繭郭璞曰食蕭葉者皆蠶類
jnA,肮,肮犬大脈也
jnA,苀,東蠡草名
jnA,抗,舉也又苦浪切
jnA,吭,鳥喉又下浪切
DnA,茫,滄茫莫郎切十四
DnA,吂,不知也
DnA,䀮,目不明也
DnA,汒,谷名在京兆
DnA,恾,怖也
DnA,忙,怖也
DnA,朚,遽也
DnA,邙,北邙山名又武方切
DnA,芒,草端亦姓史記有魏相芒卯又音亡
DnA,𥐞,𥐞碭山名史記本只作芒
DnA,杗,大梁又武方切
DnA,蘉,勉也
DnA,𡩩,寐語
DnA,𨛌,鄉名在藍田
NnA,臧,善也厚也又姓出東莞本自魯孝公子臧僖伯之後則郎切六
NnA,匨,古文
NnA,牂,牝羊
NnA,戕,戕牁亦作牂
NnA,贓,納賄曰贓
NnA,样,槌也出廣雅
HnA,囊,袋也說文曰囊橐也又姓楚莊王子子囊之後以王父字爲氏奴當切二
HnA,蠰,蟷蠰即螗蜋也
CnA,傍,亦作旁側也說文曰近也又羌姓步光切十三
CnA,彷,彷徨
CnA,膀,膀胱
CnA,髈,膀胱
CnA,䠙,踉䠙急行
CnA,趽,腳脛曲皃
CnA,房,阿房宮名
CnA,旁,爾雅曰上達謂之歧旁謂歧道旁出也說文曰溥也
CnA,篣,竹箕又薄庚切
CnA,𨜷,亭名在汝南
CnA,螃,螃蟹本只名蟹俗加螃字
CnA,䅭,䅭䅣穄名
CnA,騯,馬盛皃又甫盲簿庚二切
gnA,卬,高也我也又姓漢有御史大夫卬祗五剛切又魚兩切七
gnA,䭹,千里駒說文又五浪切䭹䭹馬怒皃
gnA,枊,繫馬柱也劉備縛督郵者又五浪切
gnA,昂,舉也
gnA,䒢,昌蒲別名又魚兩切
gnA,㭿,飛㭿斜桷
gnA,䩕,履頭
PnA,藏,隱也匿也昨郎切又徂浪切一
eng,䯑,䯑䯖苦光切一
AnA,幫,衣治鞋履出文字集略博旁切五
AnA,縍,衣治鞋履出文字集略博旁切五
AnA,㨍,捍也衛也
AnA,𨢐,加杯上酒
AnA,鞤,鞋革皮也
doI,庚,更也償也爾雅云太歲在庚曰上章又姓唐有太常博士庚季良又漢複姓莊子有庚桑楚古行切十二
doI,鶊,鶬鶊
doI,更,代也償也改也又古孟切
doI,䢚,兔徑
doI,秔,秔稻
doI,稉,秔稻
doI,粳,俗
doI,賡,續也經也償也
doI,羹,羹𦞦爾雅曰肉謂之羹
doI,𩱧,古文
doI,埂,秦人謂坑也
doI,浭,水名出北平
eoI,阬,爾雅曰虛也郭璞云阬壍也客庚切六
eoI,坑,爾雅曰虛也郭璞云阬壍也客庚切六
eoI,硎,亦同
eoI,𥉸,𥉸𥌯視不分明
eoI,砊,砊硠石聲
eoI,劥,劥㔞有力
DoI,盲,目無童子武庚切八
DoI,蝱,蟲也
DoI,鄳,縣名在江夏
DoI,𥋝,𥋝盯直視
DoI,莔,貝母草
DoI,𨞚,古縣名在義陽
DoI,䥰,䥰銷
DoI,𥭮,竹名
joo,橫,縱橫也又姓風俗通云韓王子成號橫陽君其後爲氏戶盲切十六
joo,黌,學也
joo,蝗,蟲又音皇
joo,鐄,大鐘
joo,瑝,玉聲說文音皇
joo,喤,泣聲
joo,鍠,和也樂也又鐘聲說文音皇
joo,䬝,䬝䫻暴風
joo,㶇,方舟也一曰荊州人呼渡津舫爲㶇或作𦪗
joo,䄓,䄘䄓祭名
joo,𧝒,𧝒褡小被
joo,𤮏,瓦也
joo,𪏓,織也
joo,𢘌,憕𢘌
joo,韹,聲也
joo,彋,弸彋帷帳起皃
AoI,閍,宮中門也一曰巷門甫盲切六
AoI,祊,廟門傍祭
AoI,𥛱,廟門傍祭
AoI,騯,騯騯馬行又音傍音彭
AoI,嗙,喝聲
AoI,㔙,大也
ioo,諻,語聲虎橫切五
ioo,䎕,䎕然飛聲
ioo,謍,謍謍小聲
ioo,嚝,鼓鐘聲
ioo,喤,喤呷也又音橫
doo,觵,兕角爲酒器受七升罰失禮者古橫切六
doo,觥,兕角爲酒器受七升罰失禮者古橫切六
doo,侊,小皃春秋國語曰侊飯不及壼湌
doo,𩃙,吳主孫休二子名
doo,䍔,網滿
doo,𣘯,網滿
CoI,彭,行也道也盛也說文曰鼓聲也又姓大彭之後左傳楚有令尹彭仲爽漢有大司空彭宣薄庚切十七
