音韻編碼,字頭,釋義
BFS,䊧,氣下洩也匹寐切二
gFW,劓,割鼻漢文帝除𠟼刑劓者笞三百魚器切一
JFS,致,至也說文曰送詣也陟利切十五
JFS,懫,止也
JFS,疐,礙不行也又頓也詩曰載疐其尾疐跲也
JFS,𢷟,
JFS,𨆫,並俗
JFS,躓,礙也頓也說文跲也
JFS,𨎌,車前重也
JFS,輊,車前重也
JFS,騺,馬腳屈也
JFS,䞃,賑也亦貝也
JFS,𣱐,仆也又於進切
JFS,懥,怒也恨也
JFS,㨖,刺也又劫財也
JFS,質,交質又物相贅又之日切
JFS,駤,𩧅駤
eFS,棄,說文捐也詰利切五
eFS,弃,古文
eFS,夡,夡多
eFS,㞓,身欹坐一曰尻
eFS,蟿,蟿螽蟲名
LFS,緻,密也直利切十二
LFS,稚,幼稚亦小也晚也又姓史記云湯後因國爲姓
LFS,遟,待也又直尸切
LFS,稺,晚禾
LFS,𦃘,刺𦃘針縫也
LFS,𩹈,魚名
LFS,治,理也又直之切
LFS,𠊷,會物
LFS,𢴧,當也對也
LFS,謘,語謘
LFS,𩋩,履𩋩底也
LFS,𦥐,履𩋩底也
DFS,寐,寢也臥也息也彌二切二
DFS,媢,夫妬婦又音冒
KFS,杘,籰柄也又嚜杘多詐丑利切八
KFS,𣐉,籰柄也又嚜杘多詐丑利切八
KFS,誺,不知
KFS,𦥊,叨𦥊也
KFS,訵,陰知亦作呬
KFS,𡳭,分蠶
KFS,跮,跮踱乍前乍卻
KFS,𧩼,笑也
dFW,冀,九州名爾雅曰兩河閒曰冀州續漢書安平國故信都郡光武師自薊南行太守任光開門出迎今州城是又姓左傳晉大夫冀芮几利切八
dFW,兾,上同見經典省
dFW,覬,覬覦希望
dFW,穊,稠也
dFW,驥,騏驥
dFW,𩥉,騏驥
dFW,洎,𠟼汁又音臮
dFW,懻,強力皃
fFW,臮,眾與詞也具冀切七
fFW,暨,及也至也与也
fFW,鱀,魚名鼻在頟上又音忌
fFW,洎,潤也及也
fFW,垍,堅土
fFW,塈,息也又仰塗也
fFW,𣽍,水名
fFy,悸,心動也其季切五
fFy,𠊾,左右兩視也
fFy,猤,壯勇皃
fFy,痵,病中恐也
fFy,𡬄,熟寐也
OFy,翠,字林云青羽雀又翠微亦姓急就章有翠鴛鴦七醉切三
OFy,濢,下濕
OFy,臎,鳥尾上𠟼
cFS,二,說文云地之數也而至切五
cFS,弍,古文
cFS,貳,副也亦攜貳變異也疑也敵也又姓後秦錄有後魏平陽太守貳塵
cFS,樲,酸棗
cFS,髶,髮飾
NFS,恣,縱也資四切二
NFS,𣣌,說文曰戰見血曰傷亂或爲惛死而復生爲𣣌又七利切
OFS,次,次第也亦三宿曰次又姓呂氏春秋荊有勇士次非七四切九
OFS,䳐,鳥名似梟人面山居所經國國必亡出山海經
OFS,佽,佽飛漢武官名又助也利也代也遞也及也
OFS,䰍,以漆塗器
OFS,絘,績所未緝者
OFS,𩾔,鳥名
OFS,𧊒,蟲似蜘蛛
OFS,𣣌,又資四切義見上文
OFS,䯸,髮也
hFW,懿,美也大也溫柔聖克也又姓後秦錄有吏部郎懿橫秦錄有吏部熱懿橫乙冀切七
hFW,饐,食傷熟也
hFW,㙪,陰皃
hFW,欭,喑欭歎也
hFW,鷧,鷧鸕鶿鳥
hFW,撎,拜舉手左傳注云若今之揖
hFW,亄,貪也
QFS,四,說文曰陰數也象四分之形息利切十四
QFS,亖,籀文
QFS,肆,陳也恣也極也放也說文从隶極陳也又姓何氏姓苑有漁陽太守肆敏
QFS,𩬶,陳也恣也極也放也說文从隶極陳也又姓何氏姓苑有漁陽太守肆敏
QFS,柶,角匕大喪用之
QFS,泗,水名在魯說文曰受沛水東入淮又涕泗也
QFS,牭,牛四歲
QFS,𧳙,爾雅云狸子𧳙
QFS,㣈,鼠名說文曰㣇屬㣇羊至切俗作𨽼
QFS,駟,一乘四馬
QFS,𦞤,腦蓋
QFS,蕼,堇也說文曰赤蕼也
QFS,肂,埋棺坎下
QFS,𦉭,古文
eFW,器,器皿史記曰舜作什器於壽丘又姓出姓苑去冀切一
dFy,季,昆季也又少也小稱也亦姓左傳魯有季友又漢複姓四氏晉有唐邑大夫季連齊有鬼方氏第六子名季連其後氏焉晉有祁邑大夫季瓜忽宋有季隨逢世本云周有八士季隨季騧之後騧或作瓜又有魯大夫齊季窺昔齊公子季奔于楚楚遂号爲齊季氏居悸切二
dFy,瞡,視皃
CFS,鼻,說文曰引气自畀也毗至切十
CFS,比,近也又阿黨也又房脂必履扶必三切
CFS,枇,細櫛
CFS,𤹝,足氣不至
CFS,坒,地相次比也亦音邲
CFS,襣,司馬相如著犢襣裩
CFS,䃾,以豚祠司命也
CFS,䫁,首子
CFS,䑄,盛也
CFS,芘,草名
iFy,䁤,恚視也香季切三
iFy,婎,醜也又許葵切
iFy,睢,恣睢暴戾又許葵切
iFy,侐,靜也詩云閟宮有侐火季切又火逼切一
AFS,痹,腳冷濕病必至切六
AFS,畀,与也
AFS,庇,庇廕
AFS,𦸣,鼠莞可爲席
AFS,䃾,以豚祠司命也
AFS,比,近也併也
PFy,萃,集也聚也秦醉切六
PFy,顇,顦顇
PFy,悴,憔悴憂愁
PFy,㱖,止㱖
PFy,䆊,稻禾黏也
PFy,瘁,病也
GFS,地,土地說文曰元气初分輕清陽爲天重濁陰爲地萬物所陳𠛱也元命包曰地者易也言養萬物懷任交易變化含吐應節故其立字土力於一者爲地又虜複姓有地連氏地倫氏徒四切二
GFS,墬,籀文
iFW,齂,鼻息也虛器切六
iFW,㕧,呻也又火尸切
iFW,屓,贔屓
iFW,呬,息也又丑致切陰知也
iFW,𤡬,夏后氏有澆𤡬寒浞子名
iFW,䨳,說文云見雨而止息曰䨳
lFS,肄,習也嫩條也羊至切八
lFS,殔,釋名曰假葬於道曰殔說文云瘞也
lFS,㡼,倉也
lFS,貤,重物次第
lFS,勩,勞也
lFS,隶,本也及也又音代
lFS,㣇,說文曰脩豪獸一曰河內名豕也又徒計切爾雅作貄
lFS,𥿫,重多
bFS,示,垂示神至切五
bFS,諡,易名又申也說文作謚
bFS,謚,上同又音益
bFS,眎,呈也
bFS,貤,重物次第
PFS,自,從也用也由也率也疾二切二
PFS,嫉,妬也又音疾
LFy,墜,落也直類切三
LFy,懟,怨也
LFy,鎚,好銅半熟
YFy,出,尺類切又昌律切一
lFy,遺,贈也以醉切又音惟七
lFy,𤀷,𤀷清侯出漢書王子侯表
lFy,𢣘,忘也出廣雅
lFy,蜼,爾雅曰蜼仰鼻而長尾蜼似獮猴鼻露向上尾長數尺末有歧雨即自縣於樹以尾塞鼻又余救切
lFy,瞶,目疾
lFy,𧔥,蜰𧔥
lFy,䗽,蛘䗽蟲名
JFy,轛,車橫軨追萃切一
YFS,痓,惡也充自切一
aFS,屍,似皴皃也矢利切二
aFS,詄,詄志
TFy,㿷,粟體楚愧切一
aFy,㽷,病皃釋類切二
aFy,𥤼,方言云深也趙魏閒語
XGS,志,意慕也詩云在心爲志爾雅曰骨鏃不翦羽謂之志職吏切七
XGS,娡,有莘氏之女𩨬娶之謂之女娡
XGS,䓌,遠䓌
XGS,誌,記誌
XGS,痣,黑子
XGS,織,織文錦綺屬又音職
XGS,識,標識見禮本音式
LGS,值,持也措也捨也當也直吏切五
LGS,植,種也又巿力切
LGS,治,理也又丈之切
LGS,㨁,㨁投
LGS,𠍜,或也
RGS,寺,寺者司也官之所止有九寺釋名曰寺嗣也治事者相嗣續於其內又漢西域白馬駝經來初止於鴻臚寺遂取寺名剏置白馬寺祥吏切五
RGS,嗣,繼也又姓風俗通云衛嗣君後
RGS,孠,古文
RGS,飤,食也
RGS,飼,食也
OGS,蛓,蛓毛蟲有毒七吏切四
OGS,蚝,
OGS,螆,
OGS,𧉠,並上同
QGS,笥,篋也圓曰簞方曰笥竹器也相吏切四
QGS,伺,伺候也察也
QGS,思,念也又音司
QGS,覗,覗覰也
aGS,試,用也式吏切四
aGS,弑,大逆亦作殺
aGS,幟,旗幟又音熾
aGS,僿,史記云小人以僿
SGS,胾,大臠也側吏切六
SGS,椔,木立死亦作檣
SGS,事,事刃又作剚倳
SGS,剚,事刃又作剚倳
SGS,倳,上同又置也
SGS,鶅,東方雉名又音甾
IGS,吏,說文曰治人者也力置切二
IGS,𢟤,憂也
PGS,字,春秋說題辝曰字者飾也說文乳也又愛也疾置切六
PGS,牸,牝牛
PGS,孳,孳尾乳化曰孳交接曰尾
PGS,茡,爾雅曰茡麻母郭璞云苴麻成子者
PGS,芓,爾雅曰茡麻母郭璞云苴麻成子者
PGS,孖,雙生子又音咨
KGS,眙,直住視丑吏切五
KGS,佁,佁儗不前
KGS,䰡,癘鬼
KGS,𦥊,忿戾
KGS,誺,不知
cGS,餌,食也說文粉餅也仍吏切十六
cGS,𩱓,食也說文粉餅也仍吏切十六
cGS,珥,耳飾
cGS,衈,開刑書殺雞血祭名周禮注云割牲耳血及毛祭以爲刉衈
cGS,毦,氅毦羽毛飾也
cGS,咡,口吻
cGS,刵,截耳
cGS,佴,次也
cGS,誀,誘也
cGS,洱,水名
cGS,䎶,以牲告神神欲聽曰䎶也
cGS,㛅,女字
cGS,䏪,筋腱
cGS,䣵,重釀
cGS,眲,耳目不相信也
cGS,𦖢,聽音不敢言也
VGS,駛,疾也疎吏切七
VGS,使,又色里切
VGS,𣳪,水名在河南
VGS,𧳅,郭璞曰今江東呼貉爲𧲱𧳅
VGS,𩰢,烈也
VGS,𨽄,山阜突也
VGS,𥥥,穴也
TGS,廁,說文圊也釋名曰廁雜也言人雜廁其上也又閒也次也初吏切一
lGS,異,奇也說文分也羊吏切七
lGS,异,异哉歎也退也舉也
lGS,潩,水名在河南密縣出文字音義
lGS,食,人名漢有酈食其又音蝕
lGS,已,過事語辝又去也弃也成也
lGS,䔬,連翹草名
lGS,廙,恭也敬也
JGS,置,安置也驛也設也說文赦也陟吏切二
JGS,𢐂,青州呼彈弓
ZGS,侍,近也從也承也時吏切三
ZGS,蒔,種蒔
ZGS,秲,種蒔
UGS,事,使也立也由也鉏吏切又側吏切二
UGS,𩛌,玉篇云嗜食
fGS,忌,忌諱又畏也敬也止也憎惡也亦姓周公忌父之後出風俗通渠記切十三
fGS,邔,古縣名在襄陽
fGS,惎,教也一曰謀也說文毒也
fGS,䋟,連針
fGS,鱀,魚名又音臮
fGS,鵋,鵋䳢鵂鶹鳥今之角鴟
fGS,𧳙,狸子也又音四
fGS,誋,告也信也說文誡也
fGS,諅,志也說文忌也周書曰上不諅于凶德
fGS,梞,梞柎
fGS,𢍁,舉也說文音其
fGS,帺,繫也又音其
fGS,𥭜,竹名
YGS,熾,盛也昌志切八
YGS,饎,方言云熟食也說文云酒食也
YGS,𩜮,說文同上
YGS,糦,大祭亦稷也說文同上
YGS,幟,又音試音志
YGS,𡑠,赤土
YGS,哆,哆聲
YGS,埴,黏土
hGS,意,志也又姓於記切四
hGS,鷾,鷾鴯玄鳥也出莊子
hGS,亄,貪也又音乙
hGS,䵝,深黑
dGS,記,記志也說文疏也居吏切一
iGS,憙,好也許記切二
iGS,嬉,可嬉美姿顏也又音熙
gGS,䰯,恐也魚記切六
gGS,豙,豕怒毛豎也出說文
gGS,㘈,唭㘈無聞見也
gGS,譺,啁譺
gGS,㽈,大甖
gGS,儗,佁儗不前
eGS,亟,數也遽也去吏切又紀力切三
eGS,唭,唭㘈無聞見也
eGS,䀈,䀈居獸名似蝟而赤尾
DHS,未,辰名爾雅曰太歲在未曰協洽無沸切八
DHS,味,五味酸醎甘苦辛周禮瘍醫以酸養骨以辛養筋以醎養脉以苦養氣以甘養𠟼以滑養竅
DHS,菋,五味子藥名五行之精
DHS,𩑵,面前
DHS,䊊,饘也亦作𥹹
DHS,沬,水名
DHS,鮇,魚名
DHS,𡶎,山名
dHy,貴,尊也高也釋名曰貴歸也物所歸仰也說文作䝿亦姓出自陸終之後風俗通有貴遷爲廬江太守居胃切三
dHy,瞶,極視
dHy,𠐽,使也
kHy,胃,腸胃說文作𦞅穀府也于貴切十七
kHy,謂,言也告也說文報也
kHy,㥜,怫㥜不安也
kHy,媦,楚人呼妹公羊傳曰楚王之妻媦
kHy,𦩝,運船
kHy,緯,經緯又姓
kHy,彙,類也說文作𢑷蟲也似豪豬而小爾雅曰彙毛刺是也
kHy,蝟,說文同上
kHy,渭,水名亦州名書曰終南敦物至于鳥鼠鳥鼠山名渭所出也秦伐義渠始置隴西郡後魏莊帝置渭州因水爲名也
kHy,煟,火光
kHy,𩹂,魚名山海經曰樂游之山桃水多𩹂魚似蛇而四足
kHy,𨾂,獸似鼠
kHy,緭,緭繒也
kHy,𢍚,草木𢍚孛也
kHy,𦳢,草名
kHy,䬑,大風
kHy,圍,繞也又音韋
gHy,魏,魏闕又州名夏觀扈之國春秋時晉地秦爲東郡隋爲武陽郡武德初平竇建德改置魏州亦姓本自周武王母弟受封於畢至畢萬仕晉封魏城後因氏焉出鉅鹿任城二望魚貴切二
gHy,犩,犪牛𠟼數千斤又魚歸切
AHS,沸,詩曰觱沸檻泉箋云觱沸者謂泉涌出皃方味切十一
AHS,疿,熱生小瘡
AHS,芾,毛萇詩傳曰蔽芾小皃
AHS,茀,毛萇詩傳曰蔽芾小皃
AHS,誹,謗人又音非
AHS,鯡,魚子
AHS,㹃,覆耕
AHS,𩰾,湯𩰾
AHS,𧙂,蔽膝
AHS,䛍,言急
AHS,䟛,行疾
BHS,費,耗也惠也芳未切又房未冰備二切六
BHS,髴,髣髴
BHS,靅,靉靅雲布狀也
BHS,𣙿,木名
BHS,昲,日光又物乾也
BHS,䊧,失氣
eHy,𥽂,細米丘畏切三
eHy,䙡,䙡紐
eHy,𧝷,俗
hHy,尉,候也說文作㷉云从上案下也从𡰥又持火所以申繒也通俗文曰火斗曰尉俗作熨又尉氏縣鄭大夫尉氏邑也亦云鄭之別獄又姓左傳鄭大夫尉止於胃切又紆物切十二
hHy,㷉,出說文
hHy,熨,俗見上注
hHy,慰,安慰
hHy,畏,畏懼
hHy,罻,罻網
hHy,犚,牛也
hHy,蔚,茺蔚
hHy,螱,飛蟻
hHy,𧕈,飛蟻
hHy,褽,衣袵也
hHy,䲁,魚名
iHy,諱,說文誋也許貴切四
iHy,卉,草摠名詩曰卉木萋萋又音虺
iHy,芔,古文
iHy,泋,水波汶也
CHS,𥝋,獸名說文曰周成王時州靡國獻𥝋人身反踵自笑笑即上脣掩其目食人北方謂之土螻爾雅曰狒狒如人被髮迅走一名梟羊俗謂之山都今交州南康山中有之郭璞讚云狒狒怪獸披髮握竹獲人則笑脣蔽其目終乃號咷反爲我戮扶沸切二十四
CHS,𦦔,
CHS,狒,並上同
CHS,㵒,㵒渭水溢
CHS,腓,又音肥
CHS,怫,怫㥜又扶物切
CHS,菲,菜可食又霏斐二音
CHS,屝,草屩黃帝臣於則所造也
CHS,蜚,蜚盧蟲也一名蜰即負盤臭蟲也又獸名山海經曰蜚如牛白首一目蛇尾行水則竭行草則枯見則有兵役郭璞讚云蜚之爲名體似無害所經枯竭甚於鴆厲萬物攸懼思尒遐逝
CHS,𧕿,蜚盧蟲也一名蜰即負盤臭蟲也又獸名山海經曰蜚如牛白首一目蛇尾行水則竭行草則枯見則有兵役郭璞讚云蜚之爲名體似無害所經枯竭甚於鴆厲萬物攸懼思尒遐逝
CHS,䨾,隱也陋也
CHS,翡,赤羽雀也
CHS,𡌦,塵也
CHS,萉,枲屬
CHS,𩇪,𩇪隱
CHS,痱,熱瘡
CHS,䠊,刖足亦作剕
CHS,㔗,壯勇之皃
CHS,䆏,稻不黏也
CHS,費,姓也夏禹之後出江夏後漢汝南費長房孫盛蜀譜云益州諸費有名位者多又後魏書費連氏後改爲費氏
CHS,蜰,蜰𧔥神蛇
CHS,𥄱,目不明或作䀟
CHS,黂,爾雅曰黂枲實禮曰苴麻之有黂又音肥
CHS,蟦,𧓉螬蟲也
dHS,既,已也盡也又姓吳王夫既之後居豙切七
dHS,暨,諸暨縣在越州又其冀切
dHS,禨,福祥
dHS,溉,溉灌又古代切
dHS,𣢆,幸也不便言也
dHS,旡,飲食逆氣不得息也
dHS,蔇,說文曰艸多皃
gHS,毅,果敢也魚既切七
gHS,𢖫,怒也
gHS,豙,豕怒毛豎也
gHS,𧅙,說文曰煎茱萸也
gHS,藙,說文曰煎茱萸也
gHS,顡,說文曰癡顡不聰明也
gHS,䉨,竹名
eHS,氣,氣息也去既切說文本音欷五
eHS,炁,同上出道書
eHS,气,与人物也說文曰雲气也今作乞又去訖切
eHS,盵,姓也出纂文
eHS,䀈,䀈居獸似蝟尾赤也
iHS,欷,歔欷許既切十八
iHS,唏,啼也
iHS,塈,仰塗
iHS,愾,大息也又苦愛切
iHS,氣,說文曰饋客芻米春秋傳曰齊人來氣諸侯
iHS,餼,
iHS,䊠,並上同見說文
iHS,鎎,怒戰
iHS,𢟪,息也
iHS,熂,燹火
iHS,黖,黖菲黑也
iHS,霼,靉霼雲狀
iHS,摡,拭也
iHS,䀈,獸名又音氣
iHS,𧱲,豕息
iHS,䮎,馬走
iHS,犔,牛病
iHS,忥,靜也說文曰癡皃
fHS,䤒,秫酒名其既切二
fHS,幾,未已又音蟣音機
hHS,衣,衣著於既切又音依一
gIS,御,理也侍待也進也使也又姓左傳有大夫御叔牛倨切三
gIS,馭,使馬也
gIS,語,說也告也又魚巨切
IIS,慮,思也又姓良倨切九
IIS,勴,助也
IIS,𥶌,舟中簀𥶌見方言
IIS,𠣊,助也導也
IIS,鑢,錯也
IIS,櫖,林櫖山林又山櫐也
IIS,𩥆,傳馬
IIS,𡾅,山名
IIS,𦊼,網𦊼
dIS,據,依也持也引也案也亦姓出姓苑居御切十
dIS,鋸,刀鋸古史考曰孟莊子作鋸
dIS,倨,倨傲
dIS,踞,蹲又踑踞大坐
dIS,椐,靈壽木名又居祛二音
dIS,鐻,樂器形以夾鐘削木爲之出埤蒼說文与虡同
dIS,澽,乾水又音遽
dIS,𧣻,角似雞距
dIS,䱟,魚名
dIS,豦,獸大如狗似猴多𩓾好奮迅其頭能投石擲人出建平山又音渠
OIS,覰,伺視也七慮切六
OIS,䁦,伺視也七慮切六
OIS,刞,耕土起亦作耝
OIS,坥,螾場又七余切
OIS,䏣,蠅䏣又七余切
OIS,蜡,周禮有蜡氏又音乍
eIS,㰦,欠去丘倨切九
eIS,去,離也又卻呂切
eIS,麮,麥汁
eIS,呿,張口皃
eIS,鼁,鼁𪓰似蝦蟆居陸地
eIS,胠,脅也又去魚切
eIS,㧁,閉也又口荅切
eIS,䒧,草名
eIS,𩿟,鳥名
ZIS,署,書也厂解署部署也常恕切四
ZIS,藷,藷藇又音諸
ZIS,薯,薯蕷俗
ZIS,曙,曉也
aIS,恕,仁恕商署切四
aIS,庶,眾也冀也侈也幸也又庶幾也亦姓
aIS,樜,木名
aIS,㵂,水名
JIS,著,明也處也立也補也成也定也陟慮切又張略長略二切二
JIS,箸,明也處也立也補也成也定也陟慮切又張略長略二切二
XIS,䬡,飛舉也章恕切九
XIS,翥,飛舉也章恕切九
XIS,𤳯,筐𤳯
XIS,䭖,犬糜又豕食
XIS,䘄,蟲名爾雅云翥醜罅剖母背而生或作䘄
XIS,庶,周禮有庶氏掌除毒蟲又音恕
XIS,𤳐,畚也
XIS,𡻠,番山
XIS,㫂,斫也
VIS,疏,記也亦作疎所去切三
VIS,捒,裝捒又色句切
VIS,㫹,明也
hIS,飫,飽也厭也賜也說文本作𩜈燕食也依倨切十
hIS,𩜏,飽也厭也賜也說文本作𩜈燕食也依倨切十
hIS,瘀,血瘀
hIS,鄔,縣名在太原又音塢
hIS,醧,私醼
hIS,𢮁,𢮁擊
hIS,淤,濁水中泥也又音於
hIS,菸,臭草
hIS,棜,無足樽也
hIS,𡫽,假寐也
LIS,箸,匙箸遟倨切四
LIS,筯,匙箸遟倨切四
LIS,㾻,痴㾻不達又丑御切
LIS,除,去也見詩
fIS,遽,急也疾也亦戰慄也窘也卒也其據切五
fIS,勮,勤務也又懼也疾也
fIS,詎,又其呂切
fIS,醵,斂錢飲酒又音渠又其虐切
fIS,澽,乾澽
QIS,絮,說文曰敝緜也息據切又抽據尼恕二切一
UIS,助,佐也益也牀據切三
UIS,耡,又士魚切
UIS,麆,爾雅云麕牡麌牝麋其子麆
NIS,怚,憍也將預切二
NIS,沮,沮洳漸濕亦作𣶝
SIS,詛,呪詛亦作𥛜莊助切二
SIS,阻,馬阻蹄又莊所切
cIS,洳,沮洳說文作𣹤漸濕也人恕切三
cIS,茹,飯牛又菜茹也
cIS,如,又尒諸切
lIS,豫,逸也備先也辨也早也安也猒也敘也又州名尚書禹貢曰荊河爲豫州釋名云豫州在九州中京師東常安豫也秦爲三川郡漢爲河南郡後魏置司州又改爲豫州亦獸名象屬又姓晉有豫讓羊洳切二十
lIS,預,安也先也廁也樂也佚也猒也怠也
lIS,譽,稱美也又姓晉書有平原太守譽粹又音余
lIS,礜,礜石藥名蠶食之肥鼠食之死
lIS,𩦡,馬疾行皃
lIS,輿,車輿又方輿縣名又音余
lIS,鸒,爾雅曰鸒斯鵯鶋郭璞曰雅烏也小而多羣腹下白
lIS,悆,悅也
lIS,𪋮,大鹿
lIS,𣝑,舁食者或作轝
lIS,藇,藷藇又音序
lIS,蕷,薯蕷俗
lIS,穥,穥穥黍稷美也
lIS,𡱣,履屬
lIS,忬,安也
lIS,歟,歎也又音余
lIS,悇,憂懼
lIS,與,參與也
lIS,澦,灩澦水名
lIS,𡒊,高平
iIS,噓,吹噓許御切又音虛一
MIS,女,以女妻人也尼據切二
MIS,絮,姓也漢有絮舜
TIS,楚,楚利又木名出歷山瘡據切又瘡所切二
TIS,儊,儊不滑也
YIS,處,處所也昌據切又音杵二
YIS,䖏,俗
KIS,絮,和調食也抽據切三
KIS,悇,憛悇憂也
KIS,㾻,痴㾻不達
RIS,𡱣,履屬徐預切一
gJy,遇,不期而會又姓何氏姓苑云東莞人風俗通云漢有遇沖爲河內太守牛具切七
gJy,寓,寄也
gJy,庽,寄也
gJy,媀,媀妬也女子妬男子
gJy,𤸒,疣病
gJy,禺,獸名毋猴屬也又音愚
gJy,䴁,䴁鼠鳥名
hJy,嫗,老嫗也衣遇切三
hJy,蓲,荎也
hJy,饇,飽饇
ZJy,樹,木摠名也立也又姓姓苑云今江東有之後魏官氏志樹洛干氏後改爲樹氏常句切五
ZJy,𦒸,老人行皃
ZJy,澍,時雨又音注
ZJy,尌,立也又音住
ZJy,𠊪,立也又音住
LJy,住,止也又姓出姓苑持遇切三
LJy,牏,築垣短板
LJy,逗,姓也出何承天纂文又音豆
CJS,附,寄附又姓晉書有附都符遇切十一
CJS,坿,白坿說文益也
CJS,祔,祭名亦合葬也
CJS,賻,贈死也助也
CJS,駙,駙馬都尉官名漢武帝置掌駙馬晉尚公主者並加之駙副馬也一曰近也又疾也
CJS,鮒,魚名
CJS,䠵,䠵䠼著衣也
CJS,蚹,蚹蛇腹下橫鱗可行者又爾雅曰蚹蠃螔蝓即蝸牛也
CJS,跗,古之醫人俞跗出史記
CJS,𠪻,小巵有蓋
CJS,胕,肺胕心膂
XJy,注,灌注也又注記也之戍切十六
XJy,疰,疰病
XJy,罜,小罟
XJy,㹥,黃犬黑頭
XJy,鑄,鎔鑄又姓堯後以國爲氏
XJy,馵,馬後左足白
XJy,註,註射出埤蒼又音駐
XJy,炷,燈炷
XJy,澍,時雨又殊遇切
XJy,霔,霖霔
XJy,㺛,鄉名在河南
XJy,䎷,䎷𩕏又音赴
XJy,祩,詛也祝也
XJy,𠴦,邑名
XJy,䪒,皮袴
XJy,蛀,蛀蟲
dJy,屨,履屬方言曰履自關而西謂之屨九遇切十
dJy,句,章句又音溝音構
dJy,蒟,蒟醬又音矩
dJy,絇,絲絇
dJy,瞿,視皃又音衢
dJy,𥉁,目驚𥉁𥉁然出埤蒼
dJy,怐,恐怐
dJy,䈮,竹名
dJy,邭,邑名
dJy,䀠,左右視也
iJy,昫,日光說文曰日出溫也北地有昫衍縣香句切六
iJy,煦,日光說文曰日出溫也北地有昫衍縣香句切六
iJy,酗,醉怒亦作䣱
iJy,呴,吐沫
iJy,姁,姁嫗
iJy,𧏺,幺蠶
aJy,戍,遏也舍也從人荷戈也傷遇切八
aJy,腧,五藏腧也
aJy,輸,送也又式朱切
aJy,𧼯,馬𧼯前也
aJy,䩱,刀䩙
aJy,隃,鴈門
aJy,䠼,䠵䠼
aJy,㲓,㲓毛
lJy,裕,饒也道也容也寬也羊戍切七
lJy,䘱,饒也道也容也寬也羊戍切七
lJy,覦,覬覦又音俞
lJy,諭,譬諭也諫也又姓東晉有諭歸撰西河記二卷何承天云喻音樹豫章人
lJy,喻,譬諭也諫也又姓東晉有諭歸撰西河記二卷何承天云喻音樹豫章人
lJy,籲,呼也又和也見書傳
lJy,𠕦,面衣
cJy,孺,稚也爾雅曰屬也說文曰乳子也一曰輸孺尚小也而遇切四
cJy,𡦗,俗
cJy,擩,擩莝手進物也
cJy,㹘,牛莖
BJS,赴,奔赴爾雅曰至也說文曰趨也芳遇切十一
BJS,𠓗,急疾也
BJS,䞯,急疾也
BJS,䎷,䎷𩕏也又音注
BJS,豧,豕聲
BJS,簠,簠簋又甫于方武二切
BJS,訃,告喪也又至也
BJS,䞳,僵也說文音匐
BJS,仆,僵說文曰頓也
BJS,䟔,說文曰趣越皃
BJS,婏,兔子曰婏又孚万切
DJS,務,事務也又強也遽也趣也又姓列仙傳有務光亡遇切十四
DJS,婺,婺女星名
DJS,霧,元命包曰陰陽亂爲霧爾雅曰地氣發天不應曰霧釋名曰霧冒也氣蒙冒覆地之物也
DJS,霚,上同見說文
DJS,騖,馳也奔也驅也
DJS,𦎦,六月生羔
DJS,䨁,雞雛
DJS,蝥,蠡名亦作𧐙
DJS,𨂣,長跪又拜
DJS,𦆞,繅淹餘也
DJS,㡔,髮巾
DJS,嵍,丘也
DJS,敄,說文強也
DJS,鶩,鳥名又音目
NJy,緅,青赤色子句切又子侯切二
NJy,足,足添物也本音入聲
fJy,懼,怖懼其遇切四
fJy,具,備也辦也又姓左傳有具丙
fJy,埧,堤塘
fJy,臞,瘦又音瞿
kJy,芋,一名蹲鴟廣志云蜀漢以芋爲資凡十四等有君子芋大如斗魁如杵𥰠其車轂鋸子旁巨青邊四等多子王遇切五
kJy,雨,詩曰雨雪其霶又音禹
kJy,羽,鳥翅也又五聲宮商角徵羽晉書樂志云宮中也中和之道無往而不理商強也謂金性之堅強角觸也象諸陽氣觸動而生徵止也言物盛則止羽舒也陽氣將復萬物孳育而舒生又音禹
kJy,䨒,說文曰水音也
kJy,吁,疑怪辭也
PJy,埾,垛也才句切二
PJy,聚,又秦雨切
VJy,捒,裝捒色句切又所據切三
VJy,數,筭數周禮有九數方田粟米差分少廣商功均輸方程贏不足旁要也世本曰隷首作數又色矩色角二切又音速
VJy,㡏,裁殘帛也
AJS,付,与也方遇切六
AJS,賦,賦頌詩有六義二曰賦釋名曰敷布其義謂之賦漢書曰不歌而誦曰賦又斂也量也班也稅也
AJS,傅,相也亦姓本自傅說出傅巖因以爲氏出北地清河二望
AJS,𩬙,露髻
AJS,陚,丘名
AJS,搏,擊也又布莫切
OJy,娶,說文曰取婦也七句切二
OJy,趣,趣向又親足七俱倉苟三切
JJy,註,解也中句切又音注九
JJy,鉒,置也又送死人物也
JJy,駐,止馬
JJy,軴,車軴
JJy,住,停手又長句切
JJy,𨙔,不行
JJy,壴,說文云陳樂也
JJy,咮,鳥聲
JJy,亍,步止也
eJy,驅,區遇切又羌愚切二
eJy,𤛐,牛名
TJy,菆,鳥窠芻注切三
TJy,䜴,䜴勇
TJy,䐢,膳也
KJy,𨳳,直開也丑注切二
KJy,𢨸,同上
QJy,尠,思句切少也又息淺切一
IJy,屢,數也疾也良遇切二
