資料名稱,字頭,轉號,韻圖開合(修正後),韻圖母位置,韻圖聲,韻圖韻,韻圖等
韻鏡（古逸叢書本）,腄,5,合,舌音第一位,平,支,三
韻鏡（古逸叢書本）,蠵,5,合,喉音第四位,平,支,四
韻鏡（古逸叢書本）,隳,5,合,喉音第二位,平,支,四
韻鏡（古逸叢書本）,隨,5,合,齒音第五位,平,支,四
韻鏡（古逸叢書本）,眭,5,合,齒音第四位,平,支,四
韻鏡（古逸叢書本）,劑,5,合,齒音第一位,平,支,四
韻鏡（古逸叢書本）,闚,5,合,牙音第二位,平,支,四
韻鏡（古逸叢書本）,規,5,合,牙音第一位,平,支,四
韻鏡（古逸叢書本）,錘,5,合,舌音第三位,平,支,四
韻鏡（古逸叢書本）,蘂,5,合,舌齒音第二位,上,紙,三
韻鏡（古逸叢書本）,累,5,合,舌齒音第一位,上,紙,三
韻鏡（古逸叢書本）,蔿,5,合,喉音第四位,上,紙,三
韻鏡（古逸叢書本）,毀,5,合,喉音第二位,上,紙,三
韻鏡（古逸叢書本）,委,5,合,喉音第一位,上,紙,三
韻鏡（古逸叢書本）,菙,5,合,齒音第五位,上,紙,三
韻鏡（古逸叢書本）,揣,5,合,齒音第二位,上,紙,三
韻鏡（古逸叢書本）,捶,5,合,齒音第一位,上,紙,三
韻鏡（古逸叢書本）,硊,5,合,牙音第四位,上,紙,三
韻鏡（古逸叢書本）,跪,5,合,牙音第三位,上,紙,三
韻鏡（古逸叢書本）,詭,5,合,牙音第一位,上,紙,三
韻鏡（古逸叢書本）,䓈,5,合,喉音第四位,上,紙,四
韻鏡（古逸叢書本）,𣿂,5,合,齒音第五位,上,紙,四
韻鏡（古逸叢書本）,髓,5,合,齒音第四位,上,紙,四
韻鏡（古逸叢書本）,惢,5,合,齒音第三位,上,紙,四
韻鏡（古逸叢書本）,觜,5,合,齒音第一位,上,紙,四
韻鏡（古逸叢書本）,跬,5,合,牙音第二位,上,紙,四
韻鏡（古逸叢書本）,䄲,5,合,舌齒音第二位,去,寘,三
韻鏡（古逸叢書本）,累,5,合,舌齒音第一位,去,寘,三
韻鏡（古逸叢書本）,爲,5,合,喉音第四位,去,寘,三
韻鏡（古逸叢書本）,毀,5,合,喉音第二位,去,寘,三
韻鏡（古逸叢書本）,餧,5,合,喉音第一位,去,寘,三
韻鏡（古逸叢書本）,睡,5,合,齒音第五位,去,寘,三
韻鏡（古逸叢書本）,吹,5,合,齒音第二位,去,寘,三
韻鏡（古逸叢書本）,惴,5,合,齒音第一位,去,寘,三
韻鏡（古逸叢書本）,僞,5,合,牙音第四位,去,寘,三
韻鏡（古逸叢書本）,䞈,5,合,牙音第一位,去,寘,三
韻鏡（古逸叢書本）,諉,5,合,舌音第四位,去,寘,三
韻鏡（古逸叢書本）,縋,5,合,舌音第三位,去,寘,三
韻鏡（古逸叢書本）,娷,5,合,舌音第一位,去,寘,三
韻鏡（古逸叢書本）,瓗,5,合,喉音第四位,去,寘,四
韻鏡（古逸叢書本）,孈,5,合,喉音第二位,去,寘,四
韻鏡（古逸叢書本）,恚,5,合,喉音第一位,去,寘,四
韻鏡（古逸叢書本）,䅗,5,合,齒音第四位,去,寘,四
韻鏡（古逸叢書本）,觖,5,合,牙音第二位,去,寘,四
韻鏡（古逸叢書本）,瞡,5,合,牙音第一位,去,寘,四
韻鏡（古逸叢書本）,師,6,開,齒音第四位,平,脂,二
韻鏡（古逸叢書本）,棃,6,開,舌齒音第一位,平,脂,三
韻鏡（古逸叢書本）,尸,6,開,齒音第四位,平,脂,三
韻鏡（古逸叢書本）,鴟,6,開,齒音第二位,平,脂,三
韻鏡（古逸叢書本）,脂,6,開,齒音第一位,平,脂,三
韻鏡（古逸叢書本）,狋,6,開,牙音第四位,平,脂,三
韻鏡（古逸叢書本）,耆,6,開,牙音第三位,平,脂,三
韻鏡（古逸叢書本）,飢,6,開,牙音第一位,平,脂,三
韻鏡（古逸叢書本）,尼,6,開,舌音第四位,平,脂,三
韻鏡（古逸叢書本）,墀,6,開,舌音第三位,平,脂,三
韻鏡（古逸叢書本）,絺,6,開,舌音第二位,平,脂,三
韻鏡（古逸叢書本）,胝,6,開,舌音第一位,平,脂,三
韻鏡（古逸叢書本）,眉,6,開,脣音第四位,平,脂,三
韻鏡（古逸叢書本）,邳,6,開,脣音第三位,平,脂,三
韻鏡（古逸叢書本）,丕,6,開,脣音第二位,平,脂,三
韻鏡（古逸叢書本）,悲,6,開,脣音第一位,平,脂,三
韻鏡（古逸叢書本）,姨,6,開,喉音第四位,平,脂,四
韻鏡（古逸叢書本）,夷,6,開,喉音第二位,平,脂,四
韻鏡（古逸叢書本）,伊,6,開,喉音第一位,平,脂,四
韻鏡（古逸叢書本）,私,6,開,齒音第四位,平,脂,四
韻鏡（古逸叢書本）,茨,6,開,齒音第三位,平,脂,四
韻鏡（古逸叢書本）,郪,6,開,齒音第二位,平,脂,四
韻鏡（古逸叢書本）,咨,6,開,齒音第一位,平,脂,四
韻鏡（古逸叢書本）,毗,6,開,脣音第三位,平,脂,四
韻鏡（古逸叢書本）,紕,6,開,脣音第二位,平,脂,四
韻鏡（古逸叢書本）,履,6,開,舌齒音第一位,上,旨,三
韻鏡（古逸叢書本）,㰻,6,開,喉音第一位,上,旨,三
韻鏡（古逸叢書本）,視,6,開,齒音第五位,上,旨,三
韻鏡（古逸叢書本）,矢,6,開,齒音第四位,上,旨,三
韻鏡（古逸叢書本）,旨,6,開,齒音第一位,上,旨,三
韻鏡（古逸叢書本）,跽,6,開,牙音第三位,上,旨,三
韻鏡（古逸叢書本）,几,6,開,牙音第一位,上,旨,三
韻鏡（古逸叢書本）,秜,6,開,舌音第四位,上,旨,三
韻鏡（古逸叢書本）,雉,6,開,舌音第三位,上,旨,三
韻鏡（古逸叢書本）,𡳭,6,開,舌音第二位,上,旨,三
韻鏡（古逸叢書本）,黹,6,開,舌音第一位,上,旨,三
韻鏡（古逸叢書本）,美,6,開,脣音第四位,上,旨,三
韻鏡（古逸叢書本）,否,6,開,脣音第三位,上,旨,三
韻鏡（古逸叢書本）,嚭,6,開,脣音第二位,上,旨,三
韻鏡（古逸叢書本）,鄙,6,開,脣音第一位,上,旨,三
韻鏡（古逸叢書本）,兕,6,開,齒音第五位,上,旨,四
韻鏡（古逸叢書本）,死,6,開,齒音第四位,上,旨,四
韻鏡（古逸叢書本）,姊,6,開,齒音第一位,上,旨,四
韻鏡（古逸叢書本）,牝,6,開,脣音第三位,上,旨,四
韻鏡（古逸叢書本）,匕,6,開,脣音第一位,上,旨,四
韻鏡（古逸叢書本）,二,6,開,舌齒音第二位,去,至,三
韻鏡（古逸叢書本）,利,6,開,舌齒音第一位,去,至,三
韻鏡（古逸叢書本）,齂,6,開,喉音第二位,去,至,三
韻鏡（古逸叢書本）,懿,6,開,喉音第一位,去,至,三
韻鏡（古逸叢書本）,嗜,6,開,齒音第五位,去,至,三
韻鏡（古逸叢書本）,屍,6,開,齒音第四位,去,至,三
韻鏡（古逸叢書本）,示,6,開,齒音第三位,去,至,三
韻鏡（古逸叢書本）,痓,6,開,齒音第二位,去,至,三
韻鏡（古逸叢書本）,至,6,開,齒音第一位,去,至,三
韻鏡（古逸叢書本）,劓,6,開,牙音第四位,去,至,三
韻鏡（古逸叢書本）,臮,6,開,牙音第三位,去,至,三
韻鏡（古逸叢書本）,器,6,開,牙音第二位,去,至,三
韻鏡（古逸叢書本）,冀,6,開,牙音第一位,去,至,三
韻鏡（古逸叢書本）,膩,6,開,舌音第四位,去,至,三
韻鏡（古逸叢書本）,緻,6,開,舌音第三位,去,至,三
韻鏡（古逸叢書本）,致,6,開,舌音第一位,去,至,三
韻鏡（古逸叢書本）,郿,6,開,脣音第四位,去,至,三
韻鏡（古逸叢書本）,備,6,開,脣音第三位,去,至,三
韻鏡（古逸叢書本）,濞,6,開,脣音第二位,去,至,三
韻鏡（古逸叢書本）,祕,6,開,脣音第一位,去,至,三
韻鏡（古逸叢書本）,肄,6,開,喉音第四位,去,至,四
韻鏡（古逸叢書本）,系,6,開,喉音第三位,去,至,四
韻鏡（古逸叢書本）,呬,6,開,喉音第二位,去,至,四
韻鏡（古逸叢書本）,四,6,開,齒音第四位,去,至,四
韻鏡（古逸叢書本）,自,6,開,齒音第三位,去,至,四
韻鏡（古逸叢書本）,次,6,開,齒音第二位,去,至,四
韻鏡（古逸叢書本）,恣,6,開,齒音第一位,去,至,四
韻鏡（古逸叢書本）,弃,6,開,牙音第二位,去,至,四
韻鏡（古逸叢書本）,地,6,開,舌音第三位,去,至,四
韻鏡（古逸叢書本）,寐,6,開,脣音第四位,去,至,四
韻鏡（古逸叢書本）,鼻,6,開,脣音第三位,去,至,四
韻鏡（古逸叢書本）,屁,6,開,脣音第二位,去,至,四
韻鏡（古逸叢書本）,痹,6,開,脣音第一位,去,至,四
韻鏡（古逸叢書本）,衰,7,合,齒音第四位,平,脂,二
韻鏡（古逸叢書本）,蕤,7,合,舌齒音第二位,平,脂,三
韻鏡（古逸叢書本）,㶟,7,合,舌齒音第一位,平,脂,三
韻鏡（古逸叢書本）,誰,7,合,齒音第五位,平,脂,三
韻鏡（古逸叢書本）,推,7,合,齒音第二位,平,脂,三
韻鏡（古逸叢書本）,錐,7,合,齒音第一位,平,脂,三
韻鏡（古逸叢書本）,逵,7,合,牙音第三位,平,脂,三
韻鏡（古逸叢書本）,巋,7,合,牙音第二位,平,脂,三
韻鏡（古逸叢書本）,龜,7,合,牙音第一位,平,脂,三
韻鏡（古逸叢書本）,鎚,7,合,舌音第三位,平,脂,三
韻鏡（古逸叢書本）,追,7,合,舌音第一位,平,脂,三
韻鏡（古逸叢書本）,惟,7,合,喉音第四位,平,脂,四
韻鏡（古逸叢書本）,綏,7,合,齒音第四位,平,脂,四
韻鏡（古逸叢書本）,嗺,7,合,齒音第一位,平,脂,四
韻鏡（古逸叢書本）,葵,7,合,牙音第三位,平,脂,四
韻鏡（古逸叢書本）,蕊,7,合,舌齒音第二位,上,旨,三
韻鏡（古逸叢書本）,壘,7,合,舌齒音第一位,上,旨,三
韻鏡（古逸叢書本）,洧,7,合,喉音第四位,上,旨,三
韻鏡（古逸叢書本）,𦗑,7,合,喉音第二位,上,旨,三
韻鏡（古逸叢書本）,水,7,合,齒音第四位,上,旨,三
韻鏡（古逸叢書本）,沝,7,合,齒音第一位,上,旨,三
韻鏡（古逸叢書本）,䣀,7,合,牙音第三位,上,旨,三
韻鏡（古逸叢書本）,巋,7,合,牙音第二位,上,旨,三
韻鏡（古逸叢書本）,軌,7,合,牙音第一位,上,旨,三
韻鏡（古逸叢書本）,唯,7,合,喉音第四位,上,旨,四
韻鏡（古逸叢書本）,㠑,7,合,齒音第三位,上,旨,四
韻鏡（古逸叢書本）,趡,7,合,齒音第二位,上,旨,四
韻鏡（古逸叢書本）,濢,7,合,齒音第一位,上,旨,四
韻鏡（古逸叢書本）,揆,7,合,牙音第三位,上,旨,四
韻鏡（古逸叢書本）,癸,7,合,牙音第一位,上,旨,四
韻鏡（古逸叢書本）,類,7,合,舌齒音第一位,去,至,三
韻鏡（古逸叢書本）,位,7,合,喉音第四位,去,至,三
韻鏡（古逸叢書本）,㽷,7,合,齒音第四位,去,至,三
韻鏡（古逸叢書本）,出,7,合,齒音第二位,去,至,三
韻鏡（古逸叢書本）,匱,7,合,牙音第三位,去,至,三
韻鏡（古逸叢書本）,喟,7,合,牙音第二位,去,至,三
韻鏡（古逸叢書本）,媿,7,合,牙音第一位,去,至,三
韻鏡（古逸叢書本）,墜,7,合,舌音第三位,去,至,三
韻鏡（古逸叢書本）,轛,7,合,舌音第一位,去,至,三
韻鏡（古逸叢書本）,遺,7,合,喉音第四位,去,至,四
韻鏡（古逸叢書本）,侐,7,合,喉音第二位,去,至,四
韻鏡（古逸叢書本）,遂,7,合,齒音第五位,去,至,四
韻鏡（古逸叢書本）,邃,7,合,齒音第四位,去,至,四
韻鏡（古逸叢書本）,萃,7,合,齒音第三位,去,至,四
韻鏡（古逸叢書本）,翠,7,合,齒音第二位,去,至,四
韻鏡（古逸叢書本）,醉,7,合,齒音第一位,去,至,四
韻鏡（古逸叢書本）,悸,7,合,牙音第三位,去,至,四
韻鏡（古逸叢書本）,季,7,合,牙音第一位,去,至,四
韻鏡（古逸叢書本）,茬,8,,齒音第三位,平,之,二
韻鏡（古逸叢書本）,菑,8,,齒音第一位,平,之,二
韻鏡（古逸叢書本）,而,8,,舌齒音第二位,平,之,三
韻鏡（古逸叢書本）,釐,8,,舌齒音第一位,平,之,三
韻鏡（古逸叢書本）,僖,8,,喉音第二位,平,之,三
韻鏡（古逸叢書本）,醫,8,,喉音第一位,平,之,三
韻鏡（古逸叢書本）,時,8,,齒音第五位,平,之,三
韻鏡（古逸叢書本）,詩,8,,齒音第四位,平,之,三
韻鏡（古逸叢書本）,蚩,8,,齒音第二位,平,之,三
韻鏡（古逸叢書本）,之,8,,齒音第一位,平,之,三
韻鏡（古逸叢書本）,疑,8,,牙音第四位,平,之,三
韻鏡（古逸叢書本）,其,8,,牙音第三位,平,之,三
韻鏡（古逸叢書本）,欺,8,,牙音第二位,平,之,三
韻鏡（古逸叢書本）,姬,8,,牙音第一位,平,之,三
韻鏡（古逸叢書本）,治,8,,舌音第三位,平,之,三
韻鏡（古逸叢書本）,癡,8,,舌音第二位,平,之,三
韻鏡（古逸叢書本）,飴,8,,喉音第四位,平,之,四
韻鏡（古逸叢書本）,詞,8,,齒音第五位,平,之,四
韻鏡（古逸叢書本）,思,8,,齒音第四位,平,之,四
韻鏡（古逸叢書本）,慈,8,,齒音第三位,平,之,四
韻鏡（古逸叢書本）,兹,8,,齒音第一位,平,之,四
韻鏡（古逸叢書本）,抾,8,,牙音第二位,平,之,四
韻鏡（古逸叢書本）,俟,8,,齒音第五位,上,止,二
韻鏡（古逸叢書本）,史,8,,齒音第四位,上,止,二
韻鏡（古逸叢書本）,士,8,,齒音第三位,上,止,二
韻鏡（古逸叢書本）,㓼,8,,齒音第二位,上,止,二
韻鏡（古逸叢書本）,滓,8,,齒音第一位,上,止,二
韻鏡（古逸叢書本）,耳,8,,舌齒音第二位,上,止,三
韻鏡（古逸叢書本）,里,8,,舌齒音第一位,上,止,三
韻鏡（古逸叢書本）,以,8,,喉音第四位,上,止,三
韻鏡（古逸叢書本）,喜,8,,喉音第二位,上,止,三
韻鏡（古逸叢書本）,譩,8,,喉音第一位,上,止,三
韻鏡（古逸叢書本）,市,8,,齒音第五位,上,止,三
韻鏡（古逸叢書本）,始,8,,齒音第四位,上,止,三
韻鏡（古逸叢書本）,齒,8,,齒音第二位,上,止,三
韻鏡（古逸叢書本）,止,8,,齒音第一位,上,止,三
韻鏡（古逸叢書本）,擬,8,,牙音第四位,上,止,三
韻鏡（古逸叢書本）,起,8,,牙音第二位,上,止,三
韻鏡（古逸叢書本）,紀,8,,牙音第一位,上,止,三
韻鏡（古逸叢書本）,伱,8,,舌音第四位,上,止,三
韻鏡（古逸叢書本）,歭,8,,舌音第三位,上,止,三
韻鏡（古逸叢書本）,恥,8,,舌音第二位,上,止,三
韻鏡（古逸叢書本）,徵,8,,舌音第一位,上,止,三
韻鏡（古逸叢書本）,似,8,,齒音第五位,上,止,四
韻鏡（古逸叢書本）,枲,8,,齒音第四位,上,止,四
韻鏡（古逸叢書本）,子,8,,齒音第一位,上,止,四
韻鏡（古逸叢書本）,駛,8,,齒音第四位,去,志,二
韻鏡（古逸叢書本）,事,8,,齒音第三位,去,志,二
韻鏡（古逸叢書本）,廁,8,,齒音第二位,去,志,二
韻鏡（古逸叢書本）,胾,8,,齒音第一位,去,志,二
韻鏡（古逸叢書本）,餌,8,,舌齒音第二位,去,志,三
韻鏡（古逸叢書本）,吏,8,,舌齒音第一位,去,志,三
韻鏡（古逸叢書本）,憙,8,,喉音第二位,去,志,三
韻鏡（古逸叢書本）,意,8,,喉音第一位,去,志,三
韻鏡（古逸叢書本）,侍,8,,齒音第五位,去,志,三
韻鏡（古逸叢書本）,試,8,,齒音第四位,去,志,三
韻鏡（古逸叢書本）,熾,8,,齒音第二位,去,志,三
韻鏡（古逸叢書本）,志,8,,齒音第一位,去,志,三
韻鏡（古逸叢書本）,䰯,8,,牙音第四位,去,志,三
韻鏡（古逸叢書本）,忌,8,,牙音第三位,去,志,三
韻鏡（古逸叢書本）,亟,8,,牙音第二位,去,志,三
韻鏡（古逸叢書本）,記,8,,牙音第一位,去,志,三
韻鏡（古逸叢書本）,值,8,,舌音第三位,去,志,三
韻鏡（古逸叢書本）,眙,8,,舌音第二位,去,志,三
韻鏡（古逸叢書本）,置,8,,舌音第一位,去,志,三
韻鏡（古逸叢書本）,異,8,,喉音第四位,去,志,四
韻鏡（古逸叢書本）,寺,8,,齒音第五位,去,志,四
韻鏡（古逸叢書本）,笥,8,,齒音第四位,去,志,四
韻鏡（古逸叢書本）,字,8,,齒音第三位,去,志,四
韻鏡（古逸叢書本）,蛓,8,,齒音第二位,去,志,四
韻鏡（古逸叢書本）,恣,8,,齒音第一位,去,志,四
韻鏡（古逸叢書本）,希,9,開,喉音第二位,平,微,三
韻鏡（古逸叢書本）,依,9,開,喉音第一位,平,微,三
韻鏡（古逸叢書本）,沂,9,開,牙音第四位,平,微,三
韻鏡（古逸叢書本）,祈,9,開,牙音第三位,平,微,三
韻鏡（古逸叢書本）,機,9,開,牙音第一位,平,微,三
韻鏡（古逸叢書本）,豨,9,開,喉音第二位,上,尾,三
韻鏡（古逸叢書本）,扆,9,開,喉音第一位,上,尾,三
韻鏡（古逸叢書本）,顗,9,開,牙音第四位,上,尾,三
韻鏡（古逸叢書本）,豈,9,開,牙音第二位,上,尾,三
韻鏡（古逸叢書本）,蟣,9,開,牙音第一位,上,尾,三
韻鏡（古逸叢書本）,欷,9,開,喉音第二位,去,未,三
韻鏡（古逸叢書本）,毅,9,開,牙音第四位,去,未,三
韻鏡（古逸叢書本）,䤒,9,開,牙音第三位,去,未,三
韻鏡（古逸叢書本）,氣,9,開,牙音第二位,去,未,三
韻鏡（古逸叢書本）,既,9,開,牙音第一位,去,未,三
韻鏡（古逸叢書本）,刈,9,開,牙音第四位,去,廢,三
韻鏡（古逸叢書本）,計,9,開,牙音第一位,去,廢,三
韻鏡（古逸叢書本）,廢,9,開,脣音第一位,去,廢,三
韻鏡（古逸叢書本）,韋,10,合,喉音第四位,平,微,三
韻鏡（古逸叢書本）,威,10,合,喉音第一位,平,微,三
韻鏡（古逸叢書本）,巍,10,合,牙音第四位,平,微,三
韻鏡（古逸叢書本）,頎,10,合,牙音第三位,平,微,三
韻鏡（古逸叢書本）,蘬,10,合,牙音第二位,平,微,三
韻鏡（古逸叢書本）,歸,10,合,牙音第一位,平,微,三
韻鏡（古逸叢書本）,微,10,合,脣音第四位,平,微,三
韻鏡（古逸叢書本）,肥,10,合,脣音第三位,平,微,三
韻鏡（古逸叢書本）,菲,10,合,脣音第二位,平,微,三
韻鏡（古逸叢書本）,非,10,合,脣音第一位,平,微,三
韻鏡（古逸叢書本）,韙,10,合,喉音第四位,上,尾,三
韻鏡（古逸叢書本）,虺,10,合,喉音第二位,上,尾,三
韻鏡（古逸叢書本）,磈,10,合,喉音第一位,上,尾,三
韻鏡（古逸叢書本）,鬼,10,合,牙音第一位,上,尾,三
韻鏡（古逸叢書本）,尾,10,合,脣音第四位,上,尾,三
韻鏡（古逸叢書本）,膹,10,合,脣音第三位,上,尾,三
韻鏡（古逸叢書本）,斐,10,合,脣音第二位,上,尾,三
韻鏡（古逸叢書本）,匪,10,合,脣音第一位,上,尾,三
韻鏡（古逸叢書本）,胃,10,合,喉音第四位,去,未,三
韻鏡（古逸叢書本）,諱,10,合,喉音第二位,去,未,三
韻鏡（古逸叢書本）,尉,10,合,喉音第一位,去,未,三
韻鏡（古逸叢書本）,魏,10,合,牙音第四位,去,未,三
韻鏡（古逸叢書本）,鞼,10,合,牙音第三位,去,未,三
韻鏡（古逸叢書本）,𥽂,10,合,牙音第二位,去,未,三
韻鏡（古逸叢書本）,貴,10,合,牙音第一位,去,未,三
韻鏡（古逸叢書本）,未,10,合,脣音第四位,去,未,三
韻鏡（古逸叢書本）,痱,10,合,脣音第三位,去,未,三
韻鏡（古逸叢書本）,費,10,合,脣音第二位,去,未,三
韻鏡（古逸叢書本）,沸,10,合,脣音第一位,去,未,三
韻鏡（古逸叢書本）,喙,10,合,喉音第二位,去,廢,三
韻鏡（古逸叢書本）,穢,10,合,喉音第一位,去,廢,三
韻鏡（古逸叢書本）,䂕,10,合,牙音第四位,去,廢,三
韻鏡（古逸叢書本）,𤜂,10,合,牙音第三位,去,廢,三
韻鏡（古逸叢書本）,𥏙,10,合,牙音第二位,去,廢,三
韻鏡（古逸叢書本）,吠,10,合,脣音第三位,去,廢,三
韻鏡（古逸叢書本）,廢,10,合,脣音第一位,去,廢,三
韻鏡（古逸叢書本）,疎,11,,齒音第四位,平,魚,二
