描述,反切,字頭,解釋
邪三鍾平,祥容,訟,爭獄又徐用切
昌三鍾平,尺容,𧘂,當也向也突也說文曰通道也尺容切十一
昌三鍾平,尺容,衝,上同
昌三鍾平,尺容,罿,網也又音童
昌三鍾平,尺容,憧,憧憧往來皃
昌三鍾平,尺容,䡴,陷陣車
昌三鍾平,尺容,艟,艨艟戰船
昌三鍾平,尺容,潼,河潼又音同
昌三鍾平,尺容,褈,褈褣衣也
昌三鍾平,尺容,𠟍,剌也
昌三鍾平,尺容,𠝤,同上
昌三鍾平,尺容,䂌,短矛也
以三鍾平,餘封,容,盛也儀也受也爾雅曰容謂之防郭璞云形如今牀頭小曲屏風唱䠶者所以自防隱司馬法云軍容不入國國容不入軍是也又州名又姓入凱仲容之後禮記有徐大夫容居餘封切三十五
以三鍾平,餘封,溶,水皃又音勇
以三鍾平,餘封,滽,水名出宜蘇山
以三鍾平,餘封,庸,常也用也功也和也次也易也又姓漢有庸光
以三鍾平,餘封,𦤘,古文
以三鍾平,餘封,𧴄,獸似牛領有肉也
以三鍾平,餘封,㺎,
以三鍾平,餘封,𤛑,並上同
以三鍾平,餘封,墉,城也垣也
以三鍾平,餘封,鎔,鎔鑄
以三鍾平,餘封,鏞,大鐘
以三鍾平,餘封,銿,上同說文與鐘同
以三鍾平,餘封,鄘,國名
以三鍾平,餘封,傭,傭賃又丑凶切
以三鍾平,餘封,𪅟,𪅟𪆫鳥名似鴨雞足也
以三鍾平,餘封,㼸,甖也
以三鍾平,餘封,𤮇,同上
以三鍾平,餘封,鱅,魚名又音慵
以三鍾平,餘封,蓉,芙蓉
以三鍾平,餘封,䗤,𧌁䗤色如黃蛇有羽
以三鍾平,餘封,傛,傛華縣也又漢書婦官有傛華
以三鍾平,餘封,褣,𧝎褣
以三鍾平,餘封,搈,不安
以三鍾平,餘封,瑢,瑽瑢佩玉行也
以三鍾平,餘封,䈶,䈶䇯又矢
以三鍾平,餘封,嵱,山名在容州山下有鬼市
以三鍾平,餘封,頌,形頌又似用切
以三鍾平,餘封,㝐,㝐盛也說文云古文容
以三鍾平,餘封,䡆,車行皃
以三鍾平,餘封,㟾,㟾山在建州
以三鍾平,餘封,𨲟,餝𨲟
以三鍾平,餘封,𪃾,𪃾鸀
以三鍾平,餘封,槦,㮧槦木中箭笴
以三鍾平,餘封,㣑,重影一曰形㣑
以三鍾平,餘封,𢧳,𢧳戣兵器
幫三鍾平,府容,封,大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五
幫三鍾平,府容,𡉚,古文
幫三鍾平,府容,犎,野牛
幫三鍾平,府容,葑,菜名詩云采葑采菲
幫三鍾平,府容,崶,山名一名龍門山在封州大魚上化爲龍上不得點額流血水謂丹色也
曉三鍾平,許容,胷,膺也亦作匈𦙄許容切十
曉三鍾平,許容,凶,凶禍
曉三鍾平,許容,𣧑,古文
曉三鍾平,許容,銎,懼也又斤斧柄孔又曲恭切
曉三鍾平,許容,洶,水勢也
曉三鍾平,許容,恟,懼也
曉三鍾平,許容,𧧗,訟也
曉三鍾平,許容,兇,惡也
曉三鍾平,許容,訩,眾語
曉三鍾平,許容,匈,匈奴
疑三鍾平,魚容,顒,仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四
疑三鍾平,魚容,𩤛,上同見廣蒼
疑三鍾平,魚容,鰅,魚名說文曰皮有文出樂浪又音隅
疑三鍾平,魚容,喁,噞喁
影三鍾平,於容,邕,說文曰四方有水自邕成池者是也於容切十六
影三鍾平,於容,雍,和也與邕略同又雍奴縣名在幽州水經云四方有水曰雍不流曰奴亦姓左傳有雍糾又於用切
影三鍾平,於容,噰,鳥聲
影三鍾平,於容,嗈,上同
影三鍾平,於容,郺,郺𨑊多皃
影三鍾平,於容,澭,水名在宋
影三鍾平,於容,灉,上同爾雅曰水自河出爲灉
影三鍾平,於容,癰,癰癤
影三鍾平,於容,罋,汲器
影三鍾平,於容,廱,辟廱天子教宮
影三鍾平,於容,饔,熟食
影三鍾平,於容,壅,塞又音擁
影三鍾平,於容,雝,爾雅曰䳭鴒雝渠
影三鍾平,於容,𪄉,上同
影三鍾平,於容,㻾,玉器
影三鍾平,於容,𧴗,獸似猨也
孃三鍾平,女容,醲,厚酒女容切八
孃三鍾平,女容,𨑊,郺𨑊
孃三鍾平,女容,濃,厚也
孃三鍾平,女容,襛,襛華又衣厚皃又而容切
孃三鍾平,女容,穠,花木厚又而容切
孃三鍾平,女容,檂,木名
孃三鍾平,女容,𪒬,𪒒𪒬
孃三鍾平,女容,𨲳,多也
澄三鍾平,直容,重,複也曡也直容切又直勇直用二切六
澄三鍾平,直容,穜,先種晚熟曰穜
澄三鍾平,直容,緟,說文云增益也
澄三鍾平,直容,褈,複也
澄三鍾平,直容,䳯,䳯𪄹鳥名
澄三鍾平,直容,蝩,蠶晚生者
從三鍾平,疾容,從,就也又姓漢有將軍從公何氏姓苑云今東莞人疾容切又即容七恭秦用三切三
從三鍾平,疾容,从,古文說文曰相聽也
從三鍾平,疾容,𩀰,方言云南楚人謂雞
徹三鍾平,丑凶,蹱,躘蹱丑凶切七
徹三鍾平,丑凶,傭,均也直也又音容
徹三鍾平,丑凶,𦟛,上同
徹三鍾平,丑凶,𨙔,馬不行也
徹三鍾平,丑凶,䝑,土精如㹠在地下也
徹三鍾平,丑凶,𨤩,地名又直容切
徹三鍾平,丑凶,𪒒,深穴中𪒒黑也
並三鍾平,符容,逢,值也迎也符容切八
並三鍾平,符容,縫,紩又音俸
並三鍾平,符容,漨,水名
並三鍾平,符容,䩼,鼓聲
並三鍾平,符容,𥎌,𥎌𥎂矛也
並三鍾平,符容,夆,掣曳也又敷恭切
並三鍾平,符容,𥛝,大黃負山神能動天地氣昔孔甲遇之
並三鍾平,符容,捀,說文曰奉也又符用切
滂三鍾平,敷容,峯,山峯也敷容切十六
滂三鍾平,敷容,鋒,劒刃鋒也
滂三鍾平,敷容,丰,丰茸美好說文本作𡴀草盛𡴀也從生上下達也
滂三鍾平,敷容,𡴀,上同
滂三鍾平,敷容,𢓱,使也
滂三鍾平,敷容,妦,好也
滂三鍾平,敷容,蠭,說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後
滂三鍾平,敷容,蜂,上同
滂三鍾平,敷容,𧒒,古文
滂三鍾平,敷容,蘴,菜名又音豐
滂三鍾平,敷容,桻,木上
滂三鍾平,敷容,㷭,㷭火夜曰㷭晝曰燧
滂三鍾平,敷容,烽,上同
滂三鍾平,敷容,莑,草牙始生出音譜
滂三鍾平,敷容,仹,仙人
滂三鍾平,敷容,㸼,㸼牛
精三鍾平,即容,縱,縱橫也即容切又子用切九
精三鍾平,即容,𣯨,毾㲪也
精三鍾平,即容,蹤,蹤跡
精三鍾平,即容,䡮,車跡
精三鍾平,即容,樅,木名又七恭切
精三鍾平,即容,磫,磫𥗫礪石
精三鍾平,即容,豵,豕生三子
精三鍾平,即容,熧,火行穴中
精三鍾平,即容,𧺣,急行也又此從切
日三鍾平,而容,茸,草生皃而容切十
日三鍾平,而容,䩸,毳飾
日三鍾平,而容,𩮙,髮多亂皃
日三鍾平,而容,䇯,竹頭有文
日三鍾平,而容,襛,華皃又厚衣皃又女容切
日三鍾平,而容,穠,花木厚也又女容切
日三鍾平,而容,搑,擣也
日三鍾平,而容,𥎂,𥍮𥎂矛也
日三鍾平,而容,榵,木名似檀
日三鍾平,而容,穁,禾梋
羣三鍾平,渠容,蛩,蛩蛩巨虛獸也說文云一曰秦謂蟬蛻曰蛩渠容切十六
羣三鍾平,渠容,邛,勞也病也又臨邛縣亦邛僰又姓列仙傳有周封史邛疏
羣三鍾平,渠容,舼,舼船
羣三鍾平,渠容,𦨰,上同
羣三鍾平,渠容,筇,竹名可爲杖張鶱至大宛得之
羣三鍾平,渠容,輁,輁軸所以支棺也又音拱
羣三鍾平,渠容,𦭭,蓂莢實也
羣三鍾平,渠容,𥳎,𥳎籠
羣三鍾平,渠容,䂬,水㠀石也又居勇切
羣三鍾平,渠容,蛬,蟋蟀又音拱
羣三鍾平,渠容,𠌖,𠌖倯可憎之皃
羣三鍾平,渠容,𩬰,𩬰鬆髮亂也
羣三鍾平,渠容,桏,柜柳
羣三鍾平,渠容,䅃,稰也又巨壠切
羣三鍾平,渠容,𤤶,𤤶佩
羣三鍾平,渠容,𩢽,獸如馬而青一走千里也
常三鍾平,蜀庸,鱅,魚名似牛音如豕蜀庸切又音庸三
常三鍾平,蜀庸,慵,嬾也
常三鍾平,蜀庸,𩌨,通俗文云牽乾也
見三鍾平,九容,恭,恭敬也說文本作𢙄肅也又姓晉太子申生號恭君其後氏焉出國語九容切陸以恭蜙樅等入冬韻非也十
見三鍾平,九容,龔,姓也漢有龔遂
見三鍾平,九容,供,奉也具也設也給也進也又居用切
見三鍾平,九容,珙,璧也又音拱
見三鍾平,九容,䢼,邑名出異苑又亭名出晉書
見三鍾平,九容,共,共城縣在衛州又渠用切
見三鍾平,九容,𤱨,㽤也
見三鍾平,九容,廾,竦手也說文本居竦切
見三鍾平,九容,髸,髸䯳
見三鍾平,九容,䳍,鳥似雉鳴自呼
心三鍾平,息恭,蜙,蜙蝑蟲名息恭切六
心三鍾平,息恭,淞,水名在吳又音松
心三鍾平,息恭,凇,凍落之皃
心三鍾平,息恭,鬆,髮亂皃亦作䯳
心三鍾平,息恭,倯,倯恭怯皃
心三鍾平,息恭,𢔋,小行恐皃
清三鍾平,七恭,樅,木名松葉栢身七恭切又音蹤十二
清三鍾平,七恭,鏦,短矛又音窻
清三鍾平,七恭,從,從容又疾容秦用二切
清三鍾平,七恭,暰,光也張景陽七命云怒目電暰是也
清三鍾平,七恭,䗥,螉䗥小蜂生牛馬皮中也
清三鍾平,七恭,瑽,瑽瑢佩玉行皃
清三鍾平,七恭,摐,打也又音窻
清三鍾平,七恭,䐫,肥病
清三鍾平,七恭,𥡬,治禾𥡬移
清三鍾平,七恭,𧺣,急行也又音蹤
清三鍾平,七恭,鬆,髮亂又息恭切
清三鍾平,七恭,𨑪,𨑪遷
溪三鍾平,曲恭,銎,斤斧受柄處也曲恭切又許容切二
溪三鍾平,曲恭,𥳎,𥳎籠
見二江平,古雙,江,江海書有九江尋陽記云烏江蚌江烏白江嘉靡江畎江沔江𥐙江提江菌江亦姓出陳留本顓頊玄孫伯益之後爵封於江陵爲楚所滅後以國爲氏古雙切十一
見二江平,古雙,扛,舉鼎說文云扛橫關對舉也秦武王與孟說扛龍文之鼎脫臏而死
見二江平,古雙,杠,旌旗飾一曰牀前橫木
見二江平,古雙,茳,茳蘺香草
見二江平,古雙,釭,燈又音工
見二江平,古雙,矼,石矼石橋也爾雅曰石杠謂之徛字俗從石
見二江平,古雙,豇,豇豆蔓生白色
見二江平,古雙,肛,胮肛脹大又許江切
見二江平,古雙,玒,玉名又音工
見二江平,古雙,𧢸,舉角
見二江平,古雙,䜫,䜫谷在南郡
明二江平,莫江,厖,厚也大也莫江切十四
明二江平,莫江,駹,黑馬白面
明二江平,莫江,狵,犬多毛亦作尨
明二江平,莫江,尨,上同
明二江平,莫江,浝,水名
明二江平,莫江,哤,語雜亂曰哤
明二江平,莫江,牻,牛白黑雜
明二江平,莫江,娏,女神名
明二江平,莫江,䵨,陰私事也
明二江平,莫江,㟌,五帋山名在蜀
明二江平,莫江,蛖,蛖螻螻蛄類
明二江平,莫江,𥆙,目不明
明二江平,莫江,痝,病困
明二江平,莫江,𠈵,不媚
孃二江平,女江,𦗳,耳中聲也女江切八
孃二江平,女江,𣰊,髮多
孃二江平,女江,涳,姓出纂文又音羫
孃二江平,女江,噥,噥嗔語出字林
孃二江平,女江,𩟊,強食
孃二江平,女江,鬞,亂髮
孃二江平,女江,䁸,目不明
孃二江平,女江,𪆯,鴻𪆯
初二江平,楚江,囪,說文曰在牆曰牖在屋曰囪楚江切九
初二江平,楚江,窻,說文作窗通孔也釋名曰窻聰也於內見外之聰明也
初二江平,楚江,牕,上同
初二江平,楚江,窓,俗
初二江平,楚江,䎫,種也
初二江平,楚江,堫,上同
初二江平,楚江,摐,打鐘鼓也
初二江平,楚江,鏦,短矛也
初二江平,楚江,𥎋,上同
幫二江平,博江,邦,國也又姓出何氏姓苑博江切四
幫二江平,博江,𤰫,古文
幫二江平,博江,梆,木名
幫二江平,博江,垹,土精如手在地中食之無病
匣二江平,下江,栙,降䉶帆未張下江切八
匣二江平,下江,䜶,䜶䝄胡豆
匣二江平,下江,降,降伏又古巷切
匣二江平,下江,缸,甖缸
匣二江平,下江,瓨,上同
匣二江平,下江,洚,說文曰水不遵道一曰下也又古巷切
匣二江平,下江,夅,服也
匣二江平,下江,跭,跭𨇯豎立也
滂二江平,匹江,胮,胮脹匹江切又音龐五
滂二江平,匹江,𤵸,上同
滂二江平,匹江,𩐨,鼓聲
滂二江平,匹江,𪔔,上同
滂二江平,匹江,𪐿,黑皃
來二江平,呂江,瀧,南人名湍亦州在嶺南呂江切又音雙二
來二江平,呂江,䮾,充塞之皃
生二江平,所江,雙,偶也兩隻也又姓出姓苑後魏有將軍雙仕洛所江切七
生二江平,所江,艭,舽艭船名
生二江平,所江,䉶,帆也
生二江平,所江,𢥠,懼也左傳云駟氏𢥠
生二江平,所江,䝄,豆也
生二江平,所江,瀧,水名在郴州界
生二江平,所江,𨇯,跭𨇯立也
並二江平,薄江,龐,姓也出南安南陽二望本周文王子畢公高後封於龐因氏焉魏有龐涓薄江切五
並二江平,薄江,逄,姓也出北海左傳齊有逄丑父
並二江平,薄江,胮,胮肛脹大皃
並二江平,薄江,𩐨,鼓聲
並二江平,薄江,舽,舽舡船名
曉二江平,許江,肛,許江切四
曉二江平,許江,啌,啌瞋語出聲譜
曉二江平,許江,谾,空谷皃
曉二江平,許江,舡,舽舡船皃名
影二江平,握江,胦,胦肛不伏人握江切一
溪二江平,苦江,腔,羊腔也苦江切十二
溪二江平,苦江,𤟄,上同
溪二江平,苦江,羫,古文
溪二江平,苦江,控,打也又苦貢切
溪二江平,苦江,椌,椌楬
溪二江平,苦江,悾,信也愨也又音空
溪二江平,苦江,跫,蹋地聲
溪二江平,苦江,涳,直流
溪二江平,苦江,崆,崆㟅山皃又音空
溪二江平,苦江,𩩝,𩪘𩩝尻骨
溪二江平,苦江,㾤,喉中病
溪二江平,苦江,㼹,㼹甎𤮇也
澄二江平,宅江,幢,旛幢釋名曰幢幢也其皃幢幢然也宅江切六
澄二江平,宅江,撞,撞突也學記曰善待問者如撞鐘撞擊也
澄二江平,宅江,橦,木名又音鍾童
澄二江平,宅江,𣃘,旌旗杠皃出說文又丑善切
澄二江平,宅江,噇,喫皃
澄二江平,宅江,𩪘,𩪘𩩝尻骨
徹二江平,丑江,憃,愚也丑江切又丑龍切又抽用切五
徹二江平,丑江,䚎,視不明也一曰直視又丑巷切
徹二江平,丑江,𥡟,黍𥡟不實也
徹二江平,丑江,䄝,祠不敬也
徹二江平,丑江,𧜧,短敝衣也
知二江平,都江,樁,橛也都江切二
知二江平,都江,𣻛,深水立𣻛
疑二江平,五江,㟅,五江切一
崇二江平,士江,淙,水流皃士江切又才宗切四
崇二江平,士江,鬃,髻高皃
崇二江平,士江,㼻,甖也出方言
崇二江平,士江,𩞐,饞𩞐愛食
章開三支平,章移,支,支度也支持也亦姓何氏姓苑云琅邪人後趙錄有司空支雄又漢複姓莊子有支離益善屠龍章移切二十九
章開三支平,章移,𥾣,縴𥾣挽船繩也
章開三支平,章移,只,專辝又之爾切
章開三支平,章移,汥,水都名
章開三支平,章移,㲍,㲔㲍者輕毛皃
章開三支平,章移,巵,酒器
章開三支平,章移,梔,梔子木實可染黃
章開三支平,章移,枝,枝柯又漢複姓左傳楚大夫枝如子弓
章開三支平,章移,衹,適也又巨支切
章開三支平,章移,㽻,疾也
章開三支平,章移,衼,衹衼尼法衣也衹音歧
章開三支平,章移,肢,肢體
章開三支平,章移,胑,
章開三支平,章移,𨈛,並上同
章開三支平,章移,禔,福也又是支切
章開三支平,章移,馶,馬強
章開三支平,章移,氏,月氏國名又閼氏匈奴皇后也又精是二音
章開三支平,章移,疻,毁傷
章開三支平,章移,㩼,多也又音寘
章開三支平,章移,鳷,鳥名漢武帝造鳷鵲觀在雲陽甘泉宮外
章開三支平,章移,䧴,上同
章開三支平,章移,觶,本音寘今作奉觶字
章開三支平,章移,榰,爾雅曰榰柱也謂相榰柱也
章開三支平,章移,㯄,玉篇云木盛
章開三支平,章移,𪂅,土精如鴈一足黃色毁之殺人
章開三支平,章移,𧌔,蟲名似蜥蜴能吞人
章開三支平,章移,眵,目汁凝尺支切
章開三支平,章移,䡋,䡋軝長轂
章開三支平,章移,𩍲,皮鞁
以開三支平,弋支,移,遷也遺也延也徙也易也說文曰禾相倚移也又官曹公府不相臨敬則爲移書箋表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二
以開三支平,弋支,䄬,上同
以開三支平,弋支,迻,說文遷也
以開三支平,弋支,𠩗,說文歠也
以開三支平,弋支,杝,木名
以開三支平,弋支,鉹,方言云涼州呼甑又音侈
以開三支平,弋支,袲,宋地名又音侈
以開三支平,弋支,箷,衣架
以開三支平,弋支,𥠥,上同又榻前几
以開三支平,弋支,㥴,忯㥴不憂事
以開三支平,弋支,詑,詑詑自得皃又淺意也
以開三支平,弋支,簃,樓閣邊小屋又音池
以開三支平,弋支,䔟,萎䔟草
以開三支平,弋支,熪,燫熪火不絕皃
以開三支平,弋支,扅,扊扅戶扃
以開三支平,弋支,衪,衣袖
以開三支平,弋支,暆,東暆縣在樂浪
以開三支平,弋支,迆,逶迆又移爾切
以開三支平,弋支,𤝻,獸名似犬尾白目喙赤出則大兵
以開三支平,弋支,栘,扶栘木名又成兮切
以開三支平,弋支,歋,歋𢋅手相弄人亦作擨又以遮切
以開三支平,弋支,酏,酒也又羊氏切
以開三支平,弋支,匜,杯匜似桸可以注水又羊氏切
以開三支平,弋支,拸,加也
以開三支平,弋支,謻,埤蒼云冰室門名
以開三支平,弋支,𠗺,上同
以開三支平,弋支,蛇,蜲蛇莊子所謂紫衣而朱冠又蛇丘縣名又神遮切
以開三支平,弋支,虵,俗
以開三支平,弋支,螔,爾雅曰蚹蠃螔蝓注謂即蝸牛也
以開三支平,弋支,𠐀,𠐀𢋅
以開三支平,弋支,𣣢,笑𣣢
以開三支平,弋支,䬁,小旋風咸陽有之小䬁於地也
云合三支平,薳支,爲,爾雅曰作造爲也說文曰母猴也又姓風俗通云漢有南郡太守爲昆薳支切又王僞切六
云合三支平,薳支,為,俗
云合三支平,薳支,潙,水名在新陽
云合三支平,薳支,䧦,阪名在鄭又王詭切
云合三支平,薳支,鄬,地名
云合三支平,薳支,𩻟,大魚又許爲切
見合三B支平,居爲,嬀,水名亦州春秋時屬燕秦爲上谷郡漢爲潘縣武德初置北燕州貞觀改爲嬀州因木爲名又姓文士傳有嬀覽居爲切二
見合三B支平,居爲,潙,水名又音爲
曉合三B支平,許爲,𪎮,說文曰旌旗所以指𪎮也亦作麾許爲切六
曉合三B支平,許爲,麾,上同
曉合三B支平,許爲,噅,口不言正
曉合三B支平,許爲,撝,說文曰裂也易曰撝謙注謂指撝皆謙也
曉合三B支平,許爲,𩻟,大魚又音爲
曉合三B支平,許爲,䧦,鄭地
影合三B支平,於爲,逶,逶迆於爲切十一
影合三B支平,於爲,𣨙,枯死
影合三B支平,於爲,萎,蔫也
影合三B支平,於爲,㮃,田器
影合三B支平,於爲,覣,好視
影合三B支平,於爲,蜲,蜲蛇
影合三B支平,於爲,痿,痹濕病也
影合三B支平,於爲,倭,順皃
影合三B支平,於爲,委,委委佗佗美也
影合三B支平,於爲,䴧,鹿肉
影合三B支平,於爲,蟡,涸水精一身兩頭似蛇以名呼之可取魚鼈
明三B支平,靡爲,糜,糜粥靡爲切九
明三B支平,靡爲,縻,繫也又縻爵易作靡
明三B支平,靡爲,㸏,㸏爛
明三B支平,靡爲,𪎕,散也
明三B支平,靡爲,蘼,薔蘼虋冬也又世彼切
