描述,反切,字頭,解釋
匣合二刪入,下刮,敌,盡皃
匣合二刪入,下刮,舌,塞口說文作𠯑話栝之類从此
匣合二刪入,下刮,姡,面醜
匣合二刪入,下刮,咶,息也
徹合二刪入,丑刮,䫄,䫄頢強可皃丑刮切二
徹合二刪入,丑刮,𤁫,𤁪𤁫
知合二刪入,丁刮,鵽,爾雅曰鵽鳩寇雉郭璞云鵽大如鴿似雌雉鼠腳無後指歧尾爲鳥憨急羣飛出北方沙漠地丁刮切又丁括切三
知合二刪入,丁刮,窡,穴中出皃
知合二刪入,丁刮,錣,策端有鐵
生合二刪入,數刮,刷,刷拭也數刮切又所劣切一
疑合二刪入,五刮,刖,去足亦槷刖危之皃五刮切又音月四
疑合二刪入,五刮,䎳,說文曰墮耳也
疑合二刪入,五刮,㱚,獸食殘皃
疑合二刪入,五刮,䚴,訶也
初合二刪入,初刮,䵵,黑也初刮切二
初合二刪入,初刮,㔍,斷也又叉芮切
明二刪入,莫鎋,礣,礣砎莫鎋切四
明二刪入,莫鎋,帓,帓帶
明二刪入,莫鎋,帕,帕額首飾
明二刪入,莫鎋,㩢,打㩢
孃合二刪入,女刮,妠,婠妠小兒肥皃女刮切三
孃合二刪入,女刮,𤬷,𤭧也亦作𤬼
孃合二刪入,女刮,袦,下人帶襦名
幫二刪入,百鎋,捌,方言云無齒杷百鎋切二
幫二刪入,百鎋,㭭,木名
見開二刪入,古鎋,𪈟,𪃈𪈟鳥名似鳧古鎋切四
見開二刪入,古鎋,擖,刮聲也又揵也架也折也
見開二刪入,古鎋,𩮁,禿皃
見開二刪入,古鎋,猰,雜犬
崇開二刪入,查鎋,𨰉,秦人云切草查鎋切三
崇開二刪入,查鎋,耫,農具也
崇開二刪入,查鎋,㳐,㳐㳐水流也
知開二刪入,陟鎋,哳,嘲哳鳥鳴也陟鎋切四
知開二刪入,陟鎋,𢧖,𢧖好出證俗文
知開二刪入,陟鎋,𧶇,𧶇貨也
知開二刪入,陟鎋,眣,目露皃出聲類
日開二刪入,而轄,𩭿,細毛也而轄切一
心開四先入,先結,屑,動作屑屑又清也敬也顧也勞也說文作㞕先結切十一二
心開四先入,先結,楔,木楔
心開四先入,先結,揳,㩢揳不方正也
心開四先入,先結,𨆳,蹩𨇨旋行
心開四先入,先結,榍,木名說文限也
心開四先入,先結,糏,米麥破也
心開四先入,先結,僁,動草聲又云鷙鳥之聲又僁僁呻吟也亦作𠋱
心開四先入,先結,偰,㒝偰淨也
心開四先入,先結,㴽,瀎㴽水皃
心開四先入,先結,𦵱,草名
心開四先入,先結,𦞚,臆中脂
心開四先入,先結,㨝,揲㨝
清開四先入,千結,切,割也刻也近也迫也義也說文折也千結切八
清開四先入,千結,㗫,小語
清開四先入,千結,𪙌,𪙌齒也
清開四先入,千結,竊,盜也又淺也
清開四先入,千結,柣,爾雅曰柣謂之閾又音秩
清開四先入,千結,沏,水聲
清開四先入,千結,䟙,䟙跌
清開四先入,千結,詧,說文曰言微親詧也又音察
見開四先入,古屑,結,締也古屑切十五
見開四先入,古屑,絜,說文曰麻一耑也
見開四先入,古屑,潔,清也經典用絜
見開四先入,古屑,䥛,鎌別名也
見開四先入,古屑,鍥,上同
見開四先入,古屑,桔,桔梗
見開四先入,古屑,𣚃,𣚃槔汲水具也
見開四先入,古屑,𧾯,走皃
見開四先入,古屑,𪃈,𪃈𪈟鳥名𪈟古轄切
見開四先入,古屑,袺,詩傳云執衽曰袺
見開四先入,古屑,拮,手口共有所作詩曰予手拮据
見開四先入,古屑,狤,狤𤟎獸名
見開四先入,古屑,魝,割治魚也
見開四先入,古屑,𡔢,頭傾皃
見開四先入,古屑,𧍩,蠸𧍩蟲名
精開四先入,子結,節,操也制也止也驗也說文曰竹約也子結切十三
精開四先入,子結,𢎛,說文曰瑞信也凡從𢎛今作卪
精開四先入,子結,癤,瘡癤
精開四先入,子結,蝍,蝍蛆蜈蚣又音即
精開四先入,子結,楶,屋梁上木
精開四先入,子結,㵶,小灑
精開四先入,子結,㸅,燭餘
精開四先入,子結,𡴺,高山皃
精開四先入,子結,䰏,說文曰束髮少小也
精開四先入,子結,䲙,魚名
精開四先入,子結,幯,幯拭
精開四先入,子結,𠬝,說文治也本房六切
精開四先入,子結,𧞛,小衣
曉合四先入,呼決,血,釋名曰血濊也出於肉流而濊濊也呼決切十二
曉合四先入,呼決,𥅧,𥉺𥅧惡皃
曉合四先入,呼決,䆷,穿皃
曉合四先入,呼決,䆝,上同
曉合四先入,呼決,䦑,𨴒䦑無門戶也
曉合四先入,呼決,泬,泬寥空皃
曉合四先入,呼決,疦,瘡裏空也又音玦
曉合四先入,呼決,瞲,驚視皃
曉合四先入,呼決,決,莊子云決起而搶榆枋決小飛皃
曉合四先入,呼決,䛎,怒呵
曉合四先入,呼決,䒸,草皃
曉合四先入,呼決,坹,穴也
溪合四先入,苦穴,闋,終也苦穴切四
溪合四先入,苦穴,湀,爾雅云湀闢流川又揆奎二音
溪合四先入,苦穴,缺,器破
溪合四先入,苦穴,𨴒,𨴒䦑無門戶也
見合四先入,古穴,玦,珮如環而有缺逐臣賜玦義取與之訣別也古穴切二十六
見合四先入,古穴,潏,泉出皃又水名在京兆又音聿
見合四先入,古穴,䀗,目患
見合四先入,古穴,譎,譎詐
見合四先入,古穴,訣,訣別
見合四先入,古穴,𧤾,環有舌也
見合四先入,古穴,觼,上同出說文
見合四先入,古穴,鐍,亦同又扃鐍出莊子
見合四先入,古穴,駃,駃騠良馬生七日超母也
見合四先入,古穴,𦯊,𦯊明菜花黃
見合四先入,古穴,芵,上同
見合四先入,古穴,赽,馬疾行也
見合四先入,古穴,鴂,鶗鴂鳥名關西曰巧婦關東曰鸋鴂春分鳴則眾芳生秋分鳴則眾芳歇
見合四先入,古穴,鈌,剌也又乙穴切
見合四先入,古穴,𣬎,獸名似狸
見合四先入,古穴,決,流行也廬江有決水出大別山人斷也破也俗作决
見合四先入,古穴,觖,觖望怨望也又羌瑞切
見合四先入,古穴,騤,爾雅馬回毛在背曰騤𩧉𩧉音光亦作闋廣
見合四先入,古穴,㭈,椀也又小盂也
見合四先入,古穴,疦,說文𤺉也
見合四先入,古穴,趹,足疾
見合四先入,古穴,憰,憰妄語也
見合四先入,古穴,𧝃,衣袖
見合四先入,古穴,䏐,孔䏐
見合四先入,古穴,抉,縱弦彄也
匣合四先入,胡決,穴,窟也舟穴山名鳳皇所出胡決切四
匣合四先入,胡決,坹,空深皃
匣合四先入,胡決,䋉,說文縷一枚也
匣合四先入,胡決,袕,鬼衣又長衣也
影合四先入,於決,抉,抉出於決切六
影合四先入,於決,䆕,穿皃
影合四先入,於決,妜,娟也
影合四先入,於決,焆,火光也
影合四先入,於決,𥈾,目深皃
影合四先入,於決,䆢,說文曰深抉也
定開四先入,徒結,姪,姪娣公羊傳云兄之子徒結切三十五
定開四先入,徒結,眣,目出
定開四先入,徒結,昳,日昊
定開四先入,徒結,胅,骨胅
定開四先入,徒結,凸,高起
定開四先入,徒結,垤,蟻封又曰冢前闕也
定開四先入,徒結,耋,老也八十爲耋亦作耋
定開四先入,徒結,迭,遞也更也道也
定開四先入,徒結,跌,跌踼又差跌也
定開四先入,徒結,絰,縗絰
定開四先入,徒結,驖,馬赤黑也
定開四先入,徒結,嵽,嵽嵲高山
定開四先入,徒結,軼,車相過又音逸
定開四先入,徒結,䭿,馬行疾也
定開四先入,徒結,𨳺,䦖𨳺鄭城門也左傳作桔柣
定開四先入,徒結,瓞,爪瓞
定開四先入,徒結,咥,笑也又齧也易云履虎尾不咥人亨又火至丑栗二切
定開四先入,徒結,墆,貯也止也
定開四先入,徒結,戜,利也又國名在三苗國東出山海經
定開四先入,徒結,苵,爾雅曰蕛苵郭璞云蕛似稗布地生穢草
定開四先入,徒結,镻,爾雅镻蝁注云蝮屬大眼最有毒今淮南人呼蝁子
定開四先入,徒結,䳀,爾雅云鴩餔叔
定開四先入,徒結,荎,刺榆又音治
定開四先入,徒結,𪗻,齧堅聲又竹一切
定開四先入,徒結,𢲼,擿也
定開四先入,徒結,恎,惡性
定開四先入,徒結,詄,忘念
定開四先入,徒結,摕,捎取
定開四先入,徒結,𪀒,鳥名
定開四先入,徒結,𠽧,齧堅
定開四先入,徒結,𡼄,𡼄𡸢山兒
定開四先入,徒結,泆,泆蕩
定開四先入,徒結,𥑇,砲𥑇
定開四先入,徒結,趃,大走
定開四先入,徒結,㦅,㦅㦅不自安也
透開四先入,他結,鐵,說文云黑金也神異經云南方有獸名曰齧鐵大如水牛色如漆食鐵飲水其糞可作兵器其利如鋼也又虜複姓赫連勃勃改其支庶爲鐵伐氏云庶朕宗族子孫剛銳如鐵皆堪伐人也又作鐵俗作䥫他結切八
透開四先入,他結,銕,古文
透開四先入,他結,僣,僣侻狡猾
透開四先入,他結,餮,貪食說文作飻貪也
透開四先入,他結,飻,上同
透開四先入,他結,蛈,爾雅曰王蛈蝪郭璞云即螲蟷似鼅鼄在穴中有蓋今河北人呼蛈蝪
透開四先入,他結,𢶋,捅𢶋皃出字林
透開四先入,他結,驖,馬赤黑也
匣開四先入,胡結,纈,綵纈胡結切二十一
匣開四先入,胡結,䦖,䦖𨳺義見𨳺字
匣開四先入,胡結,擷,捋取又虎結切
匣開四先入,胡結,𢴲,縛也
匣開四先入,胡結,頡,頡頏詩傳云飛而上曰頡飛而下曰頏說文曰頡直項也又姓風俗通有頡衛古之賢者
匣開四先入,胡結,頁,頭也
匣開四先入,胡結,齕,齧也又乎沒切
匣開四先入,胡結,紇,絲下也又乎沒切
匣開四先入,胡結,襭,以衣衽盛物也
匣開四先入,胡結,絜,爾雅河名即九河之一也又古節切
匣開四先入,胡結,𥊯,䁾𥊯目赤
匣開四先入,胡結,𧀺,蘢𧀺草也
匣開四先入,胡結,𪕯,鼠名又胡狄切
匣開四先入,胡結,翓,翓𦐄飛上下
匣開四先入,胡結,䐼,膜䐼
匣開四先入,胡結,㹂,牛很又口殄切
匣開四先入,胡結,奊,頭邪
匣開四先入,胡結,籺,屑米
匣開四先入,胡結,𨵪,門聲
匣開四先入,胡結,𥢹,麥𥢹不破
匣開四先入,胡結,覈,邀覈
泥開四先入,奴結,涅,水名出東郡又水中黑土奴結切十二
泥開四先入,奴結,捏,捏捺
泥開四先入,奴結,𦯖,菜似蒜生水邊
泥開四先入,奴結,㘿,塞也
泥開四先入,奴結,圼,上同
泥開四先入,奴結,篞,爾雅云大管曰簥其中曰篞小者曰篎
泥開四先入,奴結,苶,苶然疲役又乃叶切
泥開四先入,奴結,𥔄,礬石別名
泥開四先入,奴結,𤶚,疾病
泥開四先入,奴結,㖏,㖏呵
泥開四先入,奴結,𦛠,腫也
泥開四先入,奴結,菍,草也
從開四先入,昨結,截,廣雅云盛也斷也或作截餘倣此昨結切七
從開四先入,昨結,䟌,傍出前也
從開四先入,昨結,𡴺,山峯又子結切
從開四先入,昨結,嶻,嶻嶭山名又藏曷切
從開四先入,昨結,蠞,蠞似蟹生海中
從開四先入,昨結,䕙,草䕙
從開四先入,昨結,𩟙,食
疑開四先入,五結,齧,噬也亦姓莊子有齧缺五結切十三
疑開四先入,五結,霓,虹又音倪
疑開四先入,五結,蜺,寒蜩又音倪
疑開四先入,五結,嵲,螮嵲
疑開四先入,五結,槷,危槷
疑開四先入,五結,臬,禮注云門橜也爾雅云在牆者曰楎在地者曰臬
疑開四先入,五結,嶭,嶻嶭又五割切
疑開四先入,五結,臲,臲卼不安書作杌陧
疑開四先入,五結,陧,見上注
疑開四先入,五結,䘽,裗䘽
疑開四先入,五結,𡴎,山高皃說文作𡴎本音孼
疑開四先入,五結,闑,門閫中也
疑開四先入,五結,𡿖,屼𡿖山皃
明四先入,莫結,蔑,無也說文曰勞目無精也从苜戍人勞則蔑然也苜音末莫結切二十三
明四先入,莫結,懱,輕懱
明四先入,莫結,𧂝,目赤說文云目眵也俗作䁾
明四先入,莫結,㩢,㩢揳不方正也
明四先入,莫結,蠛,蠛蠓
明四先入,莫結,篾,竹皮
明四先入,莫結,幭,帊幞
明四先入,莫結,鱴,𩶽鱴魛今鮆魚也
明四先入,莫結,𥾝,細也出蒼頡篇
明四先入,莫結,衊,汙血也出說文
明四先入,莫結,䩏,䩏尐小也尐即列切
明四先入,莫結,㒝,㒝僣多詐
明四先入,莫結,𥉓,汙面
明四先入,莫結,𤊾,火不明皃
明四先入,莫結,覕,不相見皃
明四先入,莫結,𪇴,工雀
明四先入,莫結,𥣫,莊子謂之禾也
明四先入,莫結,鴓,繼英鳥名
明四先入,莫結,瀎,瀎㳚
明四先入,莫結,𥸴,糏𥸴也
明四先入,莫結,𥌨,𥌨頡
明四先入,莫結,粖,糜也又亡達切
明四先入,莫結,𩱷,上同
幫四先入,方結,㢼,弓戾或作𢏨方結切九
幫四先入,方結,䋢,輓又普蔑切
幫四先入,方結,閉,闔也塞也俗作𨳲又博計切
幫四先入,方結,𩋇,刀飾名
幫四先入,方結,𡘴,大也
幫四先入,方結,䌘,繩編劒帶
幫四先入,方結,㭭,㭭柲也
幫四先入,方結,䘷,䘷袖褾袂也
幫四先入,方結,㔡,大力之皃
影開四先入,烏結,噎,食塞又作咽烏結切六
影開四先入,烏結,䊦,糉屬
影開四先入,烏結,㝣,靜也又音翳
影開四先入,烏結,蠮,蠮螉
影開四先入,烏結,𤝱,獸名似牛白首四角出山海經
影開四先入,烏結,咽,哽咽
溪開四先入,苦結,猰,猰犺不仁苦結切九
溪開四先入,苦結,䫔,𩓝䫔短皃
溪開四先入,苦結,挈,提挈又持也
溪開四先入,苦結,㼤,㼤瓶受一升也
溪開四先入,苦結,𡔢,𥸸𡔢多節目也𥸸練結切
溪開四先入,苦結,契,契闊又苦計切
溪開四先入,苦結,栔,爾雅云栔滅殄絕也
溪開四先入,苦結,鍥,刻也又斷絕也又古屑切
溪開四先入,苦結,蛪,蛪蠅蟲又蛪蚼似蟬而小
曉開四先入,虎結,㚛,肥壯虎結切六
曉開四先入,虎結,䩤,急繫
曉開四先入,虎結,擷,又胡結切
曉開四先入,虎結,𢴲,𢴲束又下結切
曉開四先入,虎結,褉,褉襦
曉開四先入,虎結,䙽,見也
滂四先入,普蔑,撆,小擊又略也引也亦作撇普蔑切十
滂四先入,普蔑,丿,右戾
滂四先入,普蔑,𢠳,𢠳然瞋也
滂四先入,普蔑,瞥,暫見亦作𧢍又芳滅切
滂四先入,普蔑,䭱,小香也
滂四先入,普蔑,䋢,韻略云馭右迴又方結切
滂四先入,普蔑,嫳,輕薄之皃
滂四先入,普蔑,䫾,䫾小風皃
滂四先入,普蔑,鐅,江南呼鍫刃
滂四先入,普蔑,暼,暼日落勢也
並四先入,蒲結,蹩,蹩𨇨旋行皃一曰跛也蒲結切十四
並四先入,蒲結,𢱧,反手擊也
並四先入,蒲結,𩓝,𩓝䫔
並四先入,蒲結,癟,戾癟不正
並四先入,蒲結,䭱,香也又音瞥
並四先入,蒲結,咇,咇語也又口香
並四先入,蒲結,苾,菜名說文曰馨香也又頻必切
並四先入,蒲結,馝,香也
並四先入,蒲結,䏟,䏟㚛肥也
並四先入,蒲結,飶,食香
並四先入,蒲結,蛂,蛂蟥蛢甲蟲也
並四先入,蒲結,柲,支柲
並四先入,蒲結,𢛎,醜氣
並四先入,蒲結,襒,襒衣亦作𧝬
端開四先入,丁結,窒,塞也丁結切又陟栗切七
端開四先入,丁結,𥉺,𥉺𥅧
端開四先入,丁結,蛭,水蛭又音質
端開四先入,丁結,㗧,㗧咄
端開四先入,丁結,咥,蛇咥氏蕃姓
端開四先入,丁結,𨴗,門閉
端開四先入,丁結,𡇓,下入
來開四先入,練結,𥸸,𥸸𡔢多節目也練結切七
來開四先入,練結,戾,罪也曲也戾至盭並又力計切
來開四先入,練結,捩,拗捩出玉篇
來開四先入,練結,綟,麻綟
來開四先入,練結,唳,嘍唳鳥聲
來開四先入,練結,盭,綬色也
來開四先入,練結,夨,左曰夨也
心開三仙入,私列,薛,國名亦姓出河東新蔡沛國高平四望本自黃帝任姓之後裔孫奚仲居薛歷夏殷周六十四代爲諸侯周末爲楚所滅後遂氏焉說文作辥艸也私列切十九
心開三仙入,私列,𨫔,田器
心開三仙入,私列,紲,繫也左傳曰臣負羇紲杜預云紲馬韁也亦作絏俗作靾
心開三仙入,私列,緤,上同
心開三仙入,私列,褻,衷衣
心開三仙入,私列,辥,說文辠也凡從辥者經典通作薛
心開三仙入,私列,泄,漏泄也歇也亦作洩又姓左傳鄭大夫洩駕又餘制切
心開三仙入,私列,渫,治井亦除去又姓渫子古賢者出韓子
心開三仙入,私列,禼,字林云蟲名也又殷祖也或作偰又作契
心開三仙入,私列,𥝁,古文
心開三仙入,私列,媟,狎也慢也說文嬻也
心開三仙入,私列,齛,亦作齥爾雅云羊曰齥
心開三仙入,私列,䊝,𥻦䊝
心開三仙入,私列,𣽒,𣽒注
心開三仙入,私列,暬,侮也
心開三仙入,私列,絬,堅絬
心開三仙入,私列,㡜,殘帛又音雪
心開三仙入,私列,疶,痢也亦作𤵺
心開三仙入,私列,㔎,斷也
來開三仙入,良辥,列,行次也位序也又陳也布也說文作𠛱分解也亦姓鄭有列禦寇著書十八篇良辥切二十
來開三仙入,良辥,𠛱,上同
來開三仙入,良辥,迾,遮遏
來開三仙入,良辥,蛚,蜻蛚蟋蟀
來開三仙入,良辥,鮤,刀魚也一名鱴刀今鮆魚也
來開三仙入,良辥,烈,光也業也又忠烈又猛也熱也火也
來開三仙入,良辥,洌,水清也潔也
來開三仙入,良辥,冽,寒也
來開三仙入,良辥,裂,擘裂破也左傳曰裂裳帛而與之
來開三仙入,良辥,茢,禮注云桃茢可以爲帚除不祥說文芀也
來開三仙入,良辥,颲,風雨暴至
來開三仙入,良辥,鴷,啄木鳥
來開三仙入,良辥,栵,細栗爾雅云栵栭今江東呼爲㮌栗楚呼爲茅栗也
來開三仙入,良辥,㤠,憂心
來開三仙入,良辥,挒,埤蒼云搩也
來開三仙入,良辥,𩢾,次第馳馬
來開三仙入,良辥,𡊻,塍也
來開三仙入,良辥,𡿪,水流皃
來開三仙入,良辥,姴,美也
來開三仙入,良辥,䅀,說文曰黍穰也
知開三仙入,陟列,哲,智也陟列切五
知開三仙入,陟列,悊,
知開三仙入,陟列,喆,並上同
知開三仙入,陟列,嚞,古文
知開三仙入,陟列,蜇,螫也亦作䖧
羣開三B仙入,渠列,傑,英傑特立也又俊也渠列切十四
羣開三B仙入,渠列,桀,磔也又夏王名
羣開三B仙入,渠列,竭,盡也舉也
羣開三B仙入,渠列,碣,說文曰特立之石也又東海有碣石山
羣開三B仙入,渠列,楬,有所表識說文楬櫫也春秋傳曰楬而書之
羣開三B仙入,渠列,榤,鷄栖於杙
羣開三B仙入,渠列,揭,高舉又朅訐二音
羣開三B仙入,渠列,渴,水盡也
羣開三B仙入,渠列,嵥,嵥𡴎高皃
羣開三B仙入,渠列,滐,水激迴出海賦
羣開三B仙入,渠列,櫭,木釘名
羣開三B仙入,渠列,偈,武也
羣開三B仙入,渠列,杰,梁四公子名𩆊杰也
羣開三B仙入,渠列,搩,強暴
日開三仙入,如列,熱,釋名曰熱爇也如火所燒爇如列切二
日開三仙入,如列,苶,疲役皃
章開三仙入,旨熱,晢,光也旨熱切九
章開三仙入,旨熱,晣,上同
章開三仙入,旨熱,浙,江名在東陽一曰浙米也
章開三仙入,旨熱,折,拗折又虜複姓南涼禿髮傉檀立其妻折屈氏爲皇后又常列切
章開三仙入,旨熱,靼,柔皮
章開三仙入,旨熱,𩍕,古文
章開三仙入,旨熱,䩢,俗
章開三仙入,旨熱,䏳,脟皮也
章開三仙入,旨熱,䀸,目明
船開三仙入,食列,舌,口中舌山海經云長舌山有獸名長舌狀如禺而四耳出則郡多水又姓左傳越大夫舌庸也食列切四
船開三仙入,食列,揲,數蓍又思頰切
船開三仙入,食列,蛥,蛥蚗蟪蛄別名
船開三仙入,食列,鞨,治皮亦作㓭
常開三仙入,常列,折,斷而猶連也說文斷也又作㪿常列切一
疑開三B仙入,魚列,孼,臣僕庶孼之事謂賤子也猶樹之有孼生也說文曰庶子也魚列切十二
疑開三B仙入,魚列,糱,麴糱說文曰牙米也
疑開三B仙入,魚列,讞,正獄說文作𤅊議辠也與法同意
疑開三B仙入,魚列,𤅊,上同
疑開三B仙入,魚列,蠥,䄏蠥說文曰衣服謌謠艸木之怪謂之䄏禽獸蟲蝗之怪謂之𧞔蠥
疑開三B仙入,魚列,㜸,俗
疑開三B仙入,魚列,闑,門中礙也
疑開三B仙入,魚列,𡴎,山高皃說文作𡴎危高也又藝哲切
疑開三B仙入,魚列,钀,馬勒傍鐵
疑開三B仙入,魚列,櫱,木餘又姓何氏姓苑云東莞人本姓薛避仇改之
疑開三B仙入,魚列,䶬,龍鬐脊上䶬䶬又丁篋切
疑開三B仙入,魚列,䡾,高皃
明三A仙入,亡列,滅,盡也絕也亡列切二
明三A仙入,亡列,搣,手拔又摩也㧗也捽也
溪開三B仙入,丘竭,朅,說文去也丘竭切又去謁切五
溪開三B仙入,丘竭,揭,高舉也又擔也
溪開三B仙入,丘竭,藒,藒車香草
溪開三B仙入,丘竭,愒,息也
溪開三B仙入,丘竭,𡐤,玉篇云𡐤界也
幫三A仙入,并列,鷩,雉屬似山雞而小周禮有鷩冕并列切七
幫三A仙入,并列,鼈,魚鼈俗作鱉蟞
幫三A仙入,并列,虌,蕨菜
幫三A仙入,并列,鄨,水名在牂牁
幫三A仙入,并列,𡐞,大阜
幫三A仙入,并列,憋,急性皃
幫三A仙入,并列,䳤,鵂鶹
從合三仙入,情雪,絕,斷也作絕非情雪切一
精合三仙入,子悅,蕝,束茅表位子悅切又子芮切三
精合三仙入,子悅,㔢,㔢斷物也
精合三仙入,子悅,𨼎,隔𨼎
心合三仙入,相絕,雪,凝雨也元命包曰陰陽凝爲雪釋名曰雪綏也水下遇寒氣而凝綏綏然下也又拭也除也相絕切四
心合三仙入,相絕,䨮,上同出說文
心合三仙入,相絕,㡜,㡜縷桃花今製綾花
心合三仙入,相絕,㨹,滅㨹
徹合三仙入,丑悅,𤿫,皮破丑悅切一
以合三仙入,弋雪,悅,喜也脫也樂也服也經典通用說又姓後燕錄有悅綰弋雪切七
以合三仙入,弋雪,說,姓傅說之後又失爇始銳二切
以合三仙入,弋雪,閱,簡閱也又閥閱
以合三仙入,弋雪,蛻,蟬去皮也又他臥他外舒芮三切
以合三仙入,弋雪,娧,姚娧美好又他會切
以合三仙入,弋雪,𧀲,草名似芹
以合三仙入,弋雪,䓲,草生而新達曰䓲也
溪合三A仙入,傾雪,缺,少也說文曰器破也傾雪切二
溪合三A仙入,傾雪,蒛,蒛葐草也
影合三B仙入,乙劣,噦,逆氣乙劣切一
日合三仙入,如劣,爇,燒也如劣切五
日合三仙入,如劣,焫,上同見禮
日合三仙入,如劣,蜹,蚊蜹又如銳切
日合三仙入,如劣,㨎,括也
日合三仙入,如劣,㕯,言遟聲
書合三仙入,失爇,說,告也釋名曰說者述也宣述人意也失爇切又悅稅二音一
章合三仙入,職悅,拙,不巧也職悅切十一
章合三仙入,職悅,炪,說文曰火光也
章合三仙入,職悅,䂐,短也
章合三仙入,職悅,梲,梁上楹
章合三仙入,職悅,蝃,蜘蛛
章合三仙入,職悅,準,應劭云準頰權準也李斐云準鼻也又章允切
章合三仙入,職悅,䫎,頭短
章合三仙入,職悅,𠭴,倔𠭴短皃
章合三仙入,職悅,䪼,面秀骨
章合三仙入,職悅,𨡸,醎葅
章合三仙入,職悅,䖦,蟲
昌合三仙入,昌悅,歠,大飲昌悅切二
昌合三仙入,昌悅,啜,茹也
知合三仙入,陟劣,輟,止也已也陟劣切十五
知合三仙入,陟劣,畷,田閒道又竹芮切
知合三仙入,陟劣,惙,疲也憂也
知合三仙入,陟劣,餟,祭酹也又竹芮切
知合三仙入,陟劣,罬,捕鳥覆車罔一名罦
知合三仙入,陟劣,剟,說文刊也
知合三仙入,陟劣,醊,醊連祭也
知合三仙入,陟劣,啜,言多不止
知合三仙入,陟劣,䟾,跳也
知合三仙入,陟劣,綴,連補也又竹芮切
知合三仙入,陟劣,掇,拾取又丁活切
知合三仙入,陟劣,腏,骨閒髓也
知合三仙入,陟劣,𩋁,車具
知合三仙入,陟劣,叕,聮也
知合三仙入,陟劣,𧖀,茅蜘蛛說文曰蟊作罔蛛蟊也又壯殺切
來合三仙入,力輟,劣,弱也鄙也少也力輟切十三
來合三仙入,力輟,𢚃,上同
來合三仙入,力輟,埒,馬埒亦厓也還也堤也爾雅山上有水埒又孟康云等庳垣也
來合三仙入,力輟,䟹,蹶䟹跳踉皃出字統
來合三仙入,力輟,鋝,說文曰十一銖二十五分之十三周禮曰重三鋝又音刷
來合三仙入,力輟,脟,脅𠟼
來合三仙入,力輟,㸹,牛白脊出字林
來合三仙入,力輟,蛶,爾雅曰蛶螪何
來合三仙入,力輟,㲕,毛色斑也
來合三仙入,力輟,浖,隈隅也
來合三仙入,力輟,哷,鷄鳴
來合三仙入,力輟,㭩,木名又音捋
來合三仙入,力輟,𦓤,禾麥知多少
滂三A仙入,芳滅,瞥,暫見亦作𧢍說文曰過目也又目翳也芳滅切又芳結切四
滂三A仙入,芳滅,潎,漂潎又匹蔽切
滂三A仙入,芳滅,憋,怒也又卑列切
滂三A仙入,芳滅,癟,枯病
並三B仙入,皮列,別,異也離也解也說文作剛又姓何氏姓苑云揚州人皮列切又彼列切二
並三B仙入,皮列,𡷘,大𡷘山名書亦作別
澄開三仙入,直列,轍,車轍直列切五
澄開三仙入,直列,徹,通也明也道也達也又丑列切
澄開三仙入,直列,撤,發撤又去也經典通用徹
澄開三仙入,直列,澈,水澄
澄開三仙入,直列,㯙,棗也
幫三B仙入,方別,䇷,分䇷一云分契方別切五
幫三B仙入,方別,𧧸,上同
幫三B仙入,方別,莂,種穊移蒔也
幫三B仙入,方別,扒,擘也
幫三B仙入,方別,別,分別
生合三仙入,所劣,㕞,埽也清也所劣切四
生合三仙入,所劣,刷,上同
生合三仙入,所劣,𠴪,鳥理毛也
生合三仙入,所劣,𠻜,小飲
見開三A仙入,居列,孑,單也居列切六
見開三A仙入,居列,訐,訐發人私
見開三A仙入,居列,𨥂,句孑戟也
見開三A仙入,居列,趌,趌𧽸跳皃
見開三A仙入,居列,䅥,長禾
見開三A仙入,居列,揭,揭起
書開三仙入,識列,設,置也陳也合也識列切二
書開三仙入,識列,蔎,香草
孃合三仙入,女劣,吶,嗗吶聲不出女劣切一
曉合三A仙入,許劣,𥄎,舉目使人許劣切六
曉合三A仙入,許劣,𩖶,小風皃
曉合三A仙入,許劣,𣧡,盡也
曉合三A仙入,許劣,烕,滅也
曉合三A仙入,許劣,𦐋,小鳥飛
曉合三A仙入,許劣,吷,飲也說文與歠同
影合三A仙入,於悅,妜,鼻目閒輕薄曰妜也於悅切一
見合三B仙入,紀劣,蹶,有所犯灾紀劣切又居月居衛二切五
見合三B仙入,紀劣,𧱝,豕發土也
見合三B仙入,紀劣,𧣸,角觸
見合三B仙入,紀劣,䞵,小跳
見合三B仙入,紀劣,罬,罦也又陟劣切
莊合三仙入,側劣,茁,草生皃側劣切又側滑切二
莊合三仙入,側劣,䵵,短黑皃也
清合三仙入,七絕,膬,耎而易破七絕切四
清合三仙入,七絕,絟,細布別名
清合三仙入,七絕,𥕹,石破
清合三仙入,七絕,敠,斷敠絕
精開三仙入,姊列,𧕾,茅𧕾似蟬而小姊列切八
精開三仙入,姊列,䘁,上同
精開三仙入,姊列,𪇲,小鷄
精開三仙入,姊列,尐,說文少也
精開三仙入,姊列,𢪍,𢪍摘去也
精開三仙入,姊列,𣧖,夭死
精開三仙入,姊列,䰏,說文曰束髮少小也
精開三仙入,姊列,𠯙,鳴𠯙𠯙
生開三仙入,山列,榝,茱萸山列切又音殺一
影開三B仙入,於列,焆,煙氣於列切二
