小韻號,母,呼,等,重紐,韻,聲,反切
2215,以,合,三,A,脂,去,以醉
2216,知,合,三,,脂,去,追萃
2217,昌,開,三,,脂,去,充自
2218,書,開,三,,脂,去,矢利
2219,初,合,三,,脂,去,楚愧
2220,書,合,三,,脂,去,釋類
2221,章,開,三,,之,去,職吏
2222,澄,開,三,,之,去,直吏
2223,邪,開,三,,之,去,祥吏
2224,清,開,三,,之,去,七吏
2225,心,開,三,,之,去,相吏
2226,書,開,三,,之,去,式吏
2227,莊,開,三,,之,去,側吏
2228,來,開,三,,之,去,力置
2229,從,開,三,,之,去,疾置
2230,徹,開,三,,之,去,丑吏
2231,日,開,三,,之,去,仍吏
2232,生,開,三,,之,去,疎吏
2233,初,開,三,,之,去,初吏
2234,以,開,三,,之,去,羊吏
2235,知,開,三,,之,去,陟吏
2236,常,開,三,,之,去,時吏
2237,崇,開,三,,之,去,鉏吏
2238,羣,開,三,,之,去,渠記
2239,昌,開,三,,之,去,昌志
2240,影,開,三,,之,去,於記
2241,見,開,三,,之,去,居吏
2242,曉,開,三,,之,去,許記
2243,疑,開,三,,之,去,魚記
2244,溪,開,三,,之,去,去吏
2245,明,,三,,微,去,無沸
2246,見,合,三,,微,去,居胃
2247,云,合,三,,微,去,于貴
2248,疑,合,三,,微,去,魚貴
2249,幫,,三,,微,去,方味
2250,滂,,三,,微,去,芳未
2251,溪,合,三,,微,去,丘畏
2252,影,合,三,,微,去,於胃
2253,曉,合,三,,微,去,許貴
2254,並,,三,,微,去,扶沸
2255,見,開,三,,微,去,居豙
2256,疑,開,三,,微,去,魚既
2257,溪,開,三,,微,去,去既
2258,曉,開,三,,微,去,許既
2259,羣,開,三,,微,去,其既
2260,影,開,三,,微,去,於既
2261,疑,開,三,,魚,去,牛倨
2262,來,開,三,,魚,去,良倨
2263,見,開,三,,魚,去,居御
2264,清,開,三,,魚,去,七慮
2265,溪,開,三,,魚,去,丘倨
2266,常,開,三,,魚,去,常恕
2267,書,開,三,,魚,去,商署
2268,知,開,三,,魚,去,陟慮
2269,章,開,三,,魚,去,章恕
2270,生,開,三,,魚,去,所去
2271,影,開,三,,魚,去,依倨
2272,澄,開,三,,魚,去,遟倨
2273,羣,開,三,,魚,去,其據
2274,心,開,三,,魚,去,息據
2275,崇,開,三,,魚,去,牀據
2276,精,開,三,,魚,去,將預
2277,莊,開,三,,魚,去,莊助
2278,日,開,三,,魚,去,人恕
2279,以,開,三,,魚,去,羊洳
2280,曉,開,三,,魚,去,許御
2281,孃,開,三,,魚,去,尼據
2282,初,開,三,,魚,去,瘡據
2283,昌,開,三,,魚,去,昌據
2284,徹,開,三,,魚,去,抽據
2285,邪,開,三,,魚,去,徐預
2286,疑,合,三,,虞,去,牛具
2287,影,合,三,,虞,去,衣遇
2288,常,合,三,,虞,去,常句
2289,澄,合,三,,虞,去,持遇
2290,並,,三,,虞,去,符遇
2291,章,合,三,,虞,去,之戍
2292,見,合,三,,虞,去,九遇
2293,曉,合,三,,虞,去,香句
2294,書,合,三,,虞,去,傷遇
2295,以,合,三,,虞,去,羊戍
2296,日,合,三,,虞,去,而遇
2297,滂,,三,,虞,去,芳遇
2298,明,,三,,虞,去,亡遇
2299,精,合,三,,虞,去,子句
2300,羣,合,三,,虞,去,其遇
2301,云,合,三,,虞,去,王遇
2302,從,合,三,,虞,去,才句
2303,生,合,三,,虞,去,色句
2304,幫,,三,,虞,去,方遇
2305,清,合,三,,虞,去,七句
2306,知,合,三,,虞,去,中句
2307,溪,合,三,,虞,去,區遇
2308,初,合,三,,虞,去,芻注
2309,徹,合,三,,虞,去,丑注
2310,心,合,三,,虞,去,思句
2311,來,合,三,,虞,去,良遇
2312,明,,一,,模,去,莫故
2313,定,,一,,模,去,徒故
2314,來,,一,,模,去,洛故
2315,端,,一,,模,去,當故
2316,透,,一,,模,去,湯故
2317,見,,一,,模,去,古暮
2318,疑,,一,,模,去,五故
2319,匣,,一,,模,去,胡誤
2320,心,,一,,模,去,桑故
2321,從,,一,,模,去,昨誤
2322,泥,,一,,模,去,乃故
2323,幫,,一,,模,去,博故
2324,影,,一,,模,去,烏路
2325,滂,,一,,模,去,普故
2326,清,,一,,模,去,倉故
2327,溪,,一,,模,去,苦故
2328,並,,一,,模,去,薄故
2329,曉,,一,,模,去,荒故
2330,精,,一,,模,去,臧祚
2331,精,開,四,,齊,去,子計
2332,端,開,四,,齊,去,都計
2333,從,開,四,,齊,去,在詣
2334,透,開,四,,齊,去,他計
2335,定,開,四,,齊,去,特計
2336,清,開,四,,齊,去,七計
2337,心,開,四,,齊,去,蘇計
2338,疑,開,四,,齊,去,五計
2339,見,開,四,,齊,去,古詣
2340,匣,開,四,,齊,去,胡計
2341,溪,開,四,,齊,去,苦計
2342,影,開,四,,齊,去,於計
2343,明,,四,,齊,去,莫計
2344,幫,,四,,齊,去,博計
2345,匣,合,四,,齊,去,胡桂
2346,見,合,四,,齊,去,古惠
2347,曉,合,四,,齊,去,呼惠
2348,滂,,四,,齊,去,匹詣
2349,並,,四,,齊,去,蒲計
2350,來,開,四,,齊,去,郎計
2351,泥,開,四,,齊,去,奴計
2352,曉,開,四,,齊,去,呼計
2353,精,開,三,,祭,去,子例
2354,心,合,三,,祭,去,相銳
2355,云,合,三,B,祭,去,于歲
2356,日,合,三,,祭,去,而銳
2357,章,合,三,,祭,去,之芮
2358,生,合,三,,祭,去,山芮
2359,清,合,三,,祭,去,此芮
2360,以,合,三,A,祭,去,以芮
2361,知,合,三,,祭,去,陟衛
2362,書,合,三,,祭,去,舒芮
2363,並,,三,A,祭,去,毗祭
2364,初,合,三,,祭,去,楚稅
2365,邪,合,三,,祭,去,祥歲
2366,幫,,三,A,祭,去,必袂
2367,見,合,三,B,祭,去,居衛
2368,明,,三,A,祭,去,彌弊
2369,生,開,三,,祭,去,所例
2370,昌,開,三,,祭,去,尺制
2371,章,開,三,,祭,去,征例
2372,常,開,三,,祭,去,時制
2373,以,開,三,A,祭,去,餘制
2374,影,開,三,B,祭,去,於罽
2375,疑,開,三,A,祭,去,魚祭
2376,澄,開,三,,祭,去,直例
2377,來,開,三,,祭,去,力制
2378,溪,開,三,B,祭,去,去例
2379,書,開,三,,祭,去,舒制
2380,見,開,三,B,祭,去,居例
2381,知,開,三,,祭,去,竹例
2382,羣,開,三,B,祭,去,其憩
2383,常,合,三,,祭,去,嘗芮
2384,徹,開,三,,祭,去,丑例
2385,澄,合,三,,祭,去,除芮
2386,疑,開,三,B,祭,去,牛例
2387,精,合,三,,祭,去,子芮
2388,滂,,三,A,祭,去,匹蔽
2389,溪,合,三,,廢,去,丘吠
2390,曉,合,三,,廢,去,呼吠
2391,透,開,一,,泰,去,他蓋
2392,見,開,一,,泰,去,古太
2393,疑,開,一,,泰,去,五蓋
2394,影,開,一,,泰,去,於蓋
2395,泥,開,一,,泰,去,奴帶
2396,定,開,一,,泰,去,徒蓋
2397,匣,開,一,,泰,去,胡蓋
2398,端,開,一,,泰,去,當蓋
2399,幫,,一,,泰,去,博蓋
2400,滂,,一,,泰,去,普蓋
2401,匣,合,一,,泰,去,黃外
2402,定,合,一,,泰,去,杜外
2403,見,合,一,,泰,去,古外
2404,精,合,一,,泰,去,祖外
2405,曉,合,一,,泰,去,呼會
2406,溪,合,一,,泰,去,苦會
2407,來,合,一,,泰,去,郎外
2408,疑,合,一,,泰,去,五會
2409,端,合,一,,泰,去,丁外
2410,影,合,一,,泰,去,烏外
2411,從,合,一,,泰,去,才外
2412,心,合,一,,泰,去,先外
2413,清,合,一,,泰,去,麤最
2414,並,,一,,泰,去,蒲蓋
2415,溪,開,一,,泰,去,苦蓋
2416,清,開,一,,泰,去,倉大
2417,來,開,一,,泰,去,落蓋
2418,曉,開,一,,泰,去,呼艾
2419,透,合,一,,泰,去,他外
2420,明,,一,,泰,去,莫貝
2421,見,合,二,,佳,去,古賣
2422,見,開,二,,佳,去,古隘
2423,影,開,二,,佳,去,烏懈
2424,匣,開,二,,佳,去,胡懈
2425,明,,二,,佳,去,莫懈
2426,匣,合,二,,佳,去,胡卦
2427,初,開,二,,佳,去,楚懈
2428,疑,開,二,,佳,去,五懈
2429,曉,開,二,,佳,去,火懈
2430,幫,,二,,佳,去,方卦
2431,並,,二,,佳,去,傍卦
2432,崇,開,二,,佳,去,士懈
2433,滂,,二,,佳,去,匹卦
2434,莊,開,二,,佳,去,側賣
2435,溪,開,二,,佳,去,苦賣
2436,生,開,二,,佳,去,所賣
2437,曉,合,二,,佳,去,呼卦
2438,知,開,二,,佳,去,竹賣
2439,見,合,二,,皆,去,古壞
2440,影,開,二,,皆,去,烏界
2441,莊,開,二,,皆,去,側界
2442,見,開,二,,皆,去,古拜
2443,孃,開,二,,皆,去,女介
2444,曉,開,二,,皆,去,許介
2445,匣,開,二,,皆,去,胡介
2446,疑,開,二,,皆,去,五介
2447,溪,合,二,,皆,去,苦怪
2448,幫,,二,,皆,去,博怪
2449,滂,,二,,皆,去,普拜
2450,匣,合,二,,皆,去,胡怪
2451,疑,合,二,,皆,去,五怪
2452,並,,二,,皆,去,蒲拜
2453,明,,二,,皆,去,莫拜
2454,曉,合,二,,皆,去,火怪
2455,生,開,二,,皆,去,所拜
2456,溪,開,二,,皆,去,苦戒
2457,知,合,二,,皆,去,迍怪
2458,見,合,二,,夬,去,古邁
2459,溪,合,二,,夬,去,苦夬
2460,明,,二,,夬,去,莫話
2461,匣,合,二,,夬,去,下快
2462,並,,二,,夬,去,薄邁
2463,影,合,二,,夬,去,烏快
2464,初,合,二,,夬,去,楚夬
2465,見,開,二,,夬,去,古喝
2466,徹,開,二,,夬,去,丑犗
2467,影,開,二,,夬,去,於犗
2468,生,開,二,,夬,去,所犗
2469,澄,開,二,,夬,去,除邁
2470,曉,開,二,,夬,去,火犗
2471,曉,合,二,,夬,去,火夬
2472,幫,,二,,夬,去,補邁
2473,崇,開,二,,夬,去,豺夬
2474,匣,開,二,,夬,去,何犗
2475,定,合,一,,灰,去,徒對
2476,並,,一,,灰,去,蒲昧
2477,明,,一,,灰,去,莫佩
2478,滂,,一,,灰,去,滂佩
2479,曉,合,一,,灰,去,荒內
2480,端,合,一,,灰,去,都隊
2481,清,合,一,,灰,去,七內
2482,精,合,一,,灰,去,子對
2483,影,合,一,,灰,去,烏繢
2484,透,合,一,,灰,去,他內
2485,見,合,一,,灰,去,古對
2486,匣,合,一,,灰,去,胡對
2487,溪,合,一,,灰,去,苦對
2488,心,合,一,,灰,去,蘇內
2489,泥,合,一,,灰,去,奴對
2490,來,合,一,,灰,去,盧對
2491,幫,,一,,灰,去,補妹
2492,疑,合,一,,灰,去,五對
2493,定,開,一,,咍,去,徒耐
2494,精,開,一,,咍,去,作代
2495,心,開,一,,咍,去,先代
2496,透,開,一,,咍,去,他代
2497,見,開,一,,咍,去,古代
2498,溪,開,一,,咍,去,苦愛
2499,疑,開,一,,咍,去,五溉
2500,影,開,一,,咍,去,烏代
2501,匣,開,一,,咍,去,胡概
2502,泥,開,一,,咍,去,奴代
2503,端,開,一,,咍,去,都代
2504,來,開,一,,咍,去,洛代
2505,清,開,一,,咍,去,倉代
2506,從,開,一,,咍,去,昨代
2507,曉,開,一,,咍,去,海愛
2508,幫,,三,,廢,去,方肺
2509,滂,,三,,廢,去,芳廢
2510,影,合,三,,廢,去,於廢
2511,並,,三,,廢,去,符廢
2512,羣,合,三,,廢,去,渠穢
2513,疑,開,三,,廢,去,魚肺
2514,章,開,三,,眞,去,章刃
2515,心,開,三,,眞,去,息晉
2516,日,開,三,,眞,去,而振
2517,以,開,三,A,眞,去,羊晉
2518,來,開,三,,眞,去,良刃
2519,幫,,三,A,眞,去,必刃
2520,澄,開,三,,眞,去,直刃
2521,常,開,三,,眞,去,時刃
2522,書,開,三,,眞,去,試刃
2523,溪,開,三,A,眞,去,去刃
2524,邪,開,三,,眞,去,徐刃
2525,疑,開,三,B,眞,去,魚覲
2526,精,開,三,,眞,去,即刃
2527,曉,開,三,B,眞,去,許覲
2528,知,開,三,,眞,去,陟刃
2529,羣,開,三,B,眞,去,渠遴
2530,初,開,三,,眞,去,初覲
2531,影,開,三,A,眞,去,於刃
2532,徹,開,三,,眞,去,丑刃
2533,滂,,三,A,眞,去,匹刃
2534,清,開,三,,眞,去,七遴
2535,見,合,三,A,眞,去,九峻
2536,章,合,三,,眞,去,之閏
2537,心,合,三,,眞,去,私閏
2538,邪,合,三,,眞,去,辭閏
2539,精,合,三,,眞,去,子峻
2540,書,合,三,,眞,去,舒閏
2541,日,合,三,,眞,去,如順
2542,船,合,三,,眞,去,食閏
2543,明,,三,,文,去,亡運
2544,云,合,三,,文,去,王問
2545,曉,合,三,,文,去,許運
2546,滂,,三,,文,去,匹問
2547,幫,,三,,文,去,方問
2548,影,合,三,,文,去,於問
2549,見,合,三,,文,去,居運
2550,羣,合,三,,文,去,渠運
2551,並,,三,,文,去,扶問
2552,曉,開,三,,欣,去,香靳
2553,見,開,三,,欣,去,居焮
2554,羣,開,三,,欣,去,巨靳
2555,影,開,三,,欣,去,於靳
2556,疑,開,三,,欣,去,吾靳
2557,疑,合,三,,元,去,魚怨
2558,影,合,三,,元,去,於願
2559,幫,,三,,元,去,方願
2560,溪,合,三,,元,去,去願
2561,明,,三,,元,去,無販
2562,並,,三,,元,去,符万
2563,滂,,三,,元,去,芳万
2564,見,開,三,,元,去,居万
2565,影,開,三,,元,去,於建
2566,曉,開,三,,元,去,許建
2567,曉,合,三,,元,去,虛願
2568,羣,開,三,,元,去,渠建
2569,初,合,三,,元,去,叉万
2570,云,合,三,,元,去,于願
2571,疑,開,三,,元,去,語堰
2572,羣,合,三,,元,去,臼万
2573,見,合,三,,元,去,居願
2574,匣,合,一,,魂,去,胡困
2575,端,合,一,,魂,去,都困
2576,心,合,一,,魂,去,蘇困
2577,溪,合,一,,魂,去,苦悶
2578,泥,合,一,,魂,去,奴困
2579,影,合,一,,魂,去,烏困
2580,明,,一,,魂,去,莫困
2581,從,合,一,,魂,去,徂悶
2582,見,合,一,,魂,去,古困
2583,滂,,一,,魂,去,普悶
2584,定,合,一,,魂,去,徒困
2585,清,合,一,,魂,去,倉困
2586,並,,一,,魂,去,蒲悶
2587,疑,合,一,,魂,去,五困
2588,來,合,一,,魂,去,盧困
2589,幫,,一,,魂,去,甫悶
2590,曉,合,一,,魂,去,呼悶
2591,精,合,一,,魂,去,子寸
2592,匣,開,一,,痕,去,胡艮
2593,見,開,一,,痕,去,古恨
2594,疑,開,一,,痕,去,五恨
2595,影,開,一,,痕,去,烏恨
2596,匣,開,一,,寒,去,侯旰
2597,透,開,一,,寒,去,他旦
2598,影,開,一,,寒,去,烏旰
2599,端,開,一,,寒,去,得按
2600,定,開,一,,寒,去,徒案
2601,見,開,一,,寒,去,古案
2602,疑,開,一,,寒,去,五旰
2603,溪,開,一,,寒,去,苦旰
2604,曉,開,一,,寒,去,呼旰
2605,來,開,一,,寒,去,郎旰
2606,泥,開,一,,寒,去,奴案
2607,清,開,一,,寒,去,蒼案
2608,心,開,一,,寒,去,蘇旰
2609,精,開,一,,寒,去,則旰
2610,從,開,一,,寒,去,徂贊
2611,匣,合,一,,寒,去,胡玩
2612,精,合,一,,寒,去,子筭
2613,影,合,一,,寒,去,烏貫
2614,見,合,一,,寒,去,古玩
2615,清,合,一,,寒,去,七亂
2616,疑,合,一,,寒,去,五換
2617,定,合,一,,寒,去,徒玩
2618,來,合,一,,寒,去,郎段
2619,端,合,一,,寒,去,丁貫
2620,透,合,一,,寒,去,通貫
2621,曉,合,一,,寒,去,火貫
2622,心,合,一,,寒,去,蘇貫
2623,明,,一,,寒,去,莫半
2624,幫,,一,,寒,去,博漫
2625,滂,,一,,寒,去,普半
2626,並,,一,,寒,去,薄半
2627,泥,合,一,,寒,去,奴亂
2628,從,合,一,,寒,去,在玩
2629,溪,合,一,,寒,去,口喚
2630,見,開,二,,刪,去,古晏
2631,疑,開,二,,刪,去,五晏
2632,影,開,二,,刪,去,烏澗
2633,生,開,二,,刪,去,所晏
2634,匣,開,二,,刪,去,下晏
2635,明,,二,,刪,去,謨晏
2636,影,合,二,,刪,去,烏患
2637,匣,合,二,,刪,去,胡慣
2638,見,合,二,,刪,去,古患
2639,生,合,二,,刪,去,生患
2640,初,合,二,,刪,去,初患
2641,疑,合,二,,刪,去,五患
2642,崇,開,二,,刪,去,士諫
2643,滂,,二,,刪,去,普患
2644,孃,合,二,,刪,去,女患
2645,初,開,二,,刪,去,初鴈
2646,徹,開,二,,刪,去,丑晏
2647,見,開,二,,山,去,古莧
2648,匣,開,二,,山,去,侯襇
2649,並,,二,,山,去,蒲莧
2650,滂,,二,,山,去,匹莧
2651,匣,合,二,,山,去,胡辨
2652,明,,二,,山,去,亡莧
2653,澄,開,二,,山,去,丈莧
2654,幫,,二,,山,去,晡幻
2655,見,合,二,,山,去,古幻
2656,心,開,四,,先,去,蘇佃
2657,清,開,四,,先,去,倉甸
2658,曉,合,四,,先,去,許縣
2659,匣,合,四,,先,去,黃練
2660,見,合,四,,先,去,古縣
2661,定,開,四,,先,去,堂練
2662,透,開,四,,先,去,他甸
2663,來,開,四,,先,去,郎甸
2664,見,開,四,,先,去,古電
2665,泥,開,四,,先,去,奴甸
2666,溪,開,四,,先,去,苦甸
2667,匣,開,四,,先,去,胡甸
2668,疑,開,四,,先,去,吾甸
2669,影,開,四,,先,去,於甸
2670,精,開,四,,先,去,作甸
2671,明,,四,,先,去,莫甸
2672,滂,,四,,先,去,普麵
2673,從,開,四,,先,去,在甸
2674,影,合,四,,先,去,烏縣
2675,端,開,四,,先,去,都甸
2676,曉,開,四,,先,去,呼甸
2677,心,開,三,,仙,去,私箭
2678,章,開,三,,仙,去,之膳
2679,常,開,三,,仙,去,時戰
2680,疑,開,三,B,仙,去,魚變
2681,溪,開,三,A,仙,去,去戰
2682,見,合,三,A,仙,去,吉掾
2683,云,合,三,B,仙,去,王眷
2684,明,,三,A,仙,去,彌箭
2685,昌,合,三,,仙,去,尺絹
2686,以,合,三,A,仙,去,以絹
2687,知,開,三,,仙,去,陟扇
2688,日,合,三,,仙,去,人絹
2689,精,開,三,,仙,去,子賤
2690,昌,開,三,,仙,去,昌戰
2691,書,開,三,,仙,去,式戰
2692,影,開,三,A,仙,去,於扇
2693,見,合,三,B,仙,去,居倦
2694,羣,合,三,B,仙,去,渠卷
2695,來,合,三,,仙,去,力卷
2696,徹,合,三,,仙,去,丑戀
2697,幫,,三,B,仙,去,彼眷
2698,生,合,三,,仙,去,所眷
2699,清,合,三,,仙,去,七絹
2700,並,,三,B,仙,去,皮變
2701,邪,合,三,,仙,去,辝戀
2702,心,合,三,,仙,去,息絹
2703,崇,合,三,,仙,去,士戀
2704,莊,合,三,,仙,去,莊眷
2705,澄,合,三,,仙,去,直戀
2706,從,開,三,,仙,去,才線
2707,邪,開,三,,仙,去,似面
2708,滂,,三,A,仙,去,匹戰
2709,常,合,三,,仙,去,時釧
2710,孃,開,三,,仙,去,女箭
2711,知,合,三,,仙,去,知戀
2712,以,開,三,A,仙,去,予線
2713,並,,三,A,仙,去,婢面
2714,澄,開,三,,仙,去,持碾
2715,來,開,三,,仙,去,連彥
2716,溪,合,三,B,仙,去,區倦
2717,章,合,三,,仙,去,之囀
2718,幫,,四,,先,去,方見
2719,心,開,四,,蕭,去,蘇弔
2720,透,開,四,,蕭,去,他弔
2721,端,開,四,,蕭,去,多嘯
2722,見,開,四,,蕭,去,古弔
2723,泥,開,四,,蕭,去,奴弔
2724,定,開,四,,蕭,去,徒弔
2725,溪,開,四,,蕭,去,苦弔
2726,來,開,四,,蕭,去,力弔
2727,疑,開,四,,蕭,去,五弔
2728,影,開,四,,蕭,去,烏叫
2729,曉,開,四,,蕭,去,火弔
2730,心,開,三,,宵,去,私妙
2731,章,開,三,,宵,去,之少
2732,以,開,三,A,宵,去,弋照
2733,影,開,三,A,宵,去,於笑
2734,澄,開,三,,宵,去,直照
2735,常,開,三,,宵,去,寔照
2736,羣,開,三,B,宵,去,渠廟
2737,滂,,三,A,宵,去,匹妙
2738,從,開,三,,宵,去,才笑
2739,明,,三,A,宵,去,彌笑
2740,清,開,三,,宵,去,七肖
2741,來,開,三,,宵,去,力照
2742,溪,開,三,B,宵,去,丘召
2743,疑,開,三,B,宵,去,牛召
2744,精,開,三,,宵,去,子肖
2745,明,,三,B,宵,去,眉召
2746,並,,三,A,宵,去,毗召
2747,書,開,三,,宵,去,失照
2748,徹,開,三,,宵,去,丑召
2749,幫,,三,B,宵,去,方廟
2750,羣,開,三,A,宵,去,巨要
2751,日,開,三,,宵,去,人要
2752,匣,開,二,,肴,去,胡教
2753,見,開,二,,肴,去,古孝
2754,曉,開,二,,肴,去,呼教
2755,知,開,二,,肴,去,都教
2756,幫,,二,,肴,去,北教
2757,溪,開,二,,肴,去,苦教
2758,明,,二,,肴,去,莫教
2759,滂,,二,,肴,去,匹皃
2760,徹,開,二,,肴,去,丑教
2761,生,開,二,,肴,去,所教
2762,澄,開,二,,肴,去,直教
2763,孃,開,二,,肴,去,奴教
2764,莊,開,二,,肴,去,側教
2765,並,,二,,肴,去,防教
2766,初,開,二,,肴,去,初教
2767,影,開,二,,肴,去,於教
2768,疑,開,二,,肴,去,五教
2769,崇,開,二,,肴,去,士稍
2770,匣,開,一,,豪,去,胡到
2771,定,開,一,,豪,去,徒到
2772,端,開,一,,豪,去,都導
2773,見,開,一,,豪,去,古到
2774,疑,開,一,,豪,去,五到
2775,明,,一,,豪,去,莫報
2776,來,開,一,,豪,去,郎到
2777,清,開,一,,豪,去,七到
2778,並,,一,,豪,去,薄報
2779,幫,,一,,豪,去,博秏
2780,從,開,一,,豪,去,在到
2781,影,開,一,,豪,去,烏到
2782,心,開,一,,豪,去,蘇到
2783,溪,開,一,,豪,去,苦到
2784,精,開,一,,豪,去,則到
2785,曉,開,一,,豪,去,呼到
2786,泥,開,一,,豪,去,那到
2787,見,開,一,,歌,去,古賀
2788,匣,開,一,,歌,去,胡箇
2789,精,開,一,,歌,去,則箇
2790,端,開,一,,歌,去,丁佐
2791,來,開,一,,歌,去,郎佐
2792,溪,開,一,,歌,去,口箇
2793,疑,開,一,,歌,去,五个
2794,定,開,一,,歌,去,唐佐
2795,泥,開,一,,歌,去,奴箇
2796,心,開,一,,歌,去,蘇箇
2797,曉,開,一,,歌,去,呼箇
2798,透,開,一,,歌,去,吐邏
2799,見,合,一,,歌,去,古臥
2800,匣,合,一,,歌,去,胡臥
2801,精,合,一,,歌,去,則臥
2802,溪,合,一,,歌,去,苦臥
2803,透,合,一,,歌,去,湯臥
2804,幫,,一,,歌,去,補過
2805,清,合,一,,歌,去,麤臥
2806,明,,一,,歌,去,摸臥
2807,泥,合,一,,歌,去,乃臥
2808,滂,,一,,歌,去,普過
2809,從,合,一,,歌,去,徂臥
2810,疑,合,一,,歌,去,吾貨
2811,清,開,一,,歌,去,千過
2812,曉,合,一,,歌,去,呼臥
2813,定,合,一,,歌,去,徒臥
2814,並,,一,,歌,去,符臥
2815,來,合,一,,歌,去,魯過
2816,端,合,一,,歌,去,都唾
2817,心,合,一,,歌,去,先臥
2818,影,開,一,,歌,去,安賀
2819,影,合,一,,歌,去,烏臥
2820,明,,二,,麻,去,莫駕
2821,見,開,二,,麻,去,古訝
2822,影,開,二,,麻,去,衣嫁
2823,曉,開,二,,麻,去,呼訝
2824,疑,開,二,,麻,去,吾駕
2825,徹,開,二,,麻,去,丑亞
2826,知,開,二,,麻,去,陟駕
2827,莊,開,二,,麻,去,側駕
2828,崇,開,二,,麻,去,鋤駕
2829,邪,開,三,,麻,去,辝夜
2830,溪,開,二,,麻,去,枯駕
2831,匣,開,二,,麻,去,胡駕
2832,從,開,三,,麻,去,慈夜
2833,以,開,三,,麻,去,羊謝
2834,昌,開,三,,麻,去,充夜
2835,心,開,三,,麻,去,司夜
2836,章,開,三,,麻,去,之夜
2837,精,開,三,,麻,去,子夜
2838,書,開,三,,麻,去,始夜
2839,船,開,三,,麻,去,神夜
2840,幫,,二,,麻,去,必駕
2841,滂,,二,,麻,去,普駕
2842,匣,合,二,,麻,去,胡化
2843,曉,合,二,,麻,去,呼霸
2844,溪,合,二,,麻,去,苦化
2845,生,合,二,,麻,去,所化
2846,並,,二,,麻,去,白駕
2847,孃,開,二,,麻,去,乃亞
2848,清,開,三,,麻,去,遷謝
2849,生,開,二,,麻,去,所嫁
2850,見,合,二,,麻,去,古罵
2851,澄,開,二,,麻,去,除駕
2852,疑,合,二,,麻,去,五化
2853,影,合,二,,麻,去,烏㕦
2854,以,開,三,,陽,去,餘亮
2855,來,開,三,,陽,去,力讓
2856,崇,開,三,,陽,去,鋤亮
2857,日,開,三,,陽,去,人㨾
2858,書,開,三,,陽,去,式亮
2859,知,開,三,,陽,去,知亮
2860,徹,開,三,,陽,去,丑亮
2861,曉,開,三,,陽,去,許亮
2862,澄,開,三,,陽,去,直亮
2863,孃,開,三,,陽,去,女亮
2864,從,開,三,,陽,去,疾亮
2865,章,開,三,,陽,去,之亮
2866,常,開,三,,陽,去,時亮
2867,莊,開,三,,陽,去,側亮
2868,影,開,三,,陽,去,於亮
2869,羣,開,三,,陽,去,其亮
2870,昌,開,三,,陽,去,尺亮
2871,初,開,三,,陽,去,初亮
2872,精,開,三,,陽,去,子亮
2873,疑,開,三,,陽,去,魚向
2874,滂,,三,,陽,去,敷亮
2875,明,,三,,陽,去,巫放
2876,曉,合,三,,陽,去,許訪
2877,見,合,三,,陽,去,居況
2878,云,合,三,,陽,去,于放
2879,幫,,三,,陽,去,甫妄
2880,心,開,三,,陽,去,息亮
2881,見,開,三,,陽,去,居亮
2882,溪,開,三,,陽,去,丘亮
2883,清,開,三,,陽,去,七亮
2884,羣,合,三,,陽,去,渠放
2885,並,,三,,陽,去,符況
2886,定,開,一,,唐,去,徒浪
2887,來,開,一,,唐,去,來宕
2888,匣,開,一,,唐,去,下浪
2889,影,開,一,,唐,去,烏浪
2890,疑,開,一,,唐,去,五浪
2891,精,開,一,,唐,去,則浪
2892,並,,一,,唐,去,蒲浪
2893,從,開,一,,唐,去,徂浪
2894,端,開,一,,唐,去,丁浪
2895,溪,開,一,,唐,去,苦浪
2896,幫,,一,,唐,去,補曠
2897,透,開,一,,唐,去,他浪
2898,溪,合,一,,唐,去,苦謗
2899,泥,開,一,,唐,去,奴浪
2900,心,開,一,,唐,去,蘇浪
2901,匣,合,一,,唐,去,乎曠
2902,見,合,一,,唐,去,古曠
2903,見,開,一,,唐,去,古浪
2904,曉,合,一,,唐,去,呼浪
2905,明,,一,,唐,去,莫浪
2906,影,合,一,,唐,去,烏浪
2907,影,開,三,,庚,去,於敬
2908,見,開,三,,庚,去,居慶
2909,羣,開,三,,庚,去,渠敬
2910,溪,開,三,,庚,去,丘敬
2911,見,開,二,,庚,去,古孟
2912,明,,三,,庚,去,眉病
2913,並,,三,,庚,去,皮命
2914,明,,二,,庚,去,莫更
2915,匣,合,二,,庚,去,戶孟
2916,幫,,三,,庚,去,陂病
2917,云,合,三,,庚,去,爲命
2918,匣,開,二,,庚,去,下更
2919,影,開,二,,庚,去,於孟
2920,初,開,三,,庚,去,楚敬
2921,知,開,二,,庚,去,猪孟
2922,徹,開,二,,庚,去,他孟
2923,幫,,二,,庚,去,北孟
2924,澄,開,二,,庚,去,除更
2925,生,開,三,,庚,去,所敬
2926,疑,開,三,,庚,去,魚敬
2927,並,,二,,庚,去,蒲孟
2928,曉,開,二,,庚,去,許更
2929,影,合,二,,庚,去,烏橫
2930,莊,開,二,,耕,去,側迸
2931,幫,,二,,耕,去,北諍
2932,並,,二,,耕,去,蒲迸
2933,影,開,二,,耕,去,鷖迸
2934,疑,開,二,,耕,去,五爭
2935,曉,合,二,,耕,去,呼迸
2936,見,開,三,A,清,去,居正
