小韻號,鈴木ID,鈴木小韻號,頁號,行號,字號,韻目原貌,首字,反切,地位,切韻拼音,小韻內字序,字頭,釋義
49,1536,10305,2,35,4,鍾,𧘂,尺容反,昌三鍾平,tjhuong,5,艟,單舩。
49,1537,10305,2,35,5,鍾,𧘂,尺容反,昌三鍾平,tjhuong,6,潼,闗名。又。
49,1538,10305,2,35,6,鍾,𧘂,尺容反,昌三鍾平,tjhuong,7,,□□。
49,1539,10305,2,35,7,鍾,𧘂,尺容反,昌三鍾平,tjhuong,8,,。
50,1606,10306,2,35,8,鍾,容,餘封反,以三鍾平,juong,1,容,餘封反。形。□□。
50,1607,10306,2,35,9,鍾,容,餘封反,以三鍾平,juong,2,溶,水皃。
50,1608,10306,2,35,10,鍾,容,餘封反,以三鍾平,juong,3,滽,水名，出。
50,1609,10306,2,35,11,鍾,容,餘封反,以三鍾平,juong,4,庸,用。
50,1610,10306,2,35,12,鍾,容,餘封反,以三鍾平,juong,5,墉,垣。亦作䧡。
50,1611,10306,3,1,1,鍾,容,餘封反,以三鍾平,juong,6,𤛑,似牛，領有肉。
50,1612,10306,3,1,2,鍾,容,餘封反,以三鍾平,juong,7,鎔,鑄。
50,1613,10306,3,1,3,鍾,容,餘封反,以三鍾平,juong,8,鏞,大鐘。
50,1614,10306,3,1,4,鍾,容,餘封反,以三鍾平,juong,9,鄘,國名。
50,1615,10306,3,1,5,鍾,容,餘封反,以三鍾平,juong,10,傭,〻〈傭〉賃。又丑凶反。
50,1616,10306,3,1,6,鍾,容,餘封反,以三鍾平,juong,11,𪅟,鳥名。
50,1617,10306,3,1,7,鍾,容,餘封反,以三鍾平,juong,12,㼸,甖。
50,1618,10306,3,1,8,鍾,容,餘封反,以三鍾平,juong,13,鱅,魚名。又蜀容反。
50,1619,10306,3,1,9,鍾,容,餘封反,以三鍾平,juong,14,蓉,芙〻〈蓉〉。
50,1620,10306,3,1,10,鍾,容,餘封反,以三鍾平,juong,15,㺎,猛獸。
50,1621,10306,3,1,11,鍾,容,餘封反,以三鍾平,juong,16,褣,𧝎〻〈褣〉。
50,1622,10306,3,1,12,鍾,容,餘封反,以三鍾平,juong,17,頌,形容。又似用反：讃。
50,1623,10306,3,1,13,鍾,容,餘封反,以三鍾平,juong,18,搈,動。
50,1624,10306,3,1,14,鍾,容,餘封反,以三鍾平,juong,19,槦,箭。
51,1665,10307,3,2,1,鍾,封,府容反,幫三鍾平,puong,1,封,府容反。壃土。二。
51,1666,10307,3,2,2,鍾,封,府容反,幫三鍾平,puong,2,犎,野牛。
52,1694,10308,3,2,3,鍾,胷,許容反,曉三鍾平,huong,1,胷,許容反。胷。亦作𦙄。八。
52,1695,10308,3,2,4,鍾,胷,許容反,曉三鍾平,huong,2,凶,不吉。
52,1696,10308,3,2,5,鍾,胷,許容反,曉三鍾平,huong,3,銎,柄孔。
52,1697,10308,3,2,6,鍾,胷,許容反,曉三鍾平,huong,4,恟,懼。
52,1698,10308,3,2,7,鍾,胷,許容反,曉三鍾平,huong,5,洶,水勢。
52,1699,10308,3,2,8,鍾,胷,許容反,曉三鍾平,huong,6,兇,𢙣。
52,1700,10308,3,2,9,鍾,胷,許容反,曉三鍾平,huong,7,訩,衆語。
52,1701,10308,3,2,10,鍾,胷,許容反,曉三鍾平,huong,8,匈,〻〈匈〉奴。
53,1725,10309,3,2,11,鍾,顒,魚容反,疑三鍾平,nguong,1,顒,瓦。魚容反。大皃。亦作𩤛。三。
53,1726,10309,3,2,12,鍾,顒,魚容反,疑三鍾平,nguong,2,鰅,魚名。
53,1727,10309,3,2,13,鍾,顒,魚容反,疑三鍾平,nguong,3,喁,噞〻〈喁〉。
54,1754,10310,3,3,1,鍾,邕,於容反,影三鍾平,quong,1,邕,於容反。和。十二。
54,1755,10310,3,3,2,鍾,邕,於容反,影三鍾平,quong,2,雍,睦。
54,1756,10310,3,3,3,鍾,邕,於容反,影三鍾平,quong,3,噰,鳥鳴。
54,1757,10310,3,3,4,鍾,邕,於容反,影三鍾平,quong,4,郺,〻〈郺〉𨑊，多皃。
54,1758,10310,3,3,5,鍾,邕,於容反,影三鍾平,quong,5,澭,水名，在宋。又以隹反。
54,1759,10310,3,3,6,鍾,邕,於容反,影三鍾平,quong,6,罋,汲器。
54,1760,10310,3,3,7,鍾,邕,於容反,影三鍾平,quong,7,癰,辟〻〈廱〉。
54,1761,10310,3,3,8,鍾,邕,於容反,影三鍾平,quong,8,饔,熟食。
54,1762,10310,3,3,9,鍾,邕,於容反,影三鍾平,quong,9,𪄉,〻〈𪄉〉渠，鳥。
54,1763,10310,3,3,10,鍾,邕,於容反,影三鍾平,quong,10,癕,疽〻〈癕〉。
54,1764,10310,3,3,11,鍾,邕,於容反,影三鍾平,quong,11,壅,又於隴反。
54,1765,10310,3,3,12,鍾,邕,於容反,影三鍾平,quong,12,㻾,玉器。
55,1795,10311,3,3,13,鍾,醲,女容反,孃三鍾平,nruong,1,醲,女容反。厚酒。四。
55,1796,10311,3,4,1,鍾,醲,女容反,孃三鍾平,nruong,2,𨑊,郺〻〈𨑊〉。
55,1797,10311,3,4,2,鍾,醲,女容反,孃三鍾平,nruong,3,濃,厚【〻】。
55,1798,10311,3,4,3,鍾,醲,女容反,孃三鍾平,nruong,4,穠,花皃。又而容反。
56,1809,10312,3,4,4,鍾,重,直容反,澄三鍾平,druong,1,重,直容反。。五。
56,1810,10312,3,4,5,鍾,重,直容反,澄三鍾平,druong,2,穜,晚孰。
56,1811,10312,3,4,6,鍾,重,直容反,澄三鍾平,druong,3,䳯,𪄹〻〈䳯〉，鳥。
56,1812,10312,3,4,7,鍾,重,直容反,澄三鍾平,druong,4,褈,複。亦作緟。
56,1813,10312,3,4,8,鍾,重,直容反,澄三鍾平,druong,5,蝩,蠶〻〈蝩〉。
57,1820,10313,3,4,9,鍾,從,疾容反,從三鍾平,dzuong,1,從,疾容反。一。
58,1828,10314,3,4,10,鍾,蹱,刃〈丑〉凶反,徹三鍾平,trhuong,1,蹱,刃凶反。躘蹱，行。三。
58,1829,10314,3,4,11,鍾,蹱,刃〈丑〉凶反,徹三鍾平,trhuong,2,傭,均直。亦作𦟛。又餘封反。
58,1830,10314,3,4,12,鍾,蹱,刃〈丑〉凶反,徹三鍾平,trhuong,3,𨙔,不行。
59,1841,10315,3,4,13,鍾,逢,符容反,並三鍾平,buong,1,逢,符容反。遇。俗作夅，音降，誤。
59,1842,10315,3,5,1,鍾,逢,符容反,並三鍾平,buong,2,縫,紩。
59,1843,10315,3,5,2,鍾,逢,符容反,並三鍾平,buong,3,漨,水澤。
59,1844,10315,3,5,3,鍾,逢,符容反,並三鍾平,buong,4,夆,拖。又敷恭反。
59,1845,10315,3,5,4,鍾,逢,符容反,並三鍾平,buong,5,𥎌,〻〈𥎌〉𥎂，矛。
60,1879,10316,3,5,5,鍾,峯,敷容反,滂三鍾平,phuong,1,峯,𢾾容反。山尖。□。
60,1880,10316,3,5,6,鍾,峯,敷容反,滂三鍾平,phuong,2,鋒,刃類。亦作鏠。
60,1881,10316,3,5,7,鍾,峯,敷容反,滂三鍾平,phuong,3,丰,〻〈丰〉茸。又伏風反。
60,1882,10316,3,5,8,鍾,峯,敷容反,滂三鍾平,phuong,4,妦,好。亦作㛔。
60,1883,10316,3,5,9,鍾,峯,敷容反,滂三鍾平,phuong,5,蜂,毒虫。
60,1884,10316,3,5,10,鍾,峯,敷容反,滂三鍾平,phuong,6,蘴,菜。又敷隆反。
60,1885,10316,3,5,11,鍾,峯,敷容反,滂三鍾平,phuong,7,桻,木上。
60,1886,10316,3,6,1,鍾,峯,敷容反,滂三鍾平,phuong,8,夆,甹夆，掣曳。甹字，普經反。
60,1887,10316,3,6,2,鍾,峯,敷容反,滂三鍾平,phuong,9,烽,〻〈烽〉火。
60,1888,10316,3,6,3,鍾,峯,敷容反,滂三鍾平,phuong,10,𢓱,使。
61,1907,10317,3,6,4,鍾,縱,即容反,精三鍾平,tsuong,1,縱,即容反。又子用反。
61,1908,10317,3,6,5,鍾,縱,即容反,精三鍾平,tsuong,2,蹤,迹。
61,1909,10317,3,6,6,鍾,縱,即容反,精三鍾平,tsuong,3,𨌰,車迹。亦䡮。
61,1910,10317,3,6,7,鍾,縱,即容反,精三鍾平,tsuong,4,磫,〻〈磫〉𥗫。
61,1911,10317,3,6,8,鍾,縱,即容反,精三鍾平,tsuong,5,𣯨,㲪。
62,1926,10318,3,6,9,鍾,茸,而容反,日三鍾平,njuong,1,茸,而容反。草生皃。八。
62,1927,10318,3,6,10,鍾,茸,而容反,日三鍾平,njuong,2,𩊐,毳飾。
62,1928,10318,3,6,11,鍾,茸,而容反,日三鍾平,njuong,3,髶,髮多。
62,1929,10318,3,6,12,鍾,茸,而容反,日三鍾平,njuong,4,䇯,竹頭有文。
62,1930,10318,3,7,1,鍾,茸,而容反,日三鍾平,njuong,5,穠,花皃。
62,1931,10318,3,7,2,鍾,茸,而容反,日三鍾平,njuong,6,搑,擣【〻】。
62,1932,10318,3,7,3,鍾,茸,而容反,日三鍾平,njuong,7,𥎂,𥎌〻〈𥎂〉。
62,1933,10318,3,7,4,鍾,茸,而容反,日三鍾平,njuong,8,禯,厚【〻】。
63,1962,10319,3,7,5,鍾,蛩,渠容反,羣三鍾平,guong,1,蛩,渠容反。蛩蟬。十一。
63,1963,10319,3,7,6,鍾,蛩,渠容反,羣三鍾平,guong,2,邛,臨邛縣。從卬，非。
63,1964,10319,3,7,7,鍾,蛩,渠容反,羣三鍾平,guong,3,舼,小舩。
63,1965,10319,3,7,8,鍾,蛩,渠容反,羣三鍾平,guong,4,筇,竹名。
63,1966,10319,3,7,9,鍾,蛩,渠容反,羣三鍾平,guong,5,輁,軸，所以攴棺。
63,1967,10319,3,7,10,鍾,蛩,渠容反,羣三鍾平,guong,6,𦭭,蓂莢實。
63,1968,10319,3,7,11,鍾,蛩,渠容反,羣三鍾平,guong,7,𩬰,亂髮。
63,1969,10319,3,7,12,鍾,蛩,渠容反,羣三鍾平,guong,8,桏,柜石。
63,1970,10319,3,8,1,鍾,蛩,渠容反,羣三鍾平,guong,9,䂬,水㠀石。
63,1971,10319,3,8,2,鍾,蛩,渠容反,羣三鍾平,guong,10,䅃,稰。又渠隴反。
63,1972,10319,3,8,3,鍾,蛩,渠容反,羣三鍾平,guong,11,廾,□□□。駒冬反。
64,1987,10320,3,8,4,鍾,鱅,蜀容反,常三鍾平,djuong,1,鱅,蜀容反。魚名。二。
64,1988,10320,3,8,5,鍾,鱅,蜀容反,常三鍾平,djuong,2,慵,懶。亦嬾。
64,1989,10320,3,8,6,鍾,鱅,蜀容反,常三鍾平,djuong,3,⿰庸皮,〻〈⿰庸皮〉船。
65,2123,10401,3,8,7,江,江,古雙反,見二江平,koeung,1,江,古雙反。水港。七。
65,2124,10401,3,8,8,江,江,古雙反,見二江平,koeung,2,扛,對舉。
65,2125,10401,3,8,9,江,江,古雙反,見二江平,koeung,3,杠,旌旗飾，一曰牀頭横木。
65,2126,10401,3,8,10,江,江,古雙反,見二江平,koeung,4,茳,〻〈茳〉蘺。
65,2127,10401,3,9,1,江,江,古雙反,見二江平,koeung,5,釭,燈。又古紅反。
65,2128,10401,3,9,2,江,江,古雙反,見二江平,koeung,6,玒,玉名。又古紅反。
65,2129,10401,3,9,3,江,江,古雙反,見二江平,koeung,7,䚗,舉角。
66,2153,10402,3,9,4,江,庬,莫江反,明二江平,moeung,1,庬,莫江反。厚大。。
66,2154,10402,3,9,5,江,庬,莫江反,明二江平,moeung,2,駹,黒馬白面。
66,2155,10402,3,9,6,江,庬,莫江反,明二江平,moeung,3,狵,犬。
66,2156,10402,3,9,7,江,庬,莫江反,明二江平,moeung,4,浝,水名。
66,2157,10402,3,9,8,江,庬,莫江反,明二江平,moeung,5,哤,語雜亂曰〻〈哤〉。
66,2158,10402,3,9,9,江,庬,莫江反,明二江平,moeung,6,牻,牛黒白雜。
66,2159,10402,3,9,10,江,庬,莫江反,明二江平,moeung,7,娏,神女名。
66,2160,10402,3,9,11,江,庬,莫江反,明二江平,moeung,8,䵨,暗。
66,2161,10402,3,9,12,江,庬,莫江反,明二江平,moeung,9,蛖,〻〈蛖〉螻。
67,2184,10403,3,9,13,江,𦗳,女江反,孃二江平,nroeung,1,𦗳,女江反。耳中聲。四。
67,2185,10403,3,10,1,江,𦗳,女江反,孃二江平,nroeung,2,𣰊,髮多。
67,2186,10403,3,10,2,江,𦗳,女江反,孃二江平,nroeung,3,鬞,亂髮。
67,2187,10403,3,10,3,江,𦗳,女江反,孃二江平,nroeung,4,𩟊,強食。
68,2206,10404,3,10,4,江,窗,楚江反,初二江平,tsrhoeung,1,窓,楚江反。向。正作⿱宀怱。亦作牎。
68,2207,10404,3,10,5,江,窗,楚江反,初二江平,tsrhoeung,2,䎫,〻〈䎫〉種。又楚降反。亦作堫。
68,2208,10404,3,10,6,江,窗,楚江反,初二江平,tsrhoeung,3,樅,朾鐘鼓。
68,2209,10404,3,10,7,江,窗,楚江反,初二江平,tsrhoeung,4,𥎒,矛。亦作鏦。
69,2221,10405,3,10,8,江,邦,博江反,幫二江平,poeung,1,邦,博江反。國。一。
70,2233,10406,3,10,9,江,栙,下江反,匣二江平,ghoeung,1,栙,下江反。栙䉶，帆。五。
70,2234,10406,3,11,1,江,栙,下江反,匣二江平,ghoeung,2,䜶,〻〈䜶〉䝄，胡豆。
70,2235,10406,3,11,2,江,栙,下江反,匣二江平,ghoeung,3,降,伏。又苦巷反。亦作夅。
70,2236,10406,3,11,3,江,栙,下江反,匣二江平,ghoeung,4,缸,甖類。
70,2237,10406,3,11,4,江,栙,下江反,匣二江平,ghoeung,5,洚,消。又古巷反。
71,2254,10407,3,11,5,江,胮,栢〈匹〉江反,滂二江平,phoeung,1,胮,栢江反。胮脹。又彭江反。或作𤵸。二。
71,2255,10407,3,11,6,江,胮,栢〈匹〉江反,滂二江平,phoeung,2,𩐨,鼓聲。
72,2264,10408,3,11,7,江,瀧,呂江反,來二江平,loeung,1,瀧,吕江反。南人名湍。一。
73,2277,10409,3,11,8,江,雙,所江反,生二江平,sroeung,1,雙,所江反。耦。四。
73,2278,10409,3,11,9,江,雙,所江反,生二江平,sroeung,2,䉶,帆。
73,2279,10409,3,11,10,江,雙,所江反,生二江平,sroeung,3,䝄,豆。
73,2280,10409,3,12,1,江,雙,所江反,生二江平,sroeung,4,愯,《左傳》曰：“駟氏愯。”
74,2294,10410,3,12,2,江,龐,蒲江反,並二江平,boeung,1,龐,蒲江反。人姓。二。
74,2295,10410,3,12,3,江,龐,蒲江反,並二江平,boeung,2,胮,〻〈胮〉肛，大脹皃。
75,2303,10411,3,12,4,江,肛,許江反,曉二江平,hoeung,1,肛,許江反。大。二。
75,2304,10411,3,12,5,江,肛,許江反,曉二江平,hoeung,2,舽,舩舽，舩。
76,2322,10413,3,12,6,江,腔,苦江反,溪二江平,khoeung,1,腔,苦江反。羊腔。五。
76,2323,10413,3,12,7,江,腔,苦江反,溪二江平,khoeung,2,控,打。
76,2324,10413,3,12,8,江,腔,苦江反,溪二江平,khoeung,3,悾,信皃。
76,2325,10413,3,12,9,江,腔,苦江反,溪二江平,khoeung,4,跫,蹋地聲。
76,2326,10413,3,12,10,江,腔,苦江反,溪二江平,khoeung,5,涳,直流。
77,2339,10414,3,12,11,江,幢,宅江反,澄二江平,droeung,1,幢,宅江反。旛憧。三。
77,2340,10414,3,12,12,江,幢,宅江反,澄二江平,droeung,2,撞,〻〈撞〉突。
77,2341,10414,3,13,1,江,幢,宅江反,澄二江平,droeung,3,橦,木名。又徒東反。花可為布。
78,2351,10415,3,13,2,江,憃,丑江反,徹二江平,trhoeung,1,憃,丑江反。愚。又丑龍、丑用反三音。二。
78,2352,10415,3,13,3,江,憃,丑江反,徹二江平,trhoeung,2,䚎,直視皃。目不明。又丑巷反。
79,2358,10416,3,13,4,江,樁,都江反,知二江平,troeung,1,樁,都江反。橛。一。
80,2398,10501,3,13,5,支,支,章移反,章開三支平,tjie,1,支,章移反。計。十五。
80,2399,10501,3,13,6,支,支,章移反,章開三支平,tjie,2,巵,酒器。
80,2400,10501,3,13,7,支,支,章移反,章開三支平,tjie,3,枝,條。
80,2401,10501,3,13,8,支,支,章移反,章開三支平,tjie,4,㽻,病。
80,2402,10501,3,13,9,支,支,章移反,章開三支平,tjie,5,衹,適。又渠䐗反。
80,2403,10501,3,14,1,支,支,章移反,章開三支平,tjie,6,䃽,秖䃽，胡衣。
80,2404,10501,3,14,2,支,支,章移反,章開三支平,tjie,7,肢,體〻〈肢〉。
80,2405,10501,3,14,3,支,支,章移反,章開三支平,tjie,8,禔,福。
80,2406,10501,3,14,4,支,支,章移反,章開三支平,tjie,9,梔,〻〈梔〉子，林蘭。
80,2407,10501,3,14,5,支,支,章移反,章開三支平,tjie,10,䓜,榆莢。亦作𦽘。
80,2408,10501,3,14,6,支,支,章移反,章開三支平,tjie,11,榰,拄。
80,2409,10501,3,14,7,支,支,章移反,章開三支平,tjie,12,馶,馬強。
80,2410,10501,3,14,8,支,支,章移反,章開三支平,tjie,13,䧴,〻〈䧴〉鵲，觀名。
80,2411,10501,3,14,9,支,支,章移反,章開三支平,tjie,14,㲍,雜。
80,2412,10501,3,14,10,支,支,章移反,章開三支平,tjie,15,多,【〻】。又得何反。
81,2472,10502,3,14,11,支,移,弋支反,以開三支平,jie,1,移,弋支反。卄五。
81,2473,10502,3,14,12,支,移,弋支反,以開三支平,jie,2,暆,東暆縣，在樂浪。
81,2474,10502,3,15,1,支,移,弋支反,以開三支平,jie,3,迤,逶〻〈迤〉。
81,2475,10502,3,15,2,支,移,弋支反,以開三支平,jie,4,𤝻,獸名，似犬，見則有兵。
81,2476,10502,3,15,3,支,移,弋支反,以開三支平,jie,5,栘,扶移，木名。
81,2477,10502,3,15,4,支,移,弋支反,以開三支平,jie,6,搋,〻〈搋〉歈，手相弄。又以遮反。歈字，以周反。
81,2478,10502,3,15,5,支,移,弋支反,以開三支平,jie,7,𨠑,酒。
81,2479,10502,3,15,6,支,移,弋支反,以開三支平,jie,8,匜,杯𠤷，似稀。又羊氏反。
81,2480,10502,3,15,7,支,移,弋支反,以開三支平,jie,9,椸,衣架。
81,2481,10502,3,15,8,支,移,弋支反,以開三支平,jie,10,栘,加。文離。
81,2482,10502,3,15,9,支,移,弋支反,以開三支平,jie,11,螔,蝓。
81,2483,10502,3,15,10,支,移,弋支反,以開三支平,jie,12,袘,袖。
81,2484,10502,3,15,11,支,移,弋支反,以開三支平,jie,13,蛇,《詩》云：“委蛇”，古云“噫蛇是畏”。音乘遮反。二。
81,2485,10502,3,16,1,支,移,弋支反,以開三支平,jie,14,扅,㧀。亦作𢨴。
81,2486,10502,3,16,2,支,移,弋支反,以開三支平,jie,15,熪,燫。
81,2487,10502,3,16,3,支,移,弋支反,以開三支平,jie,16,忯,愛。又渠支反。
81,2488,10502,3,16,4,支,移,弋支反,以開三支平,jie,17,㥴,不憂事。又餘枳反。
81,2489,10502,3,16,5,支,移,弋支反,以開三支平,jie,18,𧦧,淺意。
81,2490,10502,3,16,6,支,移,弋支反,以開三支平,jie,19,俿,〻〈俿〉揄。亦作𣣢。
81,2491,10502,3,16,7,支,移,弋支反,以開三支平,jie,20,簃,閤連邊小屋。
81,2492,10502,3,16,8,支,移,弋支反,以開三支平,jie,21,䔟,萎〻〈䔟〉。
82,2524,10503,3,16,9,支,爲,薳支反,云合三B支平,ue,1,爲,薳支反。作。通俗作為。又榮偽反。二。
82,2525,10503,3,17,1,支,爲,薳支反,云合三B支平,ue,2,潙,水名，出新陽。又君偽反。
83,2533,10504,3,17,2,支,嬀,君爲反,見合三B支平,kue,1,嬀,君為反。姓。二。
83,2534,10504,3,17,3,支,嬀,君爲反,見合三B支平,kue,2,潙,水，出新陽。
84,2545,10505,3,17,4,支,麾,許爲反,曉合三B支平,hue,1,麾,許為反。𢫾。五。
84,2546,10505,3,17,5,支,麾,許爲反,曉合三B支平,hue,2,撝,謙。一曰手𢫾。
84,2547,10505,3,17,6,支,麾,許爲反,曉合三B支平,hue,3,噅,口不正。
84,2548,10505,3,17,7,支,麾,許爲反,曉合三B支平,hue,4,䧦,鄭地。一又爲詭反。
84,2549,10505,3,17,8,支,麾,許爲反,曉合三B支平,hue,5,𩻟,大魚名。
85,2570,10506,3,17,9,支,逶,於爲反,影合三B支平,que,1,逶,於爲反。八。
85,2571,10506,3,17,10,支,逶,於爲反,影合三B支平,que,2,𣨙,枯死。
85,2572,10506,3,17,11,支,逶,於爲反,影合三B支平,que,3,萎,蔫菸。
85,2573,10506,3,17,12,支,逶,於爲反,影合三B支平,que,4,㮃,細器。
85,2574,10506,3,18,1,支,逶,於爲反,影合三B支平,que,5,覣,好視。
85,2575,10506,3,18,2,支,逶,於爲反,影合三B支平,que,6,䴧,𦏋。
85,2576,10506,3,18,3,支,逶,於爲反,影合三B支平,que,7,蟡,水精名。
85,2577,10506,3,18,4,支,逶,於爲反,影合三B支平,que,8,倭,愼皃。又烏和反。
86,2603,10507,3,18,5,支,糜,靡爲反,明三B支平,mye,1,麋,靡為反。粥。亦作糜、⿰米麋。五。
86,2604,10507,3,18,6,支,糜,靡爲反,明三B支平,mye,2,𪎭,穄。
86,2605,10507,3,18,7,支,糜,靡爲反,明三B支平,mye,3,縻,〻〈縻〉爵。亦作𥿫。或牛𠿉。
86,2606,10507,3,18,8,支,糜,靡爲反,明三B支平,mye,4,㸏,乘輿金耳。又文彼反。
86,2607,10507,3,18,9,支,糜,靡爲反,明三B支平,mye,5,𦗕,乘輿金耳。上是〻〈㸏〉爛。
87,2628,10508,3,18,10,支,隳,許隨反,曉合三A支平,hwie,1,隳,許隨反。毀。六。
87,2629,10508,3,19,1,支,隳,許隨反,曉合三A支平,hwie,2,眭,〻〈眭〉𥃳，健皃。𥃳字，旭俱反。
87,2630,10508,3,19,2,支,隳,許隨反,曉合三A支平,hwie,3,觿,角錐，童子佩之。又胡圭反。
87,2631,10508,3,19,3,支,隳,許隨反,曉合三A支平,hwie,4,𧨧,相毀。
87,2632,10508,3,19,4,支,隳,許隨反,曉合三A支平,hwie,5,蘳,果實見皃。
87,2633,10508,3,19,5,支,隳,許隨反,曉合三A支平,hwie,6,睢,仰目。又許蔡反。
88,2646,10509,3,19,6,支,鬌,直垂反,澄合三支平,drwie,1,鬌,直垂反。髮落。三。
88,2647,10509,3,19,7,支,鬌,直垂反,澄合三支平,drwie,2,錘,八銖。又馳偽反。
88,2648,10509,3,19,8,支,鬌,直垂反,澄合三支平,drwie,3,甀,甖。又馳累反。
89,2661,10510,3,19,9,支,垂,是爲反,常合三支平,djwie,1,垂,是為反。下。七。
89,2662,10510,3,20,1,支,垂,是爲反,常合三支平,djwie,2,陲,邊。
89,2663,10510,3,20,2,支,垂,是爲反,常合三支平,djwie,3,倕,重。
89,2664,10510,3,20,3,支,垂,是爲反,常合三支平,djwie,4,𡸁,小口甖。
89,2665,10510,3,20,4,支,垂,是爲反,常合三支平,djwie,5,𨿠,雅。又時惴反。
89,2666,10510,3,20,5,支,垂,是爲反,常合三支平,djwie,6,篅,𥫱。亦圌。又市縁反。
89,2667,10510,3,20,6,支,垂,是爲反,常合三支平,djwie,7,𠃀,草木𦯧懸。
90,2678,10511,3,20,7,支,羸,力爲反,來合三支平,lwie,1,羸,力為反。瘦劣。一。
91,2688,10512,3,20,8,支,吹,昌爲反,昌合三支平,tjhwie,1,吹,昌為反。又尺偽反。三。
91,2689,10512,3,20,9,支,吹,昌爲反,昌合三支平,tjhwie,2,炊,火氣。
91,2690,10512,3,20,10,支,吹,昌爲反,昌合三支平,tjhwie,3,䶴,𮊸管。又尺偽反。
92,2714,10513,3,20,11,支,鈹,敷羈反,滂三B支平,phye,1,鈹,敷羈反。㦸。八。
92,2715,10513,3,20,12,支,鈹,敷羈反,滂三B支平,phye,2,帔,巾。又芳髮反。
92,2716,10513,3,21,1,支,鈹,敷羈反,滂三B支平,phye,3,鮍,魚〻〈鮍〉。
92,2717,10513,3,21,2,支,鈹,敷羈反,滂三B支平,phye,4,披,散衣曰〻〈披〉。
92,2718,10513,3,21,3,支,鈹,敷羈反,滂三B支平,phye,5,𤱍,耕外奮場。亦作耚字。
92,2719,10513,3,21,4,支,鈹,敷羈反,滂三B支平,phye,6,旇,旗。
92,2720,10513,3,21,5,支,鈹,敷羈反,滂三B支平,phye,7,㩺,器破。又皮美反。
92,2721,10513,3,21,6,支,鈹,敷羈反,滂三B支平,phye,8,秛,水租。
93,2747,10514,3,21,7,支,陂,彼爲反,幫三B支平,pye,1,陂,彼為反。塘。或作坡。七。
93,2748,10514,3,21,8,支,陂,彼爲反,幫三B支平,pye,2,詖,辯辝。
93,2749,10514,3,21,9,支,陂,彼爲反,幫三B支平,pye,3,𥓓,行記。
93,2750,10514,3,21,10,支,陂,彼爲反,幫三B支平,pye,4,羆,貑〻〈羆〉。
93,2751,10514,3,21,11,支,陂,彼爲反,幫三B支平,pye,5,𨰟,抬屬。
