小韻號,鈴木ID,鈴木小韻號,頁號,行號,字號,韻目原貌,首字,反切,地位,切韻拼音,小韻內字序,字頭,釋義
3349,57879,51742,43,7,1,薛,屮,丑列反,徹開三仙入,trhiet,2,𧤇,⿰角又。又丑例反。
3350,57893,51743,43,7,2,薛,娎,許列反,曉開三B仙入,hyet,1,娎,許列反。喜皃。一。
3351,57900,51744,43,7,3,薛,啜,處雪反,昌合三仙入,tjhwiet,1,啜,䖏雪反。甞。一。
3352,57906,51745,43,7,4,薛,㔍,廁別反,初合三仙入,tsrhuet,1,箾,廁別反。割斷聲。今音測八反。一。
3353,57913,51746,43,7,5,薛,乴,寺絕反,邪合三仙入,zwiet,1,乴,寺絶反。拈戾。一。
3354,60759,52301,43,8,1,錫,錫,先擊反,心開四青入,sek,1,錫,先擊反。賜。十。
3354,60760,52301,43,8,2,錫,錫,先擊反,心開四青入,sek,2,析,分。亦作𣂔。
3354,60761,52301,43,8,3,錫,錫,先擊反,心開四青入,sek,3,裼,袒〻〈裼〉。
3354,60762,52301,43,8,4,錫,錫,先擊反,心開四青入,sek,4,晳,白色。
3354,60763,52301,43,8,5,錫,錫,先擊反,心開四青入,sek,5,緆,細布。亦作𪎥。
3354,60764,52301,43,8,6,錫,錫,先擊反,心開四青入,sek,6,蜴,〻〈蜴〉蜥錯。
3354,60765,52301,43,8,7,錫,錫,先擊反,心開四青入,sek,7,蜥,〻〈蜥〉蜴。在草曰蜥蜴，在宫曰蝘蜓。
3354,60766,52301,43,8,8,錫,錫,先擊反,心開四青入,sek,8,淅,〻〈淅〉擇米。
3354,60767,52301,43,8,9,錫,錫,先擊反,心開四青入,sek,9,惁,敬【〻】。
3354,60768,52301,43,8,10,錫,錫,先擊反,心開四青入,sek,10,㱤,㱸〻〈㱤〉。
3354,60769,52301,43,8,11,錫,錫,先擊反,心開四青入,sek,11,𧋐,〻〈𧋐〉𧐎。
3355,60810,52302,43,8,12,錫,激,古歷反,見開四青入,kek,1,激,古歷反。濺。又古竅、居略二反。七。
3355,60811,52302,43,9,1,錫,激,古歷反,見開四青入,kek,2,擊,拆打。
3355,60812,52302,43,9,2,錫,激,古歷反,見開四青入,kek,3,墼,土。
3355,60813,52302,43,9,3,錫,激,古歷反,見開四青入,kek,4,鸄,鳥名。
3355,60814,52302,43,9,3.1,錫,激,古歷反,見開四青入,kek,4.1,［敫］,［］
3355,60815,52302,43,9,4,錫,激,古歷反,見開四青入,kek,5,𦼷,草。又公地反。
3355,60816,52302,43,9,5,錫,激,古歷反,見開四青入,kek,6,𥨿,迫泥。
3356,60838,52303,43,9,6,錫,霹,普激反,滂四青入,phek,1,霹,普激反。〻〈霹〉靂。四。
3356,60839,52303,43,9,7,錫,霹,普激反,滂四青入,phek,2,劈,破【〻】。
3356,60840,52303,43,9,8,錫,霹,普激反,滂四青入,phek,3,憵,急速。
3356,60841,52303,43,9,9,錫,霹,普激反,滂四青入,phek,4,釽,裁木為器。
3357,60903,52304,43,9,10,錫,靂,閭激反,來開四青入,lek,1,靂,閭激反。霹〻〈靂〉，雷電。卅三。
3357,60904,52304,43,10,1,錫,靂,閭激反,來開四青入,lek,2,䟐,〻〈䟐〉趚，行皃。又七昔反。
3357,60905,52304,43,10,2,錫,靂,閭激反,來開四青入,lek,3,酈,〻〈酈〉，縣名，在南陽。又力知反。
3357,60906,52304,43,10,3,錫,靂,閭激反,來開四青入,lek,4,𤻤,瘰〻〈𤻤〉，病。
3357,60907,52304,43,10,4,錫,靂,閭激反,來開四青入,lek,5,轢,車踐〻〈轢〉人。又盧各反。
3357,60908,52304,43,10,5,錫,靂,閭激反,來開四青入,lek,6,瓅,珠〻〈瓅〉。亦作皪。
3357,60909,52304,43,10,6,錫,靂,閭激反,來開四青入,lek,7,鎘,鎗〻〈鎘〉。
3357,60910,52304,43,10,7,錫,靂,閭激反,來開四青入,lek,8,礫,砂〻〈礫〉。
3357,60911,52304,43,10,8,錫,靂,閭激反,來開四青入,lek,9,秝,禾稀。
3357,60912,52304,43,10,9,錫,靂,閭激反,來開四青入,lek,10,櫪,馬槽。
3357,60913,52304,43,10,9.1,錫,靂,閭激反,來開四青入,lek,10.1,［䍽］,［］
3357,60914,52304,43,10,10,錫,靂,閭激反,來開四青入,lek,11,櫟,木名。
3357,60915,52304,43,11,1,錫,靂,閭激反,來開四青入,lek,12,𩽏,魚名。
3357,60916,52304,43,11,2,錫,靂,閭激反,來開四青入,lek,13,蒚,山䔉。
3357,60917,52304,43,11,3,錫,靂,閭激反,來開四青入,lek,14,鬲,縣名，在平原。又古核反。亦作䰛、𩰲字。
3357,60918,52304,43,11,4,錫,靂,閭激反,來開四青入,lek,15,䮥,馬色。
3357,60919,52304,43,11,5,錫,靂,閭激反,來開四青入,lek,16,𧘫,纒。
3357,60920,52304,43,11,6,錫,靂,閭激反,來開四青入,lek,17,䤙,𨢎〻〈䤙〉。
3357,60921,52304,43,11,6.1,錫,靂,閭激反,來開四青入,lek,17.1,［𠪱］,［］
3357,60922,52304,43,11,7,錫,靂,閭激反,來開四青入,lek,18,磿,石聲。
3357,60923,52304,43,11,8,錫,靂,閭激反,來開四青入,lek,19,厤,理。
3357,60924,52304,43,11,9,錫,靂,閭激反,來開四青入,lek,20,曆,〻〈曆〉象。
3357,60925,52304,43,11,10,錫,靂,閭激反,來開四青入,lek,21,𨢌,下酒。
3357,60926,52304,43,11,11,錫,靂,閭激反,來開四青入,lek,22,擽,捎。
3357,60927,52304,43,11,12,錫,靂,閭激反,來開四青入,lek,23,𦠓,䐎。
3357,60928,52304,43,12,1,錫,靂,閭激反,來開四青入,lek,24,㽁,鼎屬。
3357,60929,52304,43,12,2,錫,靂,閭激反,來開四青入,lek,25,𡳸,履下。
3357,60930,52304,43,12,3,錫,靂,閭激反,來開四青入,lek,26,㔏,劙〻〈㔏〉。
3357,60931,52304,43,12,4,錫,靂,閭激反,來開四青入,lek,27,𪅼,鳥名。
3357,60932,52304,43,12,5,錫,靂,閭激反,來開四青入,lek,28,𧤜,鷄𧣻。
3357,60933,52304,43,12,6,錫,靂,閭激反,來開四青入,lek,29,觻,角鋒。
3357,60934,52304,43,12,7,錫,靂,閭激反,來開四青入,lek,30,𥽗,雜〻〈𥽗〉。
3357,60935,52304,43,12,8,錫,靂,閭激反,來開四青入,lek,31,藶,葶〻〈藶〉。
3358,61033,52305,43,12,9,錫,的,都歷反,端開四青入,tek,1,的,都歷反。𢫾的。亦作㢩。十七。
3358,61034,52305,43,12,10,錫,的,都歷反,端開四青入,tek,2,適,從。又之石、始石二反。
3358,61035,52305,43,12,11,錫,的,都歷反,端開四青入,tek,3,嫡,正〻〈嫡〉。
3358,61036,52305,43,12,12,錫,的,都歷反,端開四青入,tek,4,甋,瓴〻〈甋〉，甎。
3358,61037,52305,43,13,1,錫,的,都歷反,端開四青入,tek,5,靮,馬韁。
3358,61038,52305,43,13,2,錫,的,都歷反,端開四青入,tek,6,鏑,箭鏃。
3358,61039,52305,43,13,3,錫,的,都歷反,端開四青入,tek,7,馰,馬【〻】。
3358,61040,52305,43,13,4,錫,的,都歷反,端開四青入,tek,8,𤁷,水〻〈𤁷〉。
3358,61041,52305,43,13,5,錫,的,都歷反,端開四青入,tek,9,肑,腹下肉。
3358,61042,52305,43,13,6,錫,的,都歷反,端開四青入,tek,10,𥕐,磓〻〈𥕐〉。
3358,61043,52305,43,13,7,錫,的,都歷反,端開四青入,tek,11,玓,〻〈玓〉瓅。
3358,61044,52305,43,13,8,錫,的,都歷反,端開四青入,tek,12,扚,引【〻】。
3358,61045,52305,43,13,9,錫,的,都歷反,端開四青入,tek,13,𨑩,至。又都叫反。
3358,61046,52305,43,13,10,錫,的,都歷反,端開四青入,tek,14,𣂉,量【〻】。
3358,61047,52305,43,13,11,錫,的,都歷反,端開四青入,tek,15,䶂,鼠【〻】。
3358,61048,52305,43,13,12,錫,的,都歷反,端開四青入,tek,16,芍,蓮中子。又下子、余且略二反。
3358,61049,52305,43,13,13,錫,的,都歷反,端開四青入,tek,17,杓,柄。又市灼反。
3359,61107,52306,43,14,1,錫,撽〈檄〉,胡狄反,匣開四青入,ghek,1,撽,胡狄反。擊。五。
3359,61108,52306,43,14,2,錫,撽〈檄〉,胡狄反,匣開四青入,ghek,2,覡,男師曰〻〈覡〉，女師曰巫。
3359,61109,52306,43,14,3,錫,撽〈檄〉,胡狄反,匣開四青入,ghek,3,薂,蓮實。又下了反。
3359,61110,52306,43,14,4,錫,撽〈檄〉,胡狄反,匣開四青入,ghek,4,椺,鍾〻〈椺〉。又胡革反。
3359,61111,52306,43,14,5,錫,撽〈檄〉,胡狄反,匣開四青入,ghek,5,䚫,龜骨。
3360,61128,52307,43,14,6,錫,鷁,五歷反,疑開四青入,ngek,1,鷁,五𠪱反。水鳥。或作鶂。
3360,61129,52307,43,14,7,錫,鷁,五歷反,疑開四青入,ngek,2,艗,〻〈艗〉舟。亦作搤。
3360,61130,52307,43,14,8,錫,鷁,五歷反,疑開四青入,ngek,3,𧄞,綬。亦作⿱艹鷁。
3360,61131,52307,43,14,9,錫,鷁,五歷反,疑開四青入,ngek,4,𠩫,石地𢙣。
3361,61169,52308,43,15,1,錫,荻,徒歷反,定開四青入,dek,1,荻,徒𠪱反。亦作⿱𥫗適。
3361,61170,52308,43,15,2,錫,荻,徒歷反,定開四青入,dek,2,狄,北〻〈狄〉。
3361,61171,52308,43,15,3,錫,荻,徒歷反,定開四青入,dek,3,敵,對〻〈敵〉。
3361,61172,52308,43,15,4,錫,荻,徒歷反,定開四青入,dek,4,翟,〻〈翟〉雉。
3361,61173,52308,43,15,5,錫,荻,徒歷反,定開四青入,dek,5,籊,竹竿。
3361,61174,52308,43,15,6,錫,荻,徒歷反,定開四青入,dek,6,迪,道。
3361,61175,52308,43,15,7,錫,荻,徒歷反,定開四青入,dek,7,覿,見。
3361,61176,52308,43,15,8,錫,荻,徒歷反,定開四青入,dek,8,笛,長〻〈笛〉，樂器。
3361,61177,52308,43,15,9,錫,荻,徒歷反,定開四青入,dek,9,糴,入米。
3361,61178,52308,43,15,10,錫,荻,徒歷反,定開四青入,dek,10,滌,洗。
3361,61179,52308,43,15,11,錫,荻,徒歷反,定開四青入,dek,11,邮,郷名。
3361,61180,52308,43,15,12,錫,荻,徒歷反,定開四青入,dek,12,頔,好。
3361,61181,52308,43,15,12.1,錫,荻,徒歷反,定開四青入,dek,12.1,［揪］,［］
3361,61182,52308,43,15,13,錫,荻,徒歷反,定開四青入,dek,13,苖,⿱艹循。又他六反。
3361,61183,52308,43,16,1,錫,荻,徒歷反,定開四青入,dek,14,䢮,雨。
3361,61184,52308,43,16,2,錫,荻,徒歷反,定開四青入,dek,15,㹍,特牛。
3361,61185,52308,43,16,3,錫,荻,徒歷反,定開四青入,dek,16,滷,鹹。又齒亦反。
3362,61251,52309,43,16,4,錫,逖,他歷反,透開四青入,thek,1,逖,他𠪱反。逺。十二。
3362,61252,52309,43,16,5,錫,逖,他歷反,透開四青入,thek,2,倜,〻〈倜〉儻。
3362,61253,52309,43,16,6,錫,逖,他歷反,透開四青入,thek,3,詆,〻〈詆〉䛢。
3362,61254,52309,43,16,7,錫,逖,他歷反,透開四青入,thek,4,趯,跳皃。
3362,61255,52309,43,16,8,錫,逖,他歷反,透開四青入,thek,5,剔,解骨。亦作𩮜。
3362,61256,52309,43,16,9,錫,逖,他歷反,透開四青入,thek,6,惕,憂〻〈惕〉。
3362,61257,52309,43,16,10,錫,逖,他歷反,透開四青入,thek,7,𥉉,失意視。
3362,61258,52309,43,16,11,錫,逖,他歷反,透開四青入,thek,8,䚐,𧡎視。亦作䚍。
3362,61259,52309,43,17,1,錫,逖,他歷反,透開四青入,thek,9,𢞒,軟〻〈𢞒〉。
3362,61260,52309,43,17,2,錫,逖,他歷反,透開四青入,thek,10,⿱艹循,蓧〻〈⿱艹循〉。
3362,61261,52309,43,17,3,錫,逖,他歷反,透開四青入,thek,11,𤈑,望見火。
3362,61262,52309,43,17,4,錫,逖,他歷反,透開四青入,thek,12,籊,竹〻〈籊〉。
3363,61304,52310,43,17,5,錫,績,則歷反,精開四青入,tsek,1,績,則𠪱反。緝〻〈績〉。三。
3363,61305,52310,43,17,6,錫,績,則歷反,精開四青入,tsek,2,勣,功。
3363,61306,52310,43,17,7,錫,績,則歷反,精開四青入,tsek,3,⿰扌責,𢶫。
3364,61328,52311,43,17,8,錫,燩,去激反,溪開四青入,khek,1,燩,去激反。乾𤍜。七。
3364,61329,52311,43,17,9,錫,燩,去激反,溪開四青入,khek,2,𢶡,傍擊。
3364,61330,52311,43,17,10,錫,燩,去激反,溪開四青入,khek,3,𣪠,功。《漢書》曰：“政苦〻〈𣪠〉淡。”
3364,61331,52311,43,17,11,錫,燩,去激反,溪開四青入,khek,4,喫,㗖。
3364,61332,52311,43,17,12,錫,燩,去激反,溪開四青入,khek,5,𢿣,䚫〻〈𢿣〉。又五交、口彫二反。
3364,61333,52311,43,18,1,錫,燩,去激反,溪開四青入,khek,6,䍊,吹。
3364,61334,52311,43,18,2,錫,燩,去激反,溪開四青入,khek,7,⿰矛⿱艹匂,矛。
3365,61354,52312,43,18,3,錫,惄,奴歷反,泥開四青入,nek,1,惄,奴𠪱反。飢憂。亦⿱𠦑心。三。
3365,61355,52312,43,18,4,錫,惄,奴歷反,泥開四青入,nek,2,溺,沒水。
3365,61356,52312,43,18,5,錫,惄,奴歷反,泥開四青入,nek,3,愵,恒憂。
3366,61371,52313,43,18,6,錫,寂,昨歷反,從開四青入,dzek,1,寂,昨𠪱反。靜〻〈寂〉。三。
3366,61372,52313,43,18,7,錫,寂,昨歷反,從開四青入,dzek,2,𠴫,嗼。
3366,61373,52313,43,18,8,錫,寂,昨歷反,從開四青入,dzek,3,䚐,目赤。
3367,61401,52314,43,18,9,錫,覓,莫歷反,明四青入,mek,1,覓,莫𠪱反。求。十六。
3367,61402,52314,43,18,10,錫,覓,莫歷反,明四青入,mek,2,⿰⿱𡰪巾辛,車覆軨。
3367,61403,52314,43,18,11,錫,覓,莫歷反,明四青入,mek,3,幎,覆。
3367,61404,52314,43,19,1,錫,覓,莫歷反,明四青入,mek,4,䮭,馬多驚。
3367,61405,52314,43,19,2,錫,覓,莫歷反,明四青入,mek,5,糸,細𢇁。
3367,61406,52314,43,19,3,錫,覓,莫歷反,明四青入,mek,6,鼏,鼎盖。
3367,61407,52314,43,19,4,錫,覓,莫歷反,明四青入,mek,7,羃,覆食巾。夲作冖。
3367,61408,52314,43,19,5,錫,覓,莫歷反,明四青入,mek,8,汨,水，在豫章。
3367,61409,52314,43,19,6,錫,覓,莫歷反,明四青入,mek,9,𧐎,𧋐〻〈𧐎〉。
3367,61410,52314,43,19,7,錫,覓,莫歷反,明四青入,mek,10,𨢎,〻〈𨢎〉⿱⿰酉豕䖵，酪滓。
3367,61411,52314,43,19,8,錫,覓,莫歷反,明四青入,mek,11,塓,塗。
3367,61412,52314,43,19,9,錫,覓,莫歷反,明四青入,mek,12,覭,小見。又莫經反。
3367,61413,52314,43,19,10,錫,覓,莫歷反,明四青入,mek,13,蓂,軬帶。
3367,61414,52314,43,19,11,錫,覓,莫歷反,明四青入,mek,14,䌐,𦃰。
3367,61415,52314,43,19,12,錫,覓,莫歷反,明四青入,mek,15,⿰豕見,白豕黒頭。
3367,61416,52314,43,20,1,錫,覓,莫歷反,明四青入,mek,16,冖,巾〻〈冖〉。
3368,61461,52315,43,20,2,錫,甓,扶歷反,並四青入,bek,1,甓,扶𠪱反。甎。七。
3368,61462,52315,43,20,3,錫,甓,扶歷反,並四青入,bek,2,鷿,鳥名。
3368,61463,52315,43,20,4,錫,甓,扶歷反,並四青入,bek,3,椑,大棺。
3369,61479,52316,43,20,5,錫,壁,北激反,幫四青入,pek,1,𨐧,又北激反。壘〻〈𨐧〉。
3369,61480,52316,43,20,6,錫,壁,北激反,幫四青入,pek,2,⿰辟龜,𪚵〻〈⿰辟龜〉，龜類。
3369,61481,52316,43,20,7,錫,壁,北激反,幫四青入,pek,3,廦,室。
3369,61482,52316,43,20,8,錫,壁,北激反,幫四青入,pek,4,綼,紷。又蒱袟反。
3370,61495,52317,43,20,9,錫,闃,苦鶪反,溪合四青入,khwek,1,闃,苦鶪反。寂〻〈闃〉。二。
3370,61496,52317,43,20,10,錫,闃,苦鶪反,溪合四青入,khwek,2,䠐,踞【〻】。
3371,61513,52318,43,20,11,錫,郹,古闃反,見合四青入,kwek,1,郹,古闃反。邑名，在蔡。六。
3371,61514,52318,43,21,1,錫,郹,古闃反,見合四青入,kwek,2,鶪,伯勞。
3371,61515,52318,43,21,2,錫,郹,古闃反,見合四青入,kwek,3,狊,張目。
3371,61516,52318,43,21,3,錫,郹,古闃反,見合四青入,kwek,4,湨,水名，在河内。
3371,61517,52318,43,21,4,錫,郹,古闃反,見合四青入,kwek,5,鼳,似鼠。
3371,61518,52318,43,21,5,錫,郹,古闃反,見合四青入,kwek,6,犑,牛。
3372,61545,52319,43,21,6,錫,戚,倉歷反,清開四青入,tshek,1,戚,倉歷反。七。
3372,61546,52319,43,21,7,錫,戚,倉歷反,清開四青入,tshek,2,慼,憂〻〈慼〉。
3372,61547,52319,43,21,8,錫,戚,倉歷反,清開四青入,tshek,3,䥢,守夜鼓。
3372,61548,52319,43,21,9,錫,戚,倉歷反,清開四青入,tshek,4,𪔑,夜戒鼓。
3372,61549,52319,43,21,10,錫,戚,倉歷反,清開四青入,tshek,5,鏚,干〻〈鏚〉。
3372,61550,52319,43,21,11,錫,戚,倉歷反,清開四青入,tshek,6,𧐶,蟾蠩。
3372,61551,52319,43,21,12,錫,戚,倉歷反,清開四青入,tshek,7,䚂,䙾人。
3373,61577,52320/1,43,22,1,錫,赥,許狄反,曉開四青入,hek,1,赥,許狄反。𥬇聲。五。
3373,61578,52320/1,43,22,2,錫,赥,許狄反,曉開四青入,hek,2,䦧,𮤟〻〈䦧〉。
3373,61579,52320/1,43,22,3,錫,赥,許狄反,曉開四青入,hek,3,𧨃,私訟。
3373,61580,52320/1,43,22,4,錫,赥,許狄反,曉開四青入,hek,4,䈪,籮屬。亦作𥮬字。
3373,61581,52320/1,43,22,5,錫,赥,許狄反,曉開四青入,hek,5,⿰氵䦧,惶恐。
3374,61582,52320/2,43,22,6,錫,𪕯,胡狄反,匣開四青入,ghek,1,𪕯,胡狄反。又胡姪反。似鼠而倉色。一。
3375,60029,52201,43,22,7,昔,昔,私積反,心開三清入,siaek,1,昔,私積反。正作㫺。十。
3375,60030,52201,43,22,8,昔,昔,私積反,心開三清入,siaek,2,惜,愛〻〈惜〉。
3375,60031,52201,43,22,9,昔,昔,私積反,心開三清入,siaek,3,腊,脯。
3375,60032,52201,43,23,1,昔,昔,私積反,心開三清入,siaek,4,㵼,鹹。
3375,60033,52201,43,23,2,昔,昔,私積反,心開三清入,siaek,5,⿰石冩,柱下石。
3375,60034,52201,43,23,3,昔,昔,私積反,心開三清入,siaek,6,舄,履〻〈舄〉。
3375,60035,52201,43,23,4,昔,昔,私積反,心開三清入,siaek,7,蕮,芥。
3375,60036,52201,43,23,5,昔,昔,私積反,心開三清入,siaek,8,棤,皮昔甲。或作皵。
3375,60037,52201,43,23,5.1,昔,昔,私積反,心開三清入,siaek,8.1,［焟］,［］
3375,60038,52201,43,23,6,昔,昔,私積反,心開三清入,siaek,9,鬄,髢髮。
3376,60076,52202,43,23,7,昔,積,資亦反,精開三清入,tsiaek,1,積,資亦反。聚。
3376,60077,52202,43,23,8,昔,積,資亦反,精開三清入,tsiaek,2,脊,背。
3376,60078,52202,43,23,9,昔,積,資亦反,精開三清入,tsiaek,3,蹐,〻〈蹐〉地。
3376,60079,52202,43,23,10,昔,積,資亦反,精開三清入,tsiaek,4,迹,足〻〈迹〉。
3376,60080,52202,43,23,11,昔,積,資亦反,精開三清入,tsiaek,5,借,假。又資夜反。
3376,60081,52202,43,23,12,昔,積,資亦反,精開三清入,tsiaek,6,踖,踧。
3376,60082,52202,43,24,1,昔,積,資亦反,精開三清入,tsiaek,7,𪃹,〻〈𪃹〉鴒，鳥。
3376,60083,52202,43,24,2,昔,積,資亦反,精開三清入,tsiaek,8,𩺀,魚名。
3376,60084,52202,43,24,3,昔,積,資亦反,精開三清入,tsiaek,9,䃊,𥒰。
3376,60085,52202,43,24,4,昔,積,資亦反,精開三清入,tsiaek,10,襀,襞。
3376,60086,52202,43,24,5,昔,積,資亦反,精開三清入,tsiaek,11,𧐐,貝小虫者。
3376,60087,52202,43,24,6,昔,積,資亦反,精開三清入,tsiaek,12,㵶,小水。
3376,60088,52202,43,24,7,昔,積,資亦反,精開三清入,tsiaek,13,𦟝,背旅。
3377,60115,52203,43,24,8,昔,益,伊昔反,影開三A清入,qiaek,1,益,伊昔反。《說文》：“水注皿。從横水，從皿。”添。亦作■。七。
3377,60116,52203,43,24,9,昔,益,伊昔反,影開三A清入,qiaek,2,謚,𥬇皃。
3377,60117,52203,43,24,10,昔,益,伊昔反,影開三A清入,qiaek,3,嗌,喉上。
3377,60118,52203,43,24,11,昔,益,伊昔反,影開三A清入,qiaek,4,齸,麋噍。
3377,60119,52203,43,25,1,昔,益,伊昔反,影開三A清入,qiaek,5,膉,脰肉。
3377,60120,52203,43,25,2,昔,益,伊昔反,影開三A清入,qiaek,6,𦶩,〻〈𦶩〉母，菜。
3377,60121,52203,43,25,3,昔,益,伊昔反,影開三A清入,qiaek,7,𨜶,地名。
3378,60175,52204,43,25,4,昔,繹,羊益反,以開三清入,jiaek,1,繹,理。羊益反。卄六。
3378,60176,52204,43,25,5,昔,繹,羊益反,以開三清入,jiaek,2,𥜃,重祭名。或作䭞。
3378,60177,52204,43,25,6,昔,繹,羊益反,以開三清入,jiaek,3,亦,重。
3378,60178,52204,43,25,7,昔,繹,羊益反,以開三清入,jiaek,4,弈,博〻〈弈〉。
3378,60179,52204,43,25,8,昔,繹,羊益反,以開三清入,jiaek,5,奕,大【〻】。
3378,60180,52204,43,25,9,昔,繹,羊益反,以開三清入,jiaek,6,帟,幕。
3378,60181,52204,43,25,10,昔,繹,羊益反,以開三清入,jiaek,7,譯,傳言。
3378,60182,52204,43,25,11,昔,繹,羊益反,以開三清入,jiaek,8,懌,恱〻〈懌〉。
3378,60183,52204,43,25,12,昔,繹,羊益反,以開三清入,jiaek,9,斁,饜。
3378,60184,52204,43,26,1,昔,繹,羊益反,以開三清入,jiaek,10,驛,〻〈驛〉馬。
3378,60185,52204,43,26,2,昔,繹,羊益反,以開三清入,jiaek,11,醳,苦酒。
3378,60186,52204,43,26,3,昔,繹,羊益反,以開三清入,jiaek,12,嶧,山名。
3378,60187,52204,43,26,4,昔,繹,羊益反,以開三清入,jiaek,13,腋,胛〻〈腋〉。
3378,60188,52204,43,26,5,昔,繹,羊益反,以開三清入,jiaek,14,掖,持𦡍。
3378,60189,52204,43,26,6,昔,繹,羊益反,以開三清入,jiaek,15,液,津〻〈液〉。
3378,60190,52204,43,26,7,昔,繹,羊益反,以開三清入,jiaek,16,䘸,縫〻〈䘸〉。
3378,60191,52204,43,26,8,昔,繹,羊益反,以開三清入,jiaek,17,易,變。
3378,60192,52204,43,26,9,昔,繹,羊益反,以開三清入,jiaek,18,痬,病相𭰏。
3378,60193,52204,43,26,10,昔,繹,羊益反,以開三清入,jiaek,19,蜴,蜥〻〈蜴〉。
3378,60194,52204,43,26,11,昔,繹,羊益反,以開三清入,jiaek,20,埸,壃。
3378,60195,52204,43,26,12,昔,繹,羊益反,以開三清入,jiaek,21,圛,卜卦。
3378,60196,52204,43,26,13,昔,繹,羊益反,以開三清入,jiaek,22,墿,道。
3378,60197,52204,43,27,1,昔,繹,羊益反,以開三清入,jiaek,23,𦔥,耕〻〈𦔥〉。
3378,60198,52204,43,27,2,昔,繹,羊益反,以開三清入,jiaek,24,焲,火光。
3378,60199,52204,43,27,3,昔,繹,羊益反,以開三清入,jiaek,25,襗,袴。
3378,60200,52204,43,27,4,昔,繹,羊益反,以開三清入,jiaek,26,睪,引繒。
3379,60275,52205,43,27,5,昔,釋,施隻反,書開三清入,sjiaek,1,釋,施隻反。從釆。十五。
3379,60276,52205,43,27,6,昔,釋,施隻反,書開三清入,sjiaek,2,𥼶,解〻〈𥼶〉。
3379,60277,52205,43,27,7,昔,釋,施隻反,書開三清入,sjiaek,3,檡,梬𬃷。
3379,60278,52205,43,27,8,昔,釋,施隻反,書開三清入,sjiaek,4,適,樂。又之石反。
3379,60279,52205,43,27,9,昔,釋,施隻反,書開三清入,sjiaek,5,𠁗,邵公名。
3379,60280,52205,43,27,10,昔,釋,施隻反,書開三清入,sjiaek,6,郝,人姓。又呼各反。
3379,60281,52205,43,27,11,昔,釋,施隻反,書開三清入,sjiaek,7,睗,急視。
3379,60282,52205,43,28,1,昔,釋,施隻反,書開三清入,sjiaek,8,晹,日無光。
3379,60283,52205,43,28,2,昔,釋,施隻反,書開三清入,sjiaek,9,𡣪,嫁。〻〈𡣪〉從女。
