原書小韻號,小韻字號,字,poem_小韻內字序,poem_字,sbgy_id,sbgy_字,ytenx_小韻內字序,ytenx_流水序,ytenx_字
2792,1,孝,1,孝,w439a0705,孝,1,18347,孝
2792,2,哮,2,哮,w439a0801,哮,2,18348,哮
2792,3,涍,3,涍,w439a0802,涍,3,18349,涍
2792,4,嗃,4,嗃,w439a0803,嗃,4,18350,嗃
2792,5,詨,5,詨,w439a0901,詨,5,18351,詨
2792,6,𡦳,6,𡦳,w439a0902,𡦳,6,18352,𡦳
2793,1,罩,1,罩,w439a0903,罩,1,18353,罩
2793,2,䈇,2,䈇,w439a0904,䈇,2,18354,䈇
2793,3,䍜,3,䍜,w439a0905,䍜,3,18355,䍜
2793,4,䞴,4,䞴,w439a0906,䞴,4,18356,䞴
2793,5,鵫,5,鵫,w439a1001,鵫,5,18357,鵫
2794,1,豹,1,豹,w439a1002,豹,1,18358,豹
2794,2,𧭤,2,𧭤,w439b0101,𧭤,2,18359,𧭤
2794,3,𢖔,3,𢖔,w439b0102,𢖔,3,18360,𢖔
2794,4,爆,4,爆,w439b0103,爆,4,18361,爆
2794,5,䶂,5,䶂,w439b0104,䶂,5,18362,䶂
2795,1,敲,1,敲,w439b0201,敲,1,18363,敲
2795,2,礉,2,礉,w439b0202,礉,2,18364,礉
2795,3,巧,3,巧,w439b0203,巧,3,18365,巧
2796,1,皃,1,皃,w439b0204,皃,1,18366,皃
2796,2,䫉,2,䫉,w439b0205,䫉,2,18367,䫉
2796,3,貌,3,貌,w439b0301,貌,3,18368,貌
2796,4,䡚,4,䡚,w439b0302,䡚,4,18369,䡚
2796,5,𢂹,5,𢂹,w439b0303,𢂹,5,18370,𢂹
2796,6,緢,6,緢,w439b0304,緢,6,18371,緢
2796,7,𢅉,7,𢅉,w439b0305,𢅉,7,18372,𢅉
2797,1,奅,1,奅,w439b0306,奅,1,18373,奅
2797,2,窌,2,窌,w439b0307,窌,2,18374,窌
2797,3,炮,3,炮,w439b0401,炮,3,18375,炮
2797,4,拋,4,拋,w439b0402,抛,4,18376,抛
2797,5,皰,5,皰,w439b0403,皰,5,18377,皰
2797,6,礮,6,礮,w439b0404,礮,6,18378,礮
2798,1,趠,1,趠,w439b0405,趠,1,18379,趠
2798,2,踔,2,踔,w439b0406,踔,2,18380,踔
2799,1,稍,1,稍,w439b0407,稍,1,18381,稍
2799,2,潲,2,潲,w439b0501,潲,2,18382,潲
2799,3,揱,3,揱,w439b0502,揱,3,18383,揱
2799,4,𣕇,4,𣕇,w439b0503,𣕇,4,18384,𣕇
2799,5,娋,5,娋,w439b0504,娋,5,18385,娋
2799,6,𨛍,6,𨛍,w439b0505,𨛍,6,18386,𨛍
2799,7,𦓴,7,𦓴,w439b0506,𦓴,7,18387,𦓴
2800,1,棹,1,棹,w439b0507,棹,1,18388,棹
2800,2,櫂,2,櫂,w439b0601,櫂,2,18389,櫂
2800,3,濯,3,濯,w439b0602,濯,3,18390,濯
2800,4,㷹,4,㷹,w439b0603,㷹,4,18391,㷹
2801,1,橈,1,橈,w439b0604,橈,1,18392,橈
2801,2,淖,2,淖,w439b0605,淖,2,18393,淖
2801,3,𠆴,3,𠆴,w439b0606,𠆴,3,18394,𠆴
2801,4,閙〈鬧〉,4,閙〈鬧〉,w439b0701,閙〈鬧〉,4,18395,閙
2802,1,抓,1,抓,w439b0702,抓,1,18396,抓
2802,2,癄,2,癄,w439b0703,癄,2,18397,癄
2802,3,笊,3,笊,w439b0704,笊,3,18398,笊
2803,1,靤,1,靤,w439b0705,靤,1,18399,靤
2803,2,皰,2,皰,w439b0706,皰,2,18400,皰
2803,3,鞄,3,鞄,w439b0707,鞄,3,18401,鞄
2803,4,鉋,4,鉋,w439b0708,鉋,4,18402,鉋
2803,5,骲,5,骲,w439b0801,骲,5,18403,骲
2804,1,抄,1,抄,w439b0802,抄,1,18404,抄
2804,2,鈔,2,鈔,w439b0803,鈔,2,18405,鈔
2804,3,縐,3,縐,w439b0804,縐,3,18406,縐
2804,4,耖,4,耖,w439b0805,耖,4,18407,耖
2804,5,仯,5,仯,w439b0806,仯,5,18408,仯
2804,6,觘,6,觘,w439b0901,觘,6,18409,觘
2804,7,𦨖,7,𦨖,w439b0902,𦨖,7,18410,𦨖
2804,8,罺,8,罺,w439b0903,罺,8,18411,罺
2805,1,靿,1,靿,w439b0904,靿,1,18412,靿
2805,2,袎,2,袎,w439b0905,袎,2,18413,袎
2805,3,㑃,3,㑃,w439b0906,㑃,3,18414,㑃
2805,4,箹,4,箹,w439b0907,箹,4,18415,箹
2805,5,軪,5,軪,w439b0908,軪,5,18416,軪
2806,1,樂,1,樂,w439b1001,樂,1,18417,樂
2806,2,磽,2,磽,w439b1002,磽,2,18418,磽
2806,3,𩳔,3,𩳔,w439b1003,𩳔,3,18419,𩳔
2807,1,巢,1,巢,w439b1004,巢,1,18420,巢
2808,1,号,1,号,w440a0101,号,1,18421,号
2808,2,號,2,號,w440a0102,號,2,18422,號
2808,3,𤩭,3,𤩭,w440a0103,𤩭,3,18423,𤩭
2808,4,㙱,4,㙱,w440a0104,㙱,4,18424,㙱
2808,5,䜂,5,䜂,w440a0105,𧬁,5,18425,𧬁
2808,6,𡟷,6,𡟷,w440a0106,𡠖,6,18426,𡠖
2809,1,導,1,導,w440a0201,導,1,18427,導
2809,2,翿,2,翿,w440a0202,翿,2,18428,翿
2809,3,纛,3,纛,w440a0203,纛,3,18429,纛
2809,4,悼,4,悼,w440a0204,悼,4,18430,悼
2809,5,蹈,5,蹈,w440a0205,蹈,5,18431,蹈
2809,6,盜,6,盜,w440a0206,盜,6,18432,盜
2809,7,燾,7,燾,w440a0207,燾,7,18433,燾
2809,8,幬,8,幬,w440a0301,幬,8,18434,幬
2809,9,䆃,9,䆃,w440a0302,䆃,9,18435,䆃
2809,10,儔,10,儔,w440a0303,儔,10,18436,儔
2809,11,𨱵,11,𨱵,w440a0304,𨱵,11,18437,𨱵
2809,12,𠺛,12,𠺛,w440a0305,𠺛,12,18438,𠺛
2809,13,䊭,13,䊭,w440a0306,䊭,13,18439,䊭
2809,14,䌦,14,䌦,w440a0307,䌦,14,18440,䌦
2810,1,到,1,到,w440a0308,到,1,18441,到
2810,2,禱,2,禱,w440a0401,禱,2,18442,禱
2810,3,倒,3,倒,w440a0501,倒,3,18443,倒
2810,4,𤓾,4,𤓾,w440a0502,𤓾,4,18444,𤓾
2810,5,𧛔,5,𧛔,w440a0503,𧛔,5,18445,𧛔
2810,6,菿,6,菿,w440a0504,菿,6,18446,菿
2811,1,誥,1,誥,w440a0505,誥,1,18447,誥
2811,2,郜,2,郜,w440a0506,郜,2,18448,郜
2811,3,告,3,告,w440a0601,吿,3,18449,告
2811,4,縞,4,縞,w440a0602,縞,4,18450,縞
2811,5,膏,5,膏,w440a0603,膏,5,18451,膏
2811,6,𣝏,6,𣝏,w440a0604,𣝏,6,18452,𣝏
2811,7,烄,7,烄,w440a0605,烄,7,18453,烄
2812,1,傲,1,傲,w440a0606,傲,1,18454,傲
2812,2,嫯,2,嫯,w440a0701,嫯,2,18455,嫯
2812,3,䫨,3,䫨,w440a0702,䫨,3,18456,䫨
2812,4,鏊,4,鏊,w440a0703,鏊,4,18457,鏊
2812,5,驁,5,驁,w440a0704,驁,5,18458,驁
2812,6,奡,6,奡,w440a0705,奡,6,18459,奡
2812,7,謷,7,謷,w440a0706,謷,7,18460,謷
2812,8,鷔,8,鷔,w440a0707,鷔〈聱〉,8,18461,鷔
2813,1,冃,1,冃,w440a0708,冃,1,18462,冃
2813,2,帽,2,帽,w440a0801,帽,2,18463,帽
2813,3,耄,3,耄,w440a0802,耄,3,18464,耄
2813,4,𧂕,4,𧂕,w440a0803,𧂕,4,18465,𦹾
2813,5,芼,5,芼,w440a0804,芼,5,18466,芼
2813,6,眊,6,眊,w440a0901,眊,6,18467,眊
2813,7,瑁,7,瑁,w440a0902,瑁,7,18468,瑁
2813,8,𤣽,8,𤣽,w440a0903,㺺,8,18469,𤣽
2813,9,冒,9,冒,w440a0904,冒,9,18470,冒
2813,10,𥈆,10,𥈆,w440a0905,𥈆,10,18471,𥈆
2813,11,旄,11,旄,w440a0906,旄,11,18472,旄
2813,12,毛,12,毛,w440a1001,毛,12,18473,毛
2813,13,媢,13,媢,w440a1002,媢,13,18474,媢
2813,14,𩿂,14,𩿂,w440a1003,𩿂,14,18475,𩿂
2813,15,𢯾,15,𢯾,w440a1004,𢯾,15,18476,𢯾
2813,16,覒,16,覒,w440a1005,覒,16,18477,覒
2813,17,㲝,17,㲝,w440a1006,㲝,17,18478,㲝
2813,18,䋃,18,䋃,w440a1007,䋃,18,18479,䋃
2813,19,𣔺,19,𣔺,w440b0101,𣔺,19,18480,𣔺
2814,1,嫪,1,嫪,w440b0102,嫪,1,18481,嫪
2814,2,澇,2,澇,w440b0103,澇,2,18482,澇
2814,3,潦,3,潦,w440b0104,潦,3,18483,潦
2814,4,勞,4,勞,w440b0105,勞,4,18484,勞
2814,5,僗,5,僗,w440b0106,僗,5,18485,僗
2814,6,髝,6,髝,w440b0107,髝,6,18486,髝
2814,7,癆,7,癆,w440b0201,癆,7,18487,癆
2814,8,𣟽,8,𣟽,w440b0202,𣟽,8,18488,𣟽
2815,1,操,1,操,w440b0203,操,1,18489,操
2815,2,造,2,造,w440b0301,造,2,18490,造
2815,3,艁,3,艁,w440b0302,艁,3,18491,艁
2815,4,慥,4,慥,w440b0303,慥,4,18492,慥
2815,5,㿷,5,㿷,w440b0304,㿷,5,18493,㿷
2815,6,糙,6,糙,w440b0305,糙,6,18494,糙
2815,7,鄵,7,鄵,w440b0306,鄵,7,18495,鄵
2816,1,暴,1,暴,w440b0307,暴,1,18496,暴
2816,2,虣,2,虣,w440b0401,虣,2,18497,虣
2816,3,曝,3,曝,w440b0402,曝,3,18498,曝
2816,4,瀑,4,瀑,w440b0403,瀑,4,18499,瀑
2816,5,勽,5,勽,w440b0501,勽,5,18500,勽
2816,6,菢,6,菢,w440b0502,菢,6,18501,菢
2816,7,袍,7,袍,w440b0503,袌,7,18502,袌
2816,8,𤔣,8,𤔣,w440b0504,𤔣,8,18503,𤔣
2816,9,𪇰,9,𪇰,w440b0505,𪇰,9,18504,𪇰
2817,1,報,1,報,w440b0506,報,1,18505,報
2818,1,漕,1,漕,w440b0601,漕,1,18506,漕
2818,2,𢲵,2,𢲵,w440b0602,𢲵,2,18507,𢲵
2819,1,奧,1,奧,w440b0603,奥,1,18508,奥
2819,2,懊,2,懊,w440b0604,懊,2,18509,懊
2819,3,䐿,3,䐿,w440b0605,䐿,3,18510,䐿
2819,4,𩟇,4,𩟇,w440b0701,𩟇,4,18511,𩟇
2819,5,隩,5,隩,w440b0702,隩,5,18512,隩
2819,6,燠,6,燠,w440b0703,燠,6,18513,燠
2819,7,䜒,7,䜒,w440b0704,䜒,7,18514,䜒
2819,8,镺,8,镺,w440b0705,镺,8,18515,镺
2819,9,墺,9,墺,w440b0706,墺,9,18516,墺
2819,10,𩼈,10,𩼈,w440b0707,𩼈,10,18517,𩼈
2819,11,澳,11,澳,w440b0801,澳,11,18518,澳
2820,1,喿,1,喿,w440b0802,喿,1,18519,喿
2820,2,譟,2,譟,w440b0803,譟,2,18520,譟
2820,3,噪,3,噪,w440b0804,噪,3,18521,噪
2820,4,瘙,4,瘙,w440b0805,瘙,4,18522,瘙
2820,5,㿋,5,㿋,w440b0806,㿋,5,18523,㿋
2820,6,髞,6,髞,w440b0807,髞,6,18524,髞
2820,7,埽,7,埽,w440b0808,埽,7,18525,埽
2820,8,掃,8,掃,w440b0901,掃,8,18526,掃
2820,9,𢤁,9,𢤁,w440b0902,𢤁,9,18527,𢤁
2821,1,𩝝,1,𩝝,w440b0903,𩝝,1,18528,𩝝
2821,2,犒,2,犒,w440b0904,犒,2,18529,犒
2821,3,稾,3,稾,w440b0905,稾,3,18530,稾
2821,4,靠,4,靠,w440b0906,靠,4,18531,靠
2821,5,䯪,5,䯪,w440b0907,䯪,5,18532,䯪
2822,1,竈,1,竈,w440b1001,竈,1,18533,竈
2822,2,躁,2,躁,w440b1002,躁,2,18534,躁
2822,3,趮,3,趮,w440b1003,趮,3,18535,趮
2823,1,秏,1,秏,w440b1004,秏,1,18536,秏
2823,2,好,2,好,w441a0101,好,2,18537,好
2823,3,𡚽,3,𡚽,w441a0102,𡚽,3,18538,𡚽
2823,4,藃,4,藃,w441a0103,藃,4,18539,藃
2824,1,腝,1,腝,w441a0104,腝,1,18540,腝
2824,2,𨱵,2,𨱵,w441a0105,𨱵,2,18541,𨱵
2824,3,腦,3,腦,w441a0201,腦,3,18542,腦
2825,1,箇,1,箇,w441a0301,箇,1,18543,箇
2825,2,个,2,个,w441a0302,个,2,18544,个
2825,3,個,3,個,w441a0303,個,3,18545,個
2826,1,賀,1,賀,w441a0304,賀,1,18546,賀
2826,2,𧝂,2,𧝂,w441a0701,𧝂,2,18547,𧝂
2826,3,袔,3,袔,w441a0702,袔,3,18548,袔
2826,4,㵑,4,㵑,w441a0703,㵑,4,18549,㵑
2827,1,佐,1,佐,w441a0704,佐,1,18550,佐
2827,2,左,2,左,w441a0705,左,2,18551,左
2827,3,𠡃,3,𠡃,w441a0706,𠡃,3,18552,𠡃
2827,4,㝾,4,㝾,w441a0707,㝾,4,18553,㝾
2827,5,袏,5,袏,w441a0708,袏,5,18554,袏
2827,6,作,6,作,w441a0801,作,6,18555,作
2828,1,跢,1,跢,w441a0802,跢,1,18556,跢
2828,2,癉,2,癉,w441a0803,癉,2,18557,癉
2828,3,痑,3,痑,w441a0804,痑,3,18558,痑
2828,4,哆,4,哆,w441a0805,哆,4,18559,哆
2829,1,邏,1,邏,w441a0806,邏,1,18560,邏
2829,2,𧟌,2,𧟌,w441a0807,𧟌,2,18561,𧟌
2829,3,㿚,3,㿚,w441a0901,㿚,3,18562,㿚
2830,1,坷,1,坷,w441a0902,坷,1,18563,坷
2830,2,軻,2,軻,w441a0903,軻,2,18564,軻
2830,3,蚵,3,蚵,w441a0904,蚵,3,18565,蚵
2830,4,艐,4,艐,w441a1001,艐,4,18566,艐
2831,1,餓,1,餓,w441a1002,餓,1,18567,餓
2832,1,䭾〈馱〉,1,䭾〈馱〉,w441a1003,䭾,1,18568,䭾
2832,2,大,2,大,w441a1004,大,2,18569,大
2833,1,奈,1,奈,w441a1005,奈,1,18570,奈
2833,2,那,2,那,w441b0101,那,2,18571,那
2834,1,些,1,些,w441b0102,些,1,18572,些
2835,1,呵,1,呵,w441b0103,呵,1,18573,呵
2835,2,㰤,2,㰤,w441b0104,㰤,2,18574,㰤
2836,1,拖,1,拖,w441b0105,拖,1,18575,拖
2837,1,過,1,過,w441b0201,過,1,18576,過
2837,2,裹,2,裹,w441b0202,裹,2,18577,裹
2837,3,鐹,3,鐹,w441b0203,鐹,3,18578,鐹
2837,4,划,4,划,w441b0204,划,4,18579,划
2837,5,𧒖,5,𧒖,w441b0205,𧒖,5,18580,𧒖
2837,6,㳀,6,㳀,w441b0206,㳀,6,18581,㳀
2837,7,𩟂,7,𩟂,w441b0301,𩟂,7,18582,𩟂
2838,1,和,1,和,w441b0302,和,1,18583,和
2838,2,盉,2,盉,w441b0303,盉,2,18584,盉
2838,3,俰,3,俰,w441b0304,俰,3,18585,俰
2839,1,挫,1,挫,w441b0305,挫,1,18586,挫
2839,2,夎,2,夎,w441b0306,夎,2,18587,夎
2839,3,侳,3,侳,w441b0401,侳,3,18588,侳
2840,1,課,1,課,w441b0402,課,1,18589,課
2840,2,堁,2,堁,w441b0403,堁,2,18590,堁
2840,3,敤,3,敤,w441b0404,㪙,3,18591,㪙
2840,4,髁,4,髁,w441b0405,髁,4,18592,髁
2840,5,𡱼,5,𡱼,w441b0406,𡱼,5,18593,𡱼
2840,6,㾧,6,㾧,w441b0407,㾧,6,18594,㾧
2840,7,科,7,科,w441b0408,科,7,18595,科
2841,1,唾,1,唾,w441b0501,唾,1,18596,唾
2841,2,涶,2,涶,w441b0502,涶,2,18597,涶
2841,3,毻,3,毻,w441b0503,毻,3,18598,毻
2841,4,蛻,4,蛻,w441b0504,蛻,4,18599,蛻
2841,5,嫷,5,嫷,w441b0505,嫷,5,18600,嫷
2841,6,毤,6,毤,w441b0506,毤,6,18601,毤
2841,7,𧝍,7,𧝍,w441b0507,𧝍,7,18602,𧝍
2842,1,播,1,播,w441b0601,播,1,18603,播
2842,2,𢿥,2,𢿥,w441b0602,𢿥,2,18604,𢿥
2842,3,簸,3,簸,w441b0603,簸,3,18605,簸
2842,4,番,4,番,w441b0604,番,4,18606,番
2842,5,譒,5,譒,w441b0605,譒,5,18607,譒
2843,1,剉,1,剉,w441b0701,剉,1,18608,剉
2843,2,莝,2,莝,w441b0702,莝,2,18609,莝
2843,3,銼,3,銼,w441b0703,銼,3,18610,銼
2844,1,磨,1,磨,w441b0704,磨,1,18611,磨
2844,2,䃺,2,䃺,w441b0705,䃺,2,18612,䃺
2844,3,塺,3,塺,w441b0706,塺,3,18613,塺
2844,4,摩,4,摩,w441b0707,摩,4,18614,摩
2845,1,愞,1,愞,w441b0708,愞,1,18615,愞
2845,2,堧,2,堧,w441b0801,堧,2,18616,堧
2845,3,稬,3,稬,w441b0802,稬,3,18617,稬
2845,4,𤲬,4,𤲬,w441b0803,𤲬,4,18618,𤲬
2846,1,破,1,破,w441b0804,破,1,18619,破
2846,2,頗,2,頗,w441b0901,頗,2,18620,頗
2847,1,座,1,座,w441b0902,座,1,18621,座
2847,2,坐,2,坐,w441b0903,坐,2,18622,坐
2848,1,臥,1,臥,w441b1001,臥,1,18623,臥
2849,1,諎,1,諎,w441b1002,諎,1,18624,諎
2849,2,𢯽,2,𢯽,w441b1003,𢯽,2,18625,𢯽
2850,1,貨,1,貨,w442a0101,貨,1,18626,貨
2851,1,惰,1,惰,w442a0102,惰,1,18627,惰
2851,2,媠,2,媠,w442a0103,媠,2,18628,媠
2851,3,𧝍,3,𧝍,w442a0104,䙃,3,18629,䙃
2851,4,𧱫,4,𧱫,w442a0201,𧱫,4,18630,𧱫
2852,1,縛,1,縛,w442a0202,縛,1,18631,縛
2853,1,䇔,1,䇔,w442a0203,䇔,1,18632,䇔
2853,2,𢺑,2,𢺑,w442a0204,𢺑,2,18633,𢺑
2853,3,䌴,3,䌴,w442a0205,䌴,3,18634,䌴
2853,4,㱻,4,㱻,w442a0206,㱻,4,18635,㱻
2853,5,𡰠,5,𡰠,w442a0207,𡰟,5,18636,𡰠
2853,6,摞,6,摞,w442a0301,摞,6,18637,摞
2853,7,𠏢,7,𠏢,w442a0302,𠏢,7,18638,𠏢
2854,1,𣑫,1,𣑫,w442a0303,桗,1,18639,桗
2854,2,㛊,2,㛊,w442a0304,㛆,2,18640,㛆
2854,3,剁,3,剁,w442a0305,刴,3,18641,刴
2854,4,挆,4,挆,w442a0306,挅,4,18642,挅
2855,1,磋,1,磋,w442a0307,磋,1,18643,磋
2856,1,䐝,1,䐝,w442a0308,䐝,1,18644,䐝
2857,1,侉,1,侉,w442a0401,侉,1,18645,侉
2858,1,涴,1,涴,w442a0402,涴,1,18646,涴
2859,1,禡,1,禡,w442a0501,禡,1,18647,禡
2859,2,榪,2,榪,w442a0502,榪,2,18648,榪
2859,3,鬕,3,鬕,w442a0503,鬕,3,18649,鬕
2859,4,㾺,4,㾺,w442a0504,㾺,4,18650,㾺
2859,5,罵,5,罵,w442a0601,罵,5,18651,罵
2859,6,䣕,7,䣕,w442a0602,䣕,7,18653,䣕
2859,7,𧪨,8,𧪨,w442a0603,𧪨,8,18654,𧪨
2859,8,䧞,6,䧞,w442a0604,䧞,6,18652,䧞
2859,9,傌,9,傌,w442a0605,傌,9,18655,傌
2860,1,駕,1,駕,w442a0606,駕,1,18656,駕
2860,2,稼,2,稼,w442a0701,稼,2,18657,稼
2860,3,嫁,3,嫁,w442a0702,嫁,3,18658,嫁
2860,4,瘕,4,瘕,w442a0703,瘕,4,18659,瘕
2860,5,架,5,架,w442a0704,架,5,18660,架
2860,6,𢱈〈椵〉,6,𢱈〈椵〉,w442a0705,𢱈〈椵〉,6,18661,𢱈
2860,7,價,7,價,w442a0801,價,7,18662,價
2860,8,假,8,假,w442a0802,假,8,18663,假
2860,9,幏,9,幏,w442a0803,幏,9,18664,幏
2860,10,𢉤,10,𢉤,w442a0804,𢉤,10,18665,𢉤
2860,11,𦙺,11,𦙺,w442a0805,𦙺,11,18666,𦙺
2860,12,賈,12,賈,w442a0806,賈,12,18667,賈
2861,1,亞,1,亞,w442a0807,亞,1,18668,亞
2861,2,俹,2,俹,w442a0901,俹,2,18669,俹
2861,3,𣇩,3,𣇩,w442a0902,𣇩,3,18670,𣇩
2861,4,㰳,4,㰳,w442a0903,㰳,4,18671,㰳
2861,5,稏,5,稏,w442a0904,稏,5,18672,稏
2861,6,𦜖,6,𦜖,w442a0905,𦜖,6,18673,𦜖
2861,7,啞,7,啞,w442a0906,啞,7,18674,啞
2861,8,婭,8,婭,w442a0907,婭,8,18675,婭
2861,9,䢝,9,䢝,w442a1001,䢝,9,18676,䢝
2861,10,襾,10,襾,w442a1002,襾,10,18677,覀
2862,1,嚇,1,嚇,w442a1003,嚇,1,18678,嚇
2862,2,罅,2,罅,w442a1004,罅,2,18679,罅
2862,3,唬,3,唬,w442a1005,唬,3,18680,唬
2862,4,𧫒,4,𧫒,w442a1006,𧫒,4,18681,𧫒
2862,5,㙤,5,㙤,w442b0101,㙤,5,18682,㙤
2862,6,謑,6,謑,w442b0102,謑,6,18683,謑
2862,7,煆,7,煆,w442b0103,煆,7,18684,煆
2862,8,㗿,8,㗿,w442b0104,㗿,8,18685,㗿
2863,1,迓,1,迓,w442b0105,迓,1,18686,迓
2863,2,訝,2,訝,w442b0106,訝,2,18687,訝
2863,3,犽,3,犽,w442b0107,犽,3,18688,犽
2863,4,齖,4,齖,w442b0108,齖,4,18689,齖
2863,5,枒,5,枒,w442b0201,枒,5,18690,枒
2863,6,砑,6,砑,w442b0202,砑,6,18691,砑
2864,1,詫,1,詫,w442b0203,詫,1,18692,詫
2864,2,侘,2,侘,w442b0204,侘,2,18693,侘
2864,3,𧬮,3,𧬮,w442b0205,𧬮,3,18694,𧬮
2865,1,吒,1,吒,w442b0206,吒,1,18695,吒
2865,2,咤,2,咤,w442b0301,咤,2,18696,咤
2865,3,奼,3,奼,w442b0302,奼,3,18697,奼
2865,4,灹,4,灹,w442b0303,灹,4,18698,灹
2865,5,哆,5,哆,w442b0304,哆,5,18699,哆
2865,6,奓,6,奓,w442b0305,奓,6,18700,奓
2865,7,䐒,7,䐒,w442b0306,䐒,7,18701,䐒
2865,8,𢕮,8,𢕮,w442b0401,𢕮,8,18702,𢕮
2865,9,膪,9,膪,w442b0402,膪,9,18703,膪
2865,10,䒲,10,䒲,w442b0403,䒲,10,18704,䒲
2865,11,㓃,11,㓃,w442b0404,㓃,11,18705,㓃
2865,12,𨶃,12,𨶃,w442b0405,𨶃,12,18706,𨶃
2866,1,詐,1,詐,w442b0406,詐,1,18707,詐
2866,2,溠,2,溠,w442b0407,溠,2,18708,溠
2866,3,咋,3,咋,w442b0501,咋,3,18709,咋
2866,4,笮,4,笮,w442b0502,笮,4,18710,笮
2866,5,𨢧〈醡〉,5,𨢧〈醡〉,w442b0503,𨢧〈醡〉,5,18711,𨢧
2866,6,榨,6,榨,w442b0504,榨,6,18712,榨
2867,1,乍,1,乍,w442b0601,乍,1,18713,乍
2867,2,䄍,2,䄍,w442b0602,䄍,2,18714,䄍
2867,3,蜡,3,蜡,w442b0603,蜡,3,18715,蜡
2867,4,齰,4,齰,w442b0604,齰,4,18716,齰
2867,5,𧧻,5,𧧻,w442b0605,𧧻,5,18717,𧧻
2868,1,謝,1,謝,w442b0606,謝,1,18718,謝
2868,2,榭,2,榭,w442b0701,榭,2,18719,榭
2868,3,㴬,3,㴬,w442b0702,㴬,3,18720,㴬
2869,1,髂,1,髂,w442b0703,髂,1,18721,髂
2869,2,𩩱,2,𩩱,w442b0704,𩩱,2,18722,𩩱
2869,3,疴,3,疴,w442b0705,疴,3,18723,疴
2869,4,𧩶,4,𧩶,w442b0706,𧩶,4,18724,𧩶
2869,5,㰤,5,㰤,w442b0801,㰤,5,18725,㰤
2869,6,𠳌,6,𠳌,w442b0802,𠳌,6,18726,𠳌
2870,1,暇,1,暇,w442b0803,暇,1,18727,暇
2870,2,夏,2,夏,w442b0804,夏,2,18728,夏
2870,3,下,3,下,w442b0805,下,3,18729,下
2870,4,芐,4,芐,w442b0806,芐,4,18730,芐
2871,1,褯,1,褯,w442b0901,褯,1,18731,褯
2871,2,藉,2,藉,w442b0902,藉,2,18732,藉
2871,3,躤,3,躤,w442b0903,躤,3,18733,躤
2871,4,䤳,4,䤳,w442b0904,䤳,4,18734,䤳
2871,5,䣠,5,䣠,w442b0905,䣠,5,18735,䣠
2872,1,夜,1,夜,w442b0906,夜,1,18736,夜
2872,2,射,2,射,w442b1001,射,2,18737,射
2872,3,鵺,3,鵺,w442b1002,鵺,3,18738,鵺
2873,1,䞣,1,䞣,w442b1003,䞣,1,18739,䞣
2873,2,斥,2,斥,w442b1004,厈,2,18740,斥
2874,1,蝑,1,蝑,w443a0101,蝑,1,18741,蝑
2874,2,卸,2,卸,w443a0102,卸,2,18742,卸
2874,3,瀉,3,瀉,w443a0103,瀉,3,18743,瀉
2874,4,䉣,4,䉣,w443a0104,䉣,4,18744,䉣
2875,1,柘,1,柘,w443a0201,柘,1,18745,柘
2875,2,樜,2,樜,w443a0202,樜,2,18746,樜
2875,3,鷓,3,鷓,w443a0203,鷓,3,18747,鷓
2875,4,䗪,4,䗪,w443a0204,䗪,4,18748,䗪
2875,5,嗻,5,嗻,w443a0205,嗻,5,18749,嗻
2875,6,炙,6,炙,w443a0206,炙,6,18750,炙
2875,7,蔗,7,蔗,w443a0301,蔗,7,18751,蔗
2876,1,唶,1,唶,w443a0302,唶,1,18752,唶
2876,2,借,2,借,w443a0303,借,2,18753,借
2877,1,舍,1,舍,w443a0304,舎,1,18754,舎
2877,2,赦,2,赦,w443a0305,赦,2,18755,赦
2877,3,騇,3,騇,w443a0306,騇,3,18756,騇
2877,4,涻,4,涻,w443a0307,涻,4,18757,涻
2877,5,厙,5,厙,w443a0401,厙,5,18758,厙
2878,1,射,1,射,w443a0402,射,1,18759,射
2878,2,䠶,2,䠶,w443a0501,䠶,2,18760,䠶
2878,3,麝,3,麝,w443a0601,麝,3,18761,麝
2878,4,貰,4,貰,w443a0602,貰,4,18762,貰
2879,1,霸,1,霸,w443a0603,霸,1,18763,霸
2879,2,𧟶,2,𧟶,w443a0701,𧟳,2,18764,𧟶
2879,3,弝,3,弝,w443a0702,弝,3,18765,弝
2879,4,欛,4,欛,w443a0703,欛,4,18766,欛
2879,5,靶,5,靶,w443a0704,靶,5,18767,靶
2879,6,灞,6,灞,w443a0705,灞,6,18768,灞
2879,7,垻,7,垻,w443a0706,垻,7,18769,垻
2880,1,帊,1,帊,w443a0707,帊,1,18770,帊
2880,2,怕,2,怕,w443a0801,怕,2,18771,怕
2881,1,摦,1,摦,w443a0802,摦,1,18772,摦
2881,2,㕦,2,㕦,w443a0803,㕦,2,18773,㕦
2881,3,崋,3,崋,w443a0804,崋,3,18774,崋
2881,4,華,4,華,w443a0901,華,4,18775,華
2881,5,樺,5,樺,w443a0902,樺,5,18776,樺
2881,6,鱯,6,鱯,w443a0903,鱯,6,18777,鳠
2881,7,檴,7,檴,w443a0904,檴,7,18778,檴
2882,1,化,1,化,w443a0905,化,1,18779,化
2882,2,𠤎,2,𠤎,w443a1001,𠤎,2,18780,𠤎
2882,3,諣,3,諣,w443a1002,諣,3,18781,諣
2882,4,𩲏,4,𩲏,w443a1003,𩲏,4,18782,𩲏
