原書小韻號,小韻字號,字,poem_小韻內字序,poem_字,sbgy_id,sbgy_字,ytenx_小韻內字序,ytenx_流水序,ytenx_字
280,26,䉉,26,䉉,w137a1002,䉉,26,2666,䉉
280,27,𥶜,27,𥶜,w137a1003,𥶜,27,2667,𥶜
280,28,𧛞,28,𧛞,w137a1004,𧛞,28,2668,𧛞
280,29,㯛,29,㯛,w137a1005,㯛,29,2669,㯛
280,30,虖,30,虖,w137a1006,虖,30,2670,虖
281,1,孤,1,孤,w137b0101,孤,1,2671,孤
281,2,苽,2,苽,w137b0102,苽,2,2672,苽
281,3,菰,3,菰,w137b0103,菰,3,2673,菰
281,4,胍,4,胍,w137b0104,胍,4,2674,胍
281,5,𡗷,5,𡗷,w137b0201,𡗷,5,2675,𡗷
281,6,姑,6,姑,w137b0202,姑,6,2676,姑
281,7,辜,7,辜,w137b0203,辜,7,2677,辜
281,8,呱,8,呱,w137b0204,呱,8,2678,呱
281,9,泒,9,泒,w137b0205,𣲖,9,2679,泒
281,10,酤,10,酤,w137b0206,酤,10,2680,酤
281,11,觚,11,觚,w137b0207,觚,11,2681,觚
281,12,蛄,12,蛄,w137b0208,蛄,12,2682,蛄
281,13,箛,13,箛,w137b0301,箛,13,2683,箛
281,14,鴣,14,鴣,w137b0302,鴣,14,2684,鴣
281,15,橭,15,橭,w137b0303,橭,15,2685,橭
281,16,𠷞,16,𠷞,w137b0304,𠷞,16,2686,𠷞
281,17,沽,17,沽,w137b0305,沽,17,2687,沽
281,18,柧,18,柧,w137b0306,柧,18,2688,柧
281,19,𨬟,19,𨬟,w137b0307,𨬟,19,2689,𨬕
281,20,䉉,20,䉉,w137b0401,䉉,20,2690,䉉
281,21,𧇡,21,𧇡,w137b0402,𧇡,21,2691,𧇡
281,22,盬,22,盬,w137b0403,盬,22,2692,盬
281,23,嫴,23,嫴,w137b0404,嫴,23,2693,嫴
281,24,罛,24,罛,w137b0405,罛,24,2694,罛
281,25,軱,25,軱,w137b0406,軱,25,2695,軱
281,26,箍,26,箍,w137b0501,箍,26,2696,箍
281,27,䐻,27,䐻,w137b0502,䐻,27,2697,䐻
281,28,㼋,28,㼋,w137b0503,㼋,28,2698,㼋
282,1,徒,1,徒,w137b0504,徒,1,2699,徒
282,2,𨑒,2,𨑒,w137b0505,𨑒,2,2700,𨑒
282,3,屠,3,屠,w137b0601,屠,3,2701,屠
282,4,瘏,4,瘏,w137b0602,瘏,4,2702,瘏
282,5,塗,5,塗,w137b0603,塗,5,2703,塗
282,6,途,6,途,w137b0701,途,6,2704,途
282,7,酴,7,酴,w137b0702,酴,7,2705,酴
282,8,駼,8,駼,w137b0703,駼,8,2706,駼
282,9,𤙛,9,𤙛,w137b0704,𤙛,9,2707,𤙛
282,10,鵌,10,鵌,w137b0705,鵌,10,2708,鵌
282,11,涂,11,涂,w137b0801,涂,11,2709,涂
282,12,梌,12,梌,w137b0802,梌,12,2710,梌
282,13,㭸,13,㭸,w137b0803,梚〈㭸〉,13,2711,㭸
282,14,荼,14,荼,w137b0804,荼,14,2712,荼
282,15,圖,15,圖,w137b0805,圖,15,2713,圖
282,16,啚,16,啚,w137b0806,啚,16,2714,啚
282,17,廜,17,廜,w137b0807,廜,17,2715,廜
282,18,䣝,18,䣝,w137b0901,䣝,18,2716,䣝
282,19,菟,19,菟,w137b0902,菟,19,2717,菟
282,20,捈,20,捈,w137b0903,捈,20,2718,捈
282,21,䣄,21,䣄,w137b0904,䣄,21,2719,䣄
282,22,䅷,22,䅷,w137b0905,䅷,22,2720,䅷
282,23,嵞,23,嵞,w137b0906,嵞,23,2721,嵞
282,24,峹,24,峹,w137b1001,峹,24,2722,峹
282,25,𣘻,25,𣘻,w137b1002,𣘻,25,2723,𣘻
282,26,鍍,26,鍍,w137b1003,鍍,26,2724,鍍
282,27,䤅,27,䤅,w137b1004,䤅,27,2725,䤅
282,28,蒤,28,蒤,w137b1005,蒤,28,2726,蒤
282,29,䖘,29,䖘,w137b1006,䖘,29,2727,䖘
282,30,鷵,30,鷵,w137b1007,鷵,30,2728,鷵
282,31,筡,31,筡,w138a0101,筡,31,2729,筡
283,1,奴,1,奴,w138a0102,奴,1,2730,奴
283,2,㚢,2,㚢,w138a0103,㚢,2,2731,㚢
283,3,砮,3,砮,w138a0104,砮,3,2732,砮
283,4,駑,4,駑,w138a0105,駑,4,2733,駑
283,5,帑,5,帑,w138a0201,帑,5,2734,帑
283,6,孥,6,孥,w138a0202,孥,6,2735,孥
283,7,笯,7,笯,w138a0203,笯,7,2736,笯
284,1,呼,1,呼,w138a0204,呼,1,2737,呼
284,2,嘑,2,嘑,w138a0301,嘑,2,2738,嘑
284,3,虖,3,虖,w138a0401,虖,3,2739,虖
284,4,𧦝,4,𧦝,w138a0402,𧦝,4,2740,𧦝
284,5,歑,5,歑,w138a0403,歑,5,2741,歑
284,6,戲,6,戲,w138a0404,戲,6,2742,戲
284,7,謼,7,謼,w138a0405,謼,7,2743,謼
284,8,膴,8,膴,w138a0501,膴,8,2744,膴
284,9,幠,9,幠,w138a0502,幠,9,2745,幠
284,10,葫,10,葫,w138a0503,葫,10,2746,葫
284,11,恗,11,恗,w138a0504,恗,11,2747,恗
284,12,軤,12,軤,w138a0505,軤,12,2748,軤
284,13,虍,13,虍,w138a0506,虍,13,2749,虍
284,14,苸,14,苸,w138a0601,苸,14,2750,苸
284,15,雐,15,雐,w138a0602,雐,15,2751,雐
284,16,䰧,16,䰧,w138a0603,䰧,16,2752,䰧
284,17,滹,17,滹,w138a0604,滹,17,2753,滹
285,1,吾,1,吾,w138a0605,吾,1,2754,吾
285,2,鼯,2,鼯,w138a0801,鼯,2,2755,鼯
285,3,𪁙,3,𪁙,w138a0802,𪁙,3,2756,𪁙
285,4,𧋋,4,𧋋,w138a0803,𧋋,4,2757,𧋋
285,5,吳,5,吳,w138a0804,吳,5,2758,吳
285,6,浯,6,浯,w138a0901,浯,6,2759,浯
285,7,䓊,7,䓊,w138a0902,䓊,7,2760,䓊
285,8,㹳,8,㹳,w138a0903,㹳,8,2761,㹳
285,9,㻍,9,㻍,w138a0904,㻍,9,2762,㻍
285,10,珸,10,珸,w138a0905,珸,10,2763,珸
285,11,蜈,11,蜈,w138a0906,蜈,11,2764,蜈
285,12,郚,12,郚,w138a1001,郚,12,2765,郚
285,13,齬,13,齬,w138a1002,齬,13,2766,齬
285,14,鯃,14,鯃,w138a1003,鯃,14,2767,鯃
285,15,娪,15,娪,w138a1004,娪,15,2768,娪
285,16,鋘,16,鋘,w138a1005,鋘,16,2769,鋘
285,17,梧,17,梧,w138a1006,梧,17,2770,梧
285,18,峿,18,峿,w138b0101,峿,18,2771,峿
285,19,麌,19,麌,w138b0102,麌,19,2772,麌
285,20,𦨼,20,𦨼,w138b0103,𦨼,20,2773,𦨳
285,21,祦,21,祦,w138b0104,祦,21,2774,祦
286,1,租,1,租,w138b0105,租,1,2775,租
286,2,蒩,2,蒩,w138b0106,蒩,2,2776,蒩
287,1,盧,1,盧,w138b0201,盧,1,2777,盧
287,2,鑪,2,鑪,w138b0401,鑪,2,2778,鑪
287,3,壚,3,壚,w138b0501,壚,3,2779,壚
287,4,籚,4,籚,w138b0502,籚,4,2780,籚
287,5,蘆,5,蘆,w138b0503,蘆,5,2781,蘆
287,6,顱,6,顱,w138b0504,顱,6,2782,顱
287,7,髗,7,髗,w138b0601,髗,7,2783,髗
287,8,鱸,8,鱸,w138b0602,鱸,8,2784,鱸
287,9,攎,9,攎,w138b0603,攎,9,2785,攎
287,10,櫨,10,櫨,w138b0604,櫨,10,2786,櫨
287,11,轤,11,轤,w138b0605,轤,11,2787,轤
287,12,黸,12,黸,w138b0606,黸,12,2788,黸
287,13,獹,13,獹,w138b0607,獹,13,2789,獹
287,14,鸕,14,鸕,w138b0608,鸕,14,2790,鸕
287,15,艫,15,艫,w138b0701,艫,15,2791,艫
287,16,纑,16,纑,w138b0702,纑,16,2792,纑
287,17,瀘,17,瀘,w138b0703,瀘,17,2793,瀘
287,18,瓐,18,瓐,w138b0704,瓐,18,2794,瓐
287,19,爐,19,爐,w138b0705,爐,19,2795,爐
287,20,玈,20,玈,w138b0801,玈,20,2796,玈
287,21,𢐸,21,𢐸,w138b0802,𢐸,21,2797,𢐸
287,22,㢚,22,㢚,w138b0803,㢚,22,2798,㢚
287,23,𤮧,23,𤮧,w138b0804,𤮧,23,2799,𤮧
287,24,嚧,24,嚧,w138b0805,嚧,24,2800,嚧
287,25,矑,25,矑,w138b0806,矑,25,2801,矑
287,26,㿖,26,㿖,w138b0807,㿖,26,2802,㿖
287,27,㭔,27,㭔,w138b0808,㭔,27,2803,㭔
287,28,䰕,28,䰕,w138b0901,䰕,28,2804,䰕
287,29,𧇄,29,𧇄,w138b0902,𧇄,29,2805,𧇄
287,30,𧆨,30,𧆨,w138b0903,𧆨,30,2806,𧆨
287,31,罏,31,罏,w138b0904,罏,31,2807,罏
287,32,蠦,32,蠦,w138b0905,蠦,32,2808,蠦
287,33,㪭,33,㪭,w138b0906,㪭,33,2809,㪭
287,34,𦿊,34,𦿊,w138b1001,𦿊,34,2810,𦿊
288,1,蘇,1,蘇,w138b1002,蘇,1,2811,蘇
288,2,穌,2,穌,w138b1003,穌,2,2812,穌
288,3,㢝,3,㢝,w138b1004,㢝,3,2813,㢝
288,4,酥,4,酥,w139a0101,酥,4,2814,酥
289,1,徂,1,徂,w139a0102,徂,1,2815,徂
289,2,䢐,2,䢐,w139a0103,䢐,2,2816,䢐
289,3,殂,3,殂,w139a0104,殂,3,2817,殂
289,4,𣨐,4,𣨐,w139a0105,𣨐,4,2818,𣨐
290,1,烏,1,烏,w139a0106,烏,1,2819,烏
290,2,嗚,2,嗚,w139a0301,嗚,2,2820,嗚
290,3,洿,3,洿,w139a0302,洿,3,2821,洿
290,4,汚,4,汚,w139a0303,汚,4,2822,汚
290,5,杇,5,杇,w139a0304,杇,5,2823,杇
290,6,圬,6,圬,w139a0401,圬,6,2824,圬
290,7,釫,7,釫,w139a0402,釫,7,2825,釫
290,8,鰞,8,鰞,w139a0403,鰞,8,2826,鰞
290,9,歍,9,歍,w139a0404,歍,9,2827,歍
290,10,鎢,10,鎢,w139a0405,鎢,10,2828,鎢
290,11,𢎰,11,𢎰,w139a0406,𢎰,11,2829,㢪
290,12,於,12,於,w139a0501,於,12,2830,於
290,13,瑦,13,瑦,w139a0502,瑦,13,2831,瑦
290,14,鄔,14,鄔,w139a0503,鄔,14,2832,鄔
290,15,盓,15,盓,w139a0504,盓,15,2833,盓
290,16,螐,16,螐,w139a0505,螐,16,2834,螐
290,17,惡,17,惡,w139a0506,惡,17,2835,惡
290,18,扝,18,扝,w139a0601,扝,18,2836,扝
290,19,𦶀,19,𦶀,w139a0602,𦶀,19,2837,𦶀
290,20,㮧,20,㮧,w139a0603,㮧,20,2838,㮧
290,21,鴮,21,鴮,w139a0604,鴮,21,2839,鴮
291,1,逋,1,逋,w139a0605,逋,1,2840,逋
291,2,餔,2,餔,w139a0606,餔,2,2841,餔
291,3,𥂈,3,𥂈,w139a0701,𥂈,3,2842,𥂈
291,4,晡,4,晡,w139a0702,晡,4,2843,晡
291,5,庯,5,庯,w139a0703,庯,5,2844,庯
291,6,陠,6,陠,w139a0704,陠,6,2845,陠
291,7,鵏,7,鵏,w139a0705,鵏,7,2846,鵏
291,8,𧻷,8,𧻷,w139a0706,𧻷,8,2847,𧻷
291,9,峬,9,峬,w139a0707,峬,9,2848,峬
291,10,誧,10,誧,w139a0801,誧,10,2849,誧
291,11,秿,11,秿,w139a0802,秿,11,2850,秿
291,12,鯆,12,鯆,w139a0803,鯆,12,2851,鯆
291,13,抪,13,抪,w139a0804,抪,13,2852,抪
292,1,枯,1,枯,w139a0805,枯,1,2853,枯
292,2,刳,2,刳,w139a0806,刳,2,2854,刳
292,3,扝,3,扝,w139a0901,扝,3,2855,扝
292,4,郀,4,郀,w139a0902,郀,4,2856,郀
292,5,軲,5,軲,w139a0903,軲,5,2857,軲
292,6,㱠,6,㱠,w139a0904,㱠,6,2858,㱠
292,7,跍,7,跍,w139a0905,跍,7,2859,跍
292,8,挎,8,挎,w139a0906,挎,8,2860,挎
292,9,𢎰,9,𢎰,w139a0907,𢎰,9,2861,㢪
292,10,橭,10,橭,w139a1001,橭,10,2862,橭
292,11,鮬,11,鮬,w139a1002,鮬,11,2863,鮬
293,1,麤,1,麤,w139a1003,麤,1,2864,麤
293,2,麁,2,麁,w139b0101,麁,2,2865,麁
293,3,𧆓,3,𧆓,w139b0102,𧆓,3,2866,𧆓
293,4,𥼡,4,𥼡,w139b0103,𥼡,4,2867,𥼡
293,5,觕,5,觕,w139b0104,觕,5,2868,觕
293,6,𤿚,6,𤿚,w139b0105,𤿚,6,2869,𤿚
294,1,㻌,1,㻌,w139b0201,㻌,1,2870,㻌
294,2,稌,2,稌,w139b0202,稌,2,2871,稌
294,3,悇,3,悇,w139b0203,悇,3,2872,悇
294,4,嶀,4,嶀,w139b0204,嶀,4,2873,嶀
294,5,㻯,5,㻯,w139b0205,㻯,5,2874,㻯
294,6,𡸂,6,𡸂,w139b0206,𡸂,6,2875,𡸂
294,7,庩,7,庩,w139b0207,庩,7,2876,庩
294,8,䞮,8,䞮,w139b0301,䞮,8,2877,䞮
294,9,梌,9,梌,w139b0302,梌,9,2878,梌
294,10,㻬,10,㻬,w139b0303,㻬,10,2879,㻬
294,11,捈,11,捈,w139b0304,捈,11,2880,捈
294,12,䩣,12,䩣,w139b0305,䩣,12,2881,䩣
295,1,都,1,都,w139b0306,都,1,2882,都
295,2,𥳉,2,𥳉,w139b0401,𥳉,2,2883,𥳉
295,3,闍,3,闍,w139b0402,闍,3,2884,闍
295,4,𦘴,4,𦘴,w139b0403,𦘴,4,2885,𦘴
295,5,𧷿,5,𧷿,w139b0404,𧷿,5,2886,𧷿
295,6,醏,6,醏,w139b0501,醏,6,2887,醏
295,7,䩲,7,䩲,w139b0502,䩲,7,2888,䩲
296,1,𥠵,1,𥠵,w139b0503,𥠵,1,2889,𥠵
296,2,鋪,2,鋪,w139b0504,鋪,2,2890,鋪
296,3,鯆,3,鯆,w139b0505,鯆,3,2891,鯆
296,4,𩹲,4,𩹲,w139b0601,𩹲,4,2892,𩹲
296,5,𨁏,5,𨁏,w139b0602,𨁏,5,2893,𨁏
296,6,痡,6,痡,w139b0603,痡,6,2894,痡
296,7,誧,7,誧,w139b0604,誧,7,2895,誧
296,8,𧱹,8,𧱹,w139b0605,𧱹,8,2896,豧
296,9,陠,9,陠,w139b0606,陠,9,2897,陠
296,10,墲,10,墲,w139b0607,墲,10,2898,墲
296,11,䮒,11,䮒,w139b0701,䮒,11,2899,䮒
296,12,𢼹,12,𢼹,w139b0702,𢼹,12,2900,𢼹
297,1,齊,1,齊,w139b0801,齊,1,2901,齊
297,2,臍,2,臍,w139b0901,臍,2,2902,臍
297,3,麡,3,麡,w139b0902,麡,3,2903,麡
297,4,蠐,4,蠐,w139b1001,蠐,4,2904,蠐
297,5,𪗍,5,𪗍,w139b1002,𪗍,5,2905,𪗍
297,6,懠,6,懠,w139b1003,懠,6,2906,懠
297,7,䶒,7,䶒,w139b1004,䶒,7,2907,䶒
297,8,癠,8,癠,w140a0101,癠,8,2908,癠
297,9,𨥦,9,𨥦,w140a0102,𨥦,9,2909,𨥳
298,1,黎,1,黎,w140a0103,黎,1,2910,黎
298,2,犁,2,犁,w140a0104,犂,2,2911,犁
298,3,𤛿,3,𤛿,w140a0201,𤛿,3,2912,𤛿
298,4,莉,4,莉,w140a0202,莉,4,2913,莉
298,5,黧,5,黧,w140a0203,黧,5,2914,黧
298,6,藜,6,藜,w140a0204,藜,6,2915,藜
298,7,鯬,7,鯬,w140a0205,鯬,7,2916,鯬
298,8,𦃇,8,𦃇,w140a0206,𦃇,8,2917,𦃇
298,9,盠,9,盠,w140a0301,盠,9,2918,盠
298,10,邌,10,邌,w140a0302,邌,10,2919,邌
298,11,𨛫,11,𨛫,w140a0303,𨛫,11,2920,𨛫
298,12,廲,12,廲,w140a0304,廲,12,2921,廲
298,13,蔾,13,蔾,w140a0305,蔾,13,2922,蔾
298,14,筣,14,筣,w140a0306,筣,14,2923,筣
298,15,驪,15,驪,w140a0307,驪,15,2924,驪
298,16,瓈,16,瓈,w140a0401,瓈,16,2925,瓈
298,17,𥌛,17,𥌛,w140a0402,𥌛,17,2926,𥌛
298,18,𩧋,18,𩧋,w140a0403,𩧋,18,2927,𩧋
298,19,㦒,19,㦒,w140a0404,㦒,19,2928,㦒
298,20,謧,20,謧,w140a0405,謧,20,2929,謧
298,21,𨿯,21,𨿯,w140a0501,𨿯,21,2930,𨿯
299,1,妻,1,妻,w140a0502,妻,1,2931,妻
299,2,萋,2,萋,w140a0503,萋,2,2932,萋
299,3,淒,3,淒,w140a0504,淒,3,2933,淒
299,4,凄,4,凄,w140a0505,凄,4,2934,凄
299,5,悽,5,悽,w140a0506,悽,5,2935,悽
299,6,鶈,6,鶈,w140a0507,鶈,6,2936,鶈
299,7,郪,7,郪,w140a0601,郪,7,2937,郪
299,8,緀,8,緀,w140a0602,緀,8,2938,緀
299,9,齌,9,齌,w140a0603,齌,9,2939,齌
299,10,霋,10,霋,w140a0604,霋,10,2940,霋
300,1,低,1,低,w140a0605,低,1,2941,低
300,2,氐,2,氐,w140a0701,氐,2,2942,氐
300,3,袛,3,袛,w140a0702,袛,3,2943,袛
300,4,磾,4,磾,w140a0703,磾,4,2944,磾
300,5,鞮,5,鞮,w140a0704,鞮,5,2945,鞮
300,6,腣,6,腣,w140a0705,腣,6,2946,腣
300,7,羝,7,羝,w140a0801,羝,7,2947,羝
300,8,眡,8,眡,w140a0802,眡,8,2948,眡
300,9,隄,9,隄,w140a0803,隄,9,2949,隄
300,10,堤,10,堤,w140a0804,堤,10,2950,堤
300,11,岻,11,岻,w140a0805,岻,11,2951,岻
300,12,䧑,12,䧑,w140a0806,䧑,12,2952,䧑
300,13,奃,13,奃,w140a0807,奃,13,2953,奃
300,14,趆,14,趆,w140a0808,趆,14,2954,趆
300,15,𡰖,15,𡰖,w140a0809,𡰖,15,2955,𡰖
300,16,鍉,16,鍉,w140a0901,鍉,16,2956,鍉
300,17,柢,17,柢,w140a0902,柢,17,2957,柢
300,18,䐎,18,䐎,w140a0903,䐎,18,2958,䐎
300,19,䚣,19,䚣,w140a0904,䚣,19,2959,䚣
300,20,𥿄,20,𥿄,w140a0905,𥿄,20,2960,𥿄
300,21,揥,21,揥,w140a0906,揥,21,2961,揥
300,22,㓳,22,㓳,w140a0907,㓳,22,2962,㓳
300,23,䬫,23,䬫,w140a1001,䬫,23,2963,䬫
301,1,嗁,1,嗁,w140a1002,嗁,1,2964,嗁
301,2,啼,2,啼,w140a1003,啼,2,2965,啼
301,3,㖒,3,㖒,w140a1004,㖒,3,2966,㖒
301,4,蹏,4,蹏,w140a1005,蹏,4,2967,蹏
301,5,蹄,5,蹄,w140a1006,蹄,5,2968,蹄
301,6,𥶛,6,𥶛,w140a1007,𥶛,6,2969,𥶛
301,7,提,7,提,w140a1008,提,7,2970,提
301,8,詆,8,詆,w140a1009,詆,8,2971,詆
301,9,瑅,9,瑅,w140b0101,瑅,9,2972,瑅
301,10,隄,10,隄,w140b0102,隄,10,2973,隄
301,11,桋,11,桋,w140b0103,桋,11,2974,桋
301,12,題,12,題,w140b0104,題,12,2975,題
301,13,媞,13,媞,w140b0105,媞,13,2976,媞
301,14,𧡨,14,𧡨,w140b0201,𧡨,14,2977,𧡨
301,15,綈,15,綈,w140b0202,綈,15,2978,綈
301,16,罤,16,罤,w140b0203,罤,16,2979,罤
301,17,𣹲,17,𣹲,w140b0204,𣹲,17,2980,𣹲
301,18,𣖅,18,𣖅,w140b0205,𣖅,18,2981,𣖅
301,19,締,19,締,w140b0206,締,19,2982,締
301,20,蕛,20,蕛,w140b0207,蕛,20,2983,蕛
301,21,稊,21,稊,w140b0301,稊,21,2984,稊
301,22,𦯔,22,𦯔,w140b0302,𦯔,22,2985,𦯔
301,23,䬾,23,䬾,w140b0303,䬾,23,2986,䬾
301,24,醍,24,醍,w140b0304,醍,24,2987,醍
301,25,褆,25,褆,w140b0305,褆,25,2988,褆
301,26,鵜,26,鵜,w140b0306,鵜,26,2989,鵜
301,27,荑,27,荑,w140b0401,荑,27,2990,荑
301,28,禔,28,禔,w140b0402,禔,28,2991,禔
301,29,䱱,29,䱱,w140b0403,䱱,29,2992,䱱
301,30,崹,30,崹,w140b0404,崹,30,2993,崹
301,31,緹,31,緹,w140b0405,緹,31,2994,緹
301,32,鷤,32,鷤,w140b0406,鷤,32,2995,鷤
301,33,鼶,33,鼶,w140b0407,鼶,33,2996,鼶
301,34,騠,34,騠,w140b0501,騠,34,2997,騠
301,35,折,35,折,w140b0502,折,35,2998,折
301,36,䨑,36,䨑,w140b0503,䨑,36,2999,䨑
301,37,銕,37,銕,w140b0504,銕,37,3000,銕
301,38,䱱,38,䱱,w140b0601,䱱,38,3001,䱱
301,39,䖙,39,䖙,w140b0602,䖙,39,3002,䖙
301,40,𥉘,40,𥉘,w140b0603,𥉘,40,3003,𥉘
301,41,䬫,41,䬫,w140b0604,䬫,41,3004,䬫
301,42,䚣,42,䚣,w140b0605,䚣,42,3005,䚣
301,43,𢔭,43,𢔭,w140b0606,𢔭,43,3006,𢔭
301,44,謕,44,謕,w140b0701,謕,44,3007,謕
301,45,𡰄,45,𡰄,w140b0702,𡰄,45,3008,𡰄
301,46,厗,46,厗,w140b0703,厗,46,3009,厗
301,47,𪂿,47,𪂿,w140b0704,𪂿,47,3010,𪂿
301,48,鶙,48,鶙,w140b0705,鶙,48,3011,鶙
301,49,𡰖,49,𡰖,w140b0706,𡰖,49,3012,𡰖
301,50,蝭,50,蝭,w140b0707,蝭,50,3013,蝭
301,51,𨪉,51,𨪉,w140b0801,𨪉,51,3014,𨪉
301,52,鴺,52,鴺,w140b0802,鴺,52,3015,鴺
301,53,㡗,53,㡗,w140b0803,㡗,53,3016,㡗
301,54,銻,54,銻,w140b0804,銻,54,3017,銻
301,55,鮷,55,鮷,w140b0805,鮷,55,3018,鮷
301,56,趧,56,趧,w140b0806,趧,56,3019,趧
301,57,𧋘,57,𧋘,w140b0807,𧋘,57,3020,𧋘
301,58,鮧,58,鮧,w140b0808,鮧,58,3021,鮧
301,59,鯷,59,鯷,w140b0809,鯷,59,3022,鯷
301,60,䐎〈睼〉,60,䐎〈睼〉,w140b0901,䐎〈睼〉,60,3023,䐎
302,1,豍,1,豍,w140b0902,豍,1,3024,豍
302,2,㡙,2,㡙,w140b0903,㡙,2,3025,㡙
302,3,螕,3,螕,w140b0904,螕,3,3026,螕
302,4,㯅,4,㯅,w140b0905,㯅,4,3027,㯅
302,5,𦱔,5,𦱔,w140b0906,𦱔,5,3028,𦱔
302,6,蓖,6,蓖,w140b0907,蓖,6,3029,蓖
302,7,𦀘,7,𦀘,w140b0908,𦀘,7,3030,𦀘
302,8,篦,8,篦,w140b1001,篦,8,3031,篦
302,9,梐,9,梐,w140b1002,梐,9,3032,梐
302,10,𥏠,10,𥏠,w140b1003,𥏠,10,3033,𥏠
302,11,𨻼,11,𨻼,w140b1004,𨻼,11,3034,𨻼
302,12,狴,12,狴,w140b1005,狴,12,3035,狴
302,13,箄,13,箄,w141a0101,箄,13,3036,箄
302,14,鎞,14,鎞,w141a0102,鎞,14,3037,鎞
302,15,悂,15,悂,w141a0103,悂,15,3038,悂
302,16,䚜,16,䚜,w141a0104,䚜,16,3039,䚜
303,1,雞,1,雞,w141a0105,雞,1,3040,雞
303,2,鷄,2,鷄,w141a0106,鷄,2,3041,鷄
303,3,稽,3,稽,w141a0107,稽,3,3042,稽
303,4,枅,4,枅,w141a0201,枅,4,3043,枅
303,5,笄,5,笄,w141a0202,笄,5,3044,笄
303,6,㮷,6,㮷,w141a0203,㮷,6,3045,㮷
303,7,䗗,7,䗗,w141a0204,䗗,7,3046,䗗
303,8,卟,8,卟,w141a0205,卟,8,3047,卟
303,9,𥝌,9,𥝌,w141a0301,𥝌,9,3048,𥝌
303,10,𨪴,10,𨪴,w141a0302,𨪴,10,3049,𨪴
304,1,奚,1,奚,w141a0303,奚,1,3050,奚
304,2,豯,2,豯,w141a0401,豯,2,3051,豯
304,3,徯,3,徯,w141a0402,徯,3,3052,徯
304,4,㜎,4,㜎,w141a0403,㜎,4,3053,㜎
304,5,蹊,5,蹊,w141a0404,蹊,5,3054,蹊
304,6,螇,6,螇,w141a0405,螇,6,3055,螇
304,7,榽,7,榽,w141a0406,榽,7,3056,榽
304,8,騱,8,騱,w141a0407,騱,8,3057,騱
304,9,胿,9,胿,w141a0501,胿,9,3058,胿
304,10,𡗞,10,𡗞,w141a0502,𡗞,10,3059,𡗞
304,11,郋,11,郋,w141a0503,郋,11,3060,郋
304,12,𪓷,12,𪓷,w141a0504,𪓷,12,3061,𪓷
304,13,傒,13,傒,w141a0505,傒,13,3062,傒
304,14,嵇,14,嵇,w141a0506,嵆,14,3063,嵇
304,15,兮,15,兮,w141a0601,兮,15,3064,兮
304,16,鼷,16,鼷,w141a0602,鼷,16,3065,鼷
304,17,蒵,17,蒵,w141a0603,蒵,17,3066,蒵
304,18,貕,18,貕,w141a0604,貕,18,3067,貕
305,1,鷖,1,鷖,w141a0605,鷖,1,3068,鷖
305,2,翳,2,翳,w141a0701,翳,2,3069,翳
305,3,𧫦,3,𧫦,w141a0702,𧫦,3,3070,𧫦
305,4,嫛,4,嫛,w141a0703,嫛,4,3071,嫛
305,5,黳,5,黳,w141a0704,黳,5,3072,黳
305,6,𦎣,6,𦎣,w141a0705,𦎣,6,3073,𦎣
305,7,㙠,7,㙠,w141a0706,㙠,7,3074,㙠
305,8,䃜,8,䃜,w141a0707,䃜,8,3075,䃜
305,9,黟,9,黟,w141a0708,黟,9,3076,黟
305,10,繄,10,繄,w141a0801,繄,10,3077,繄
305,11,䚷,11,䚷,w141a0802,䚷,11,3078,䚷
305,12,𣕁,12,𣕁,w141a0803,𣕁,12,3079,𣕁
306,1,倪,1,倪,w141a0804,倪,1,3080,倪
306,2,蜺,2,蜺,w141a0901,蜺,2,3081,蜺
306,3,霓,3,霓,w141a0902,霓,3,3082,霓
306,4,郳,4,郳,w141a0903,郳,4,3083,郳
306,5,齯,5,齯,w141a0904,齯,5,3084,齯
306,6,婗,6,婗,w141a0905,婗,6,3085,婗
306,7,輗,7,輗,w141a1001,輗,7,3086,輗
306,8,棿,8,棿,w141a1002,棿,8,3087,棿
306,9,猊,9,猊,w141a1003,猊,9,3088,猊
306,10,麑,10,麑,w141a1004,麑,10,3089,麑
306,11,貎,11,貎,w141a1005,貎,11,3090,貎
306,12,鯢,12,鯢,w141a1006,鯢,12,3091,鯢
306,13,兒,13,兒,w141a1007,兒,13,3092,兒
306,14,䘽,14,䘽,w141b0101,䘽,14,3093,䘽
306,15,𠆵,15,𠆵,w141b0102,𠆵,15,3094,𠆵
306,16,觬,16,觬,w141b0103,觬,16,3095,觬
306,17,𣕁,17,𣕁,w141b0104,𣕁,17,3096,𣕁
306,18,㪒,18,㪒,w141b0105,㪒,18,3097,㪒
307,1,醯,1,醯,w141b0106,醯,1,3098,醯
307,2,䒊,2,䒊,w141b0201,䒊〈𣢍〉,2,3099,䒊
307,3,𦫬,3,𦫬,w141b0202,𦫬,3,3100,𦫬
307,4,㡗,4,㡗,w141b0203,㡗,4,3101,㡗
307,5,橀,5,橀,w141b0204,橀,5,3102,橀
307,6,忚,6,忚,w141b0205,忚,6,3103,忚
308,1,西,1,西,w141b0206,西,1,3104,西
308,2,卤,2,卤,w141b0601,卤,2,3105,卤
308,3,𠧪〈𠧧〉,3,𠧪〈𠧧〉,w141b0602,𠧪〈卥〉,3,3106,𠧧
