小韻號,首字,音韻地位,反切,直音,細分轄字
2178,翅,書開三支去,施智,,
2179,屣,生開三支去,所寄,,
2180,觖,溪合三A支去,窺瑞,,
2181,餧,影合三B支去,於僞,,
2182,僞,疑合三B支去,危睡,,
2183,毀,曉合三B支去,況僞,,
2184,恚,影合三A支去,於避,,
2185,睡,常合三支去,是僞,,
2186,馶,見開三A支去,居企,,
2187,䄲,日合三支去,而瑞,,
2188,卶,昌開三支去,充豉,,
2189,䅗,心合三支去,思累,,
2190,娷,知合三支去,竹恚,,
2191,瓗,以合三支去,以睡,,
2192,諉,孃合三支去,女恚,,
2193,瞡,見合三A支去,規恚,,
2194,𧙁,莊開三支去,爭義,,
2195,孈,曉合三A支去,呼恚,,
2196,㞆,溪開三B支去,卿義,,
2197,至,章開三脂去,脂利,,
2198,位,云合三B脂去,于愧,,
2199,郿,明三B脂去,明祕,,
2200,遂,邪合三脂去,徐醉,,
2201,醉,精合三脂去,將遂,,
2202,邃,心合三脂去,雖遂,,
2203,類,來合三脂去,力遂,,
2204,祕,幫三B脂去,兵媚,,
2205,匱,羣合三B脂去,求位,,
2206,濞,滂三B脂去,匹備,,
2207,備,並三B脂去,平祕,,
2208,媿,見合三B脂去,俱位,,
2209,帥,生合三脂去,所類,,
2210,喟,溪合三B脂去,丘愧,,
2211,豷,曉合三B脂去,許位,,
2212,嗜,常開三脂去,常利,,
2213,利,來開三脂去,力至,,
2214,膩,孃開三脂去,女利,,
2215,屁,滂三A脂去,匹寐,,
2216,劓,疑開三B脂去,魚器,,
2217,致,知開三脂去,陟利,,
2218,棄,溪開三A脂去,詰利,,
2219,緻,澄開三脂去,直利,,
2220,寐,明三A脂去,彌二,,
2221,杘,徹開三脂去,丑利,,
2222,冀,見開三B脂去,几利,,
2223,臮,羣開三B脂去,具冀,,
2224,悸,羣合三A脂去,其季,,
2225,翠,清合三脂去,七醉,,
2226,二,日開三脂去,而至,,
2227,恣,精開三脂去,資四,,
2228,次,清開三脂去,七四,,
2229,懿,影開三B脂去,乙冀,,
2230,四,心開三脂去,息利,,
2231,器,溪開三B脂去,去冀,,
2232,季,見合三A脂去,居悸,,
2233,鼻,並三A脂去,毗至,,
2234,䁤,曉合三A脂去,香季,,
2235,痹,幫三A脂去,必至,,
2236,萃,從合三脂去,秦醉,,
2237,地,定開四脂去,徒四,,
2238,齂,曉開三B脂去,虛器,,
2239,肄,以開三脂去,羊至,,
2240,示,船開三脂去,神至,,
2241,自,從開三脂去,疾二,,
2242,墜,澄合三脂去,直類,,
2243,出,昌合三脂去,尺類,,
2244,遺,以合三脂去,以醉,,
2245,侐,曉合三A脂去,火季,,
2246,轛,知合三脂去,追萃,,
2247,痓,昌開三脂去,充自,,
2248,屍,書開三脂去,矢利,,
2249,㿷,初合三脂去,楚愧,,
2250,㽷,書合三脂去,釋類,,
2251,志,章開三之去,職吏,,
2252,值,澄開三之去,直吏,,
2253,寺,邪開三之去,祥吏,,
2254,蛓,清開三之去,七吏,,
2255,笥,心開三之去,相吏,,
2256,試,書開三之去,式吏,,
2257,胾,莊開三之去,側吏,,
2258,吏,來開三之去,力置,,
2259,字,從開三之去,疾置,,
2260,眙,徹開三之去,丑吏,,
2261,餌,日開三之去,仍吏,,
2262,駛,生開三之去,疎吏,,
2263,廁,初開三之去,初吏,,
2264,異,以開三之去,羊吏,,
2265,置,知開三之去,陟吏,,
2266,侍,常開三之去,時吏,,
2267,事,崇開三之去,鉏吏,,
2268,忌,羣開三C之去,渠記,,
2269,熾,昌開三之去,昌志,,
2270,意,影開三C之去,於記,,
2271,記,見開三C之去,居吏,,
2272,憙,曉開三C之去,許記,,
2273,䰯,疑開三C之去,魚記,,
2274,亟,溪開三C之去,去吏,,
2275,未,明三C微去,無沸,,
2276,貴,見合三C微去,居胃,,
2277,胃,云合三C微去,于貴,,
2278,魏,疑合三C微去,魚貴,,
2279,沸,幫三C微去,方味,,
2280,費,滂三C微去,芳未,,
2281,𥽂,溪合三C微去,丘畏,,
2282,尉,影合三C微去,於胃,,
2283,諱,曉合三C微去,許貴,,
2284,𥝋,並三C微去,扶涕〈沸〉,,
2285,既,見開三C微去,居豙,,
2286,毅,疑開三C微去,魚既,,
2287,氣,溪開三C微去,去既,,
2288,欷,曉開三C微去,許既,,
2289,䤒,羣開三C微去,其既,,
2290,衣,影開三C微去,於既,,
2291,御,疑開三C魚去,牛倨,,
2292,慮,來開三魚去,良倨,,
2293,據,見開三C魚去,居御,,
2294,覰,清開三魚去,七慮,,
2295,㰦,溪開三C魚去,近〈丘〉倨,,
2296,署,常開三魚去,常恕,,
2297,恕,書開三魚去,商署,,
2298,著,知開三魚去,陟慮,,
2299,䬡,章開三魚去,章恕,,
2300,疏,生開三魚去,所去,,
2301,飫,影開三C魚去,依倨,,
2302,箸,澄開三魚去,遟倨,,
2303,遽,羣開三C魚去,其據,,
2304,絮,心開三魚去,息據,,
2305,助,崇開三魚去,牀據,,
2306,怚,精開三魚去,將預,,
2307,詛,莊開三魚去,莊助,,
2308,洳,日開三魚去,人恕,,
2309,豫,以開三魚去,羊洳,,
2310,噓,曉開三C魚去,許御,,
2311,女,孃開三魚去,尼據,,
2312,楚,初開三魚去,瘡（創）據,,
2313,處,昌開三魚去,昌據,,
2314,絮,徹開三魚去,抽據,,
2315,𡱣,邪開三魚去,徐預,,
2316,遇,疑合三C虞去,牛具,,
2317,嫗,影合三C虞去,衣遇,,
2318,樹,常合三虞去,常句,,
2319,住,澄合三虞去,持遇,,
2320,附,並三C虞去,符遇,,
2321,注,章合三虞去,之戍,,
2322,屨,見合三C虞去,九遇,,
2323,昫,曉合三C虞去,香句,,
2324,戍,書合三虞去,傷遇,,
2325,裕,以合三虞去,羊戍,,
2326,孺,日合三虞去,而遇,,
2327,赴,滂三C虞去,芳遇,,
2328,務,明三C虞去,亡遇,,
2329,緅,精合三虞去,子句,,
2330,懼,羣合三C虞去,其遇,,
2331,芋,云合三C虞去,王遇,,
2332,埾,從合三虞去,才句,,
2333,捒,生合三虞去,色句,,
2334,付,幫三C虞去,方遇,,
2335,娶,清合三虞去,七句,,
2336,註,知合三虞去,中句,,
2337,驅,溪合三C虞去,區遇,,
2338,菆,初合三虞去,芻注,,
2339,𨳳,徹合三虞去,丑注,,
2340,尠,心合三虞去,思句,,
2341,屢,來合三虞去,良遇,,
2342,暮,明一模去,莫故,,
2343,渡,定一模去,徒故,,
2344,路,來一模去,洛故,,
2345,妒,端一模去,當故,,
2346,菟,透一模去,湯故,,
2347,顧,見一模去,古暮,,
2348,誤,疑一模去,五故,,
2349,護,匣一模去,胡誤,,
2350,訴,心一模去,桑故,,
2351,祚,從一模去,昨誤,,
2352,笯,泥一模去,乃故,,
2353,布,幫一模去,博故,,
2354,汙,影一模去,烏路,,
2355,怖,滂一模去,普故,,
2356,厝,清一模去,倉故,,
2357,絝,溪一模去,苦故,,
2358,捕,並一模去,薄故,,
2359,謼,曉一模去,荒故,,
2360,作,精一模去,臧𧙓〈祚〉,,
2361,霽,精開四齊去,子計,,
2362,帝,端開四齊去,都計,,
2363,嚌,從開四齊去,在詣,,
2364,替,透開四齊去,他計,,
2365,第,定開四齊去,特計,,
2366,砌,清開四齊去,七計,,
2367,細,心開四齊去,蘇計,,
2368,詣,疑開四齊去,五計,,
2369,計,見開四齊去,古詣,,
2370,蒵,匣開四齊去,胡計,,
2371,契,溪開四齊去,苦計,,
2372,翳,影開四齊去,於計,,
2373,謎,明四齊去,莫計,,
2374,閉,幫四齊去,博計,,
2375,慧,匣合四齊去,胡桂,,
2376,桂,見合四齊去,古惠,,
2377,嘒,曉合四齊去,呼惠,,
2378,媲,滂四齊去,匹詣,,
2379,薜,並四齊去,蒲計,,
2380,麗,來開四齊去,郎計,,
2381,𥱻,徹開三魚平,丑戾〈居〉,,
2382,泥,泥開四齊去,奴計,,
2383,㰥,曉開四齊去,呼計,,
2384,祭,精開三祭去,子例,,
2385,歲,心合三祭去,相銳,,
2386,衛,云合三B祭去,于歲,,
2387,芮,日合三祭去,而銳,,
2388,贅,章合三祭去,之芮,,
2389,𠻜,生合三祭去,山芮,,
2390,毳,清合三祭去,此芮,,
2391,銳,以合三祭去,以芮,,
2392,綴,知合三祭去,陟衛,,
2393,稅,書合三祭去,舒芮,,
2394,弊,並三A祭去,毗祭,,
2395,㯔,初合三祭去,楚稅,,
2396,篲,邪合三祭去,祥歲,,
2397,蔽,幫三A祭去,必袂,,
2398,劌,見合三B祭去,居衛,,
2399,袂,明三A祭去,彌弊,,
2400,㡜,生開三祭去,所例,,
2401,掣,昌開三祭去,尺制,,
2402,制,章開三祭去,征例,,
2403,逝,常開三祭去,時制,,
2404,曳,以開三祭去,餘制,,
2405,䋵,影開三B祭去,於罽,,
2406,藝,疑開三A祭去,魚祭,,
2407,滯,澄開三祭去,直例,,
2408,例,來開三祭去,力制,,
2409,憩,溪開三B祭去,去例,,
2410,世,書開三祭去,舒制,,
2411,猘,見開三B祭去,居例,,
2412,㿃,知開三祭去,竹例,,
2413,偈,羣開三B祭去,其憩,,
2414,啜,常合三祭去,嘗芮,,
2415,跇,徹開三祭去,丑例,,
2416,𨧨,澄合三祭去,除芮,,
2417,㓷,疑開三B祭去,牛例,,
2418,蕝,精合三祭去,子芮,,
2419,潎,滂三A祭去,匹蔽,,
2420,𥏙,溪合三C廢去,丘吠,,
2421,䂕,曉合三C廢去,呼吠,,
2422,泰,透開一泰去,他蓋,,
2423,蓋,見開一泰去,古太,,
2424,艾,疑開一泰去,五蓋,,
2425,藹,影開一泰去,於蓋,,
2426,柰,泥開一泰去,奴帶,,
2427,大,定開一泰去,徒蓋,,
2428,害,匣開一泰去,胡蓋,,
2429,帶,端開一泰去,當蓋,,
2430,貝,幫一泰去,博蓋,,
2431,霈,滂一泰去,普蓋,,
2432,會,匣合一泰去,黃外,,
2433,兌,定合一泰去,杜外,,
2434,儈,見合一泰去,古外,,
2435,最,精合一泰去,祖外,,
2436,𧬨,曉合一泰去,呼會,,
2437,𥢶,溪合一泰去,苦會,,
2438,酹,來合一泰去,郎外,,
2439,外,疑合一泰去,五會,,
2440,祋,端合一泰去,丁外,,
2441,懀,影合一泰去,烏外,,
2442,蕞,從合一泰去,才外,,
2443,𥕸,心合一泰去,先外,,
2444,襊,清合一泰去,麤最,,
2445,旆,並一泰去,蒲蓋,,
2446,磕,溪開一泰去,苦蓋,,
2447,蔡,清開一泰去,倉大,,
2448,賴,來開一泰去,落蓋,,
2449,餀,曉開一泰去,呼艾,,
2450,娧,透合一泰去,他外,,
2451,眜,明一泰去,莫貝,,
2452,𦦣,清合一泰去,七外,,
2453,卦,見合二佳去,古賣,,
2454,懈,見開二佳去,古隘,,
2455,隘,影開二佳去,烏懈,,
2456,邂,匣開二佳去,胡懈,,
2457,賣,明二佳去,莫懈,,
2458,畫,匣合二佳去,胡卦,,
2459,差,初開二佳去,楚懈,,
2460,睚,疑開二佳去,五懈,,
2461,謑,曉開二佳去,火懈,,
2462,𢈕,幫二佳去,方卦,,
2463,粺,並二佳去,傍卦,,
2464,㾹,崇開二佳去,七〈士〉懈,,
2465,派,滂二佳去,匹卦,,
2466,債,莊開二佳去,側賣,,
2467,𡢖,溪開二佳去,苦賣,,
2468,曬,生開二佳去,所賣,,
2469,諣,曉合二佳去,呼卦,,
2470,㠔,幫二佳去,方賣,,
2471,膪,知開二佳去,竹賣,,
2472,怪,見合二皆去,古壞,,
2473,噫,影開二皆去,烏界,,
2474,瘵,莊開二皆去,側界,,
2475,誡,見開二皆去,古拜,,
2476,褹,孃開二皆去,女介,,
2477,譮,曉開二皆去,許介,,
2478,械,匣開二皆去,胡介,,
2479,𦗐,疑開二皆去,五介,,
2480,蒯,溪合二皆去,苦怪,,
2481,𢷎,幫二皆去,博怪,,
2482,湃,滂二皆去,普拜,,
2483,壞,匣合二皆去,胡怪,,
2484,聵,疑合二皆去,五怪,,
2485,𢞎,並二皆去,蒲拜,,
2486,䀛,明二皆去,莫拜,,
2487,𧱳,曉合二皆去,火怪,,
2488,鎩,生開二皆去,所拜,,
2489,烗,溪開二皆去,苦戒,,
2490,顡,知合二皆去,他〈迍〉怪,,
2491,夬,見合二夬去,古賣〖邁〗,,
2492,快,溪合二夬去,苦夬,,
2493,邁,明二夬去,莫話,,
2494,話,匣合二夬去,下快,,
2495,敗,並二夬去,薄邁,,
2496,䵳,影合二夬去,烏快,,
2497,嘬,初合二夬去,楚夬,,
2498,犗,見開二夬去,古喝,,
2499,蠆,徹開二夬去,丑犗,,
2500,喝,影開二夬去,於犗,,
2501,𠱡,生開二夬去,所犗,,
2502,𦤧,澄開二夬去,除邁,,
2503,䜕,曉開二夬去,火犗,,
2504,咶,曉合二夬去,火夬,,
2505,敗,幫二夬去,補邁,,
2506,啐,初合二夬去,倉夬,,
2507,寨,崇開二夬去,犲（豺）夬,,
2508,㕢,匣開二夬去,何犗,,
2509,隊,定合一灰去,徒對,,
2510,佩,並一灰去,蒲昧,,
2511,妹,明一灰去,莫佩,,
2512,配,滂一灰去,滂佩,,
2513,誨,曉合一灰去,荒內,,
2514,對,端合一灰去,都隊,,
2515,倅,清合一灰去,七內,,
2516,晬,精合一灰去,子對,,
2517,𩲄,影合一灰去,烏繢,,
2518,退,透合一灰去,他內,,
2519,憒,見合一灰去,古對,,
2520,潰,匣合一灰去,胡對,,
2521,塊,溪合一灰去,苦對,,
2522,碎,心合一灰去,蘇內,,
2523,內,泥合一灰去,奴對,,
2524,纇,來合一灰去,盧對,,
2525,背,幫一灰去,補妹,,
2526,磑,疑合一灰去,五對,,
2527,蚚,匣合一灰去,胡輩,,
2528,代,定開一咍去,徒耐,,
2529,載,精開一咍去,作代,,
2530,䆀,明一灰去,莫代,,
2531,賽,心開一咍去,先代,,
2532,貸,透開一咍去,他代,,
2533,溉,見開一咍去,古代,,
2534,慨,溪開一咍去,苦蓋〖愛〗,,
2535,礙,疑開一咍去,五溉,,
2536,愛,影開一咍去,烏代,,
2537,瀣,匣開一咍去,胡槩,,
2538,耐,泥開一咍去,奴代,,
2539,戴,端開一咍去,都代,,
2540,賚,來開一咍去,洛代,,
2541,菜,清開一咍去,倉代,,
2542,載,從開一咍去,昨代,,
2543,儗,曉開一咍去,海愛,,
2544,廢,幫三C廢去,方肺,,
2545,肺,滂三C廢去,方〈芳〉廢,,
2546,穢,影合三C廢去,於廢,,
2547,吠,並三C廢去,符廢,,
2548,喙,曉合三C廢去,許穢,,
2549,𤜂,羣合三C廢去,渠穢,,
2550,刈,疑開三C廢去,魚肺,,
2551,震,章開三真去,章刃,,
2552,信,心開三真去,息晉,,
2553,刃,日開三真去,而振,,
2554,胤,以開三真去,羊晉,,
2555,遴,來開三真去,良刃,,
2556,儐,幫三A真去,必刃,,
2557,敶,澄開三真去,直刃,,
2558,慎,常開三真去,時刃,,
2559,眒,書開三真去,試刃,,
2560,菣,溪開三A真去,去刃,,
2561,賮,從開三真去,徐〖疾〗刃,,
2562,憖,疑開三B真去,魚覲,,
2563,晉,精開三真去,即刃,,
2564,衅,曉開三B真去,許覲,,
2565,鎮,知開三真去,陟刃,,
2566,僅,羣開三B真去,渠遴,,
2567,櫬,初開三臻去,初覲,,
2568,印,影開三A真去,於刃,,
2569,疢,徹開三真去,丑刃,,
2570,𣎳,滂三A真去,匹刃,,
2571,親,清開三真去,七遴,,
2572,螼,溪開三A真去,羌印,,
2573,呁,見合三A真去,九峻,,
2574,稕,章合三真去,之閏,,
2575,𡺲,心合三真去,私閏,,
2576,殉,邪合三真去,辭閏,,
2577,儁,精合三真去,子峻,,
2578,舜,書合三真去,舒閏,,
2579,閏,日合三真去,如順,,
2580,順,船合三真去,食閏,,
2581,問,明三C文去,亡運,,
2582,運,云合三C文去,王問,,
2583,訓,曉合三C文去,許運,,
2584,湓,滂三C文去,匹問,,
2585,糞,幫三C文去,方問,,
2586,醞,影合三C文去,於問,,
2587,攈,見合三C文去,居運,,
2588,郡,羣合三C文去,渠運,,
2589,分,並三C文去,扶問,,
2590,焮,曉開三C殷去,香靳,,
2591,靳,見開三C殷去,居焮,,
2592,近,羣開三C殷去,巨靳,,
2593,㒚,影開三C殷去,於靳,,
2594,垽,疑開三C殷去,吾靳,,
2595,願,疑合三C元去,魚怨,,
2596,怨,影合三C元去,於願,,
2597,販,幫三C元去,方願,,
2598,券,溪合三C元去,去願,,
2599,万,明三C元去,無販,,
2600,飯,並三C元去,符万,,
2601,嬎,滂三C元去,芳万,,
2602,建,見開三C元去,居万,,
2603,堰,影開三C元去,於建,,
2604,獻,曉開三C元去,許建,,
2605,楥,曉合三C元去,虛願,,
2606,健,羣開三C元去,渠建,,
2607,𣀔,初合三元去,芳｟反｠〈叉〉万,,
2608,遠,云合三C元去,于願,,
2609,𤬝,疑開三C元去,語堰,,
2610,圈,羣合三C元去,臼万,,
2611,卛,見合三C元去,居願,,
2612,慁,匣合一魂去,胡困,,
2613,頓,端合一魂去,都困,,
2614,巽,心合一魂去,蘇困,,
2615,困,溪合一魂去,苦悶,,
2616,嫩,泥合一魂去,奴困,,
2617,搵,影合一魂去,烏困,,
2618,悶,明一魂去,莫困,,
2619,鐏,從合一魂去,徂悶,,
2620,睔,見合一魂去,古困,,
2621,噴,滂一魂去,普悶,,
2622,鈍,定合一魂去,徒困,,
2623,寸,清合一魂去,倉困,,
2624,坌,並一魂去,蒲悶,,
2625,顐,疑合一魂去,五困,,
2626,論,來合一魂去,盧困,,
2627,奔,幫一魂去,甫悶,,
2628,惛,曉合一魂去,呼悶,,
2629,焌,精合一魂去,子寸,,
2630,恨,匣開一痕去,胡艮,,
2631,艮,見開一痕去,古恨,,
2632,䭓,疑開一痕去,五恨,,
2633,䭡,影開一痕去,烏恨,,
2634,翰,匣開一寒去,侯旰,,
2635,炭,透開一寒去,他旦,,
2636,按,影開一寒去,烏旰,,
2637,旦,端開一寒去,得按,,
2638,憚,定開一寒去,徒案,,
2639,旰,見開一寒去,古案,,
2640,岸,疑開一寒去,五旰,,
2641,侃,溪開一寒去,苦旰,,
2642,漢,曉開一寒去,呼旰,,
2643,爛,來開一寒去,郎旰,,
2644,攤,泥開一寒去,奴案,,
2645,粲,清開一寒去,蒼案,,
2646,繖,心開一寒去,蘇旰,,
2647,贊,精開一寒去,則旰,,
2648,㜺,從開一寒去,祖〈徂〉贊,,
2649,換,匣合一寒去,胡玩,,
2650,䂎,精合一寒去,子筭,,
2651,惋,影合一寒去,烏貫,,
2652,貫,見合一寒去,古玩,,
2653,竄,清合一寒去,七亂,,
2654,玩,疑合一寒去,五換,,
2655,段,定合一寒去,徒玩,,
2656,亂,來合一寒去,郎段,,
2657,鍛,端合一寒去,丁貫,,
2658,彖,透合一寒去,通貫,,
2659,喚,曉合一寒去,火貫,,
2660,筭,心合一寒去,蘇貫,,
2661,縵,明一寒去,莫半,,
2662,半,幫一寒去,博慢〈漫〉,,
2663,判,滂一寒去,普半,,
2664,叛,並一寒去,薄半,,
2665,偄,泥合一寒去,奴亂,,
2666,攢,從合一寒去,在玩,,
2667,䥗,溪合一寒去,口喚,,
2668,諫,見開二刪去,古晏,,
2669,鴈,疑開二刪去,五晏,,
2670,晏,影開二刪去,烏澗,,
2671,訕,生開二刪去,所晏,,
2672,骭,匣開二刪去,下晏,,
2673,慢,明二刪去,謨晏,,
2674,綰,影合二刪去,烏患,,
2675,患,匣合二刪去,胡慣,,
2676,慣,見合二刪去,古患,,
2677,㝈,生合二刪去,生患,,
2678,篡,初合二刪去,初患,,
2679,薍,疑合二刪去,五患,,
2680,輚,崇開二刪去,士諫,,
2681,襻,滂二刪去,普患,,
2682,奻,孃合二刪去,女患,,
2683,羼,初開二刪去,初鴈,,
2684,㬄,徹開二刪去,丑晏,,
2685,襇,見開二山去,古莧,,
2686,莧,匣開二山去,侯襇,,
2687,瓣,並二山去,蒲莧,,
2688,盼,滂二山去,匹莧,,
2689,幻,匣合二山去,胡辨,,
2690,蔄,明二山去,亡莧,,
2691,袒,澄開二山去,丈莧,,
2692,扮,幫二山去,晡幻,,
2693,鰥,見合二山去,古幻,,
2694,霰,心開四先去,蘇佃,,
2695,蒨,清開四先去,倉甸,,
2696,絢,曉合四先去,許縣,,
2697,縣,匣合四先去,黃練,,
2698,睊,見合四先去,古縣,,
2699,電,定開四先去,堂練,,
2700,瑱,透開四先去,他甸,,
2701,練,來開四先去,郎甸,,
2702,見,見開四先去,古電,,
2703,晛,泥開四先去,奴甸,,
2704,俔,溪開四先去,苦甸,,
2705,見,匣開四先去,胡甸,,
2706,硯,疑開四先去,吾甸,,
2707,宴,影開四先去,於甸,,
2708,薦,精開四先去,作甸,,
2709,麪,明四先去,莫甸,,
2710,片,滂四先去,普麵,,
2711,荐,從開四先去,在甸,,
2712,䬼,影合四先去,烏縣,,
2713,殿,端開四先去,都甸,,
2714,𩎌,曉開四先去,呼甸,,
2715,線,心開三仙去,私箭,,
2716,戰,章開三仙去,之膳,,
2717,繕,常開三仙去,時戰,,
2718,彥,疑開三B仙去,魚變,,
2719,譴,溪開三A仙去,去戰,,
2720,絹,見合三A仙去,吉掾,,
2721,瑗,云合三B仙去,王眷,,
2722,面,明三A仙去,彌箭,,
2723,釧,昌合三仙去,尺絹,,
2724,掾,以合三仙去,以絹,,
2725,𩥇,知開三仙去,陟扇,,
2726,𤲬,日合三仙去,人絹,,
2727,箭,精開三仙去,子賤,,
2728,硟,昌開三仙去,昌戰,,
2729,扇,書開三仙去,式戰,,
2730,躽,影開三B仙去,於扇,,
2731,眷,見合三B仙去,居倦,,
2732,倦,羣合三B仙去,渠卷,,
2733,戀,來合三仙去,力卷,,
2734,猭,徹合三仙去,丑戀,,
2735,變,幫三B仙去,彼眷,,
2736,𨏉,生合三仙去,所眷,,
2737,縓,清合三仙去,七絹,,
2738,卞,並三B仙去,皮變,,
2739,㳬,邪合三仙去,辝（辭）戀,,
2740,選,心合三仙去,息絹,,
2741,䉵,崇合三仙去,七〈士〉戀,,
2742,孨,莊合三仙去,莊眷,,
2743,傳,澄合三仙去,直戀,,
2744,賤,從開三仙去,才線,,
2745,羨,邪開三仙去,似面,,
2746,騗,滂三A仙去,匹戰,,
2747,𢮨,常合三仙去,時釧,,
2748,輾,孃開三仙去,女箭,,
2749,囀,知合三仙去,知戀,,
2750,衍,以開三仙去,于〈予〉線,,
2751,便,並三A仙去,婢面,,
2752,邅,澄開三仙去,持碾,,
2753,𤹨,來開三仙去,連彥,,
2754,䄐,溪合三B仙去,區倦,,
2755,剸,章合三仙去,之囀,,
2756,徧,幫四先去,方見,,
2757,嘯,心開四蕭去,蘇弔,,
2758,糶,透開四蕭去,他弔,,
2759,弔,端開四蕭去,多嘯,,
2760,叫,見開四蕭去,古弔,,
2761,尿,泥開四蕭去,奴弔,,
2762,藋,定開四蕭去,徒弔,,
2763,竅,溪開四蕭去,苦弔,,
2764,𩕐,來開四蕭去,力弔,,
2765,顤,疑開四蕭去,五弔,,
2766,窔,影開四蕭去,烏叫,,
2767a,㱇,曉開三C蒸入,火弔〈即〉,,㱇
2767b,嬈,曉開四蕭去,火弔,,嬈
2767c,娎,澄開三仙入,火〈丈〉弔｟叫｠〈列〉,,娎
2768,笑,心開三宵去,私妙,,
2769,照,章開三宵去,之少,,
2770,燿,以開三宵去,弋照,,
2771,要,影開三A宵去,於笑,,
2772,召,澄開三宵去,直照,,
2773,邵,常開三宵去,寔照,,
2774,嶠,羣開三B宵去,渠廟,,
2775,剽,滂三A宵去,匹妙,,
2776,噍,從開三宵去,才笑,,
2777,妙,明三A宵去,彌笑,,
2778,陗,清開三宵去,七肖,,
2779,尞,來開三宵去,力照,,
2780,趬,溪開三B宵去,丘召,,
2781,𧇠,疑開三B宵去,牛召,,
2782,醮,精開三宵去,子肖,,
2783,廟,明三B宵去,眉召,,
2784,驃,並三A宵去,毗召,,
2785,少,書開三宵去,失照,,
2786,脁,徹開三宵去,丑召,,
2787,裱,幫三B宵去,方廟,,
2788,翹,羣開三A宵去,巨要,,
2789,饒,日開三宵去,人要,,
2790,效,匣開二肴去,胡教,,
2791,教,見開二肴去,古孝,,
2792,孝,曉開二肴去,呼教,,
2793,罩,知開二肴去,都教,,
2794,豹,幫二肴去,北教,,
2795,敲,溪開二肴去,苦教,,
2796,皃,明二肴去,莫教,,
2797,奅,滂二肴去,匹皃,,
2798,趠,徹開二肴去,丑教,,
2799,稍,生開二肴去,所教,,
2800,棹,澄開二肴去,直教,,
2801,橈,孃開二肴去,奴教,,
2802,抓,莊開二肴去,側教,,
2803,靤,並二肴去,防教,,
2804,抄,初開二肴去,初教,,
2805,靿,影開二肴去,於教,,
2806,樂,疑開二肴去,五教,,
2807,巢,崇開二肴去,七〈士〉稍,,
2808,号,匣開一豪去,胡到,,
2809,導,定開一豪去,徒到,,
2810,到,端開一豪去,都導,,
2811,誥,見開一豪去,古到,,
2812,傲,疑開一豪去,五到,,
2813,冃,明一豪去,莫報,,
2814,嫪,來開一豪去,郎到,,
2815,操,清開一豪去,七到,,
2816,暴,並一豪去,薄報,,
2817,報,幫一豪去,博耗（秏）,,
2818,漕,從開一豪去,在到,,
2819,奧,影開一豪去,烏到,,
2820,喿,心開一豪去,蘇到,,
2821,𩝝,溪開一豪去,苦到,,
2822,竈,精開一豪去,則到,,
2823,秏,曉開一豪去,呼到,,
2824,腝,泥開一豪去,那到,,
2825,箇,見開一歌去,古賀,,
2826,賀,匣開一歌去,胡箇,,
2827,佐,精開一歌去,則箇,,
2828,跢,端開一歌去,丁佐,,
2829,邏,來開一歌去,郎佐,,
2830,坷,溪開一歌去,口箇,,
2831,餓,疑開一歌去,五个,,
2832,馱,定開一歌去,唐佐,,
2833,奈,泥開一歌去,奴箇,,
2834,些,心開一歌去,蘇箇,,
2835,呵,曉開一歌去,呼箇,,
2836,拖,透開一歌去,吐邏,,
2837,過,見合一歌去,古臥,,
2838,和,匣合一歌去,胡臥,,
2839,挫,精合一歌去,則臥,,
2840,課,溪合一歌去,苦臥,,
2841,唾,透合一歌去,湯臥,,
2842,播,幫一歌去,補過,,
2843,剉,清合一歌去,麤臥,,
2844,磨,明一歌去,摸臥,,
2845,愞,泥合一歌去,乃臥,,
2846,破,滂一歌去,普過,,
2847,座,從合一歌去,徂臥,,
2848,臥,疑合一歌去,吾貨,,
2849,諎,清開一歌去,千過,,
2850,貨,曉合一歌去,呼臥,,
2851,惰,定合一歌去,徒臥,,
2852,縛,並三C歌去,符臥,,
2853,䇔,來合一歌去,魯過,,
2854,𣑫,端合一歌去,都唾,,
2855,磋,清開一歌去,七過,,
2856,䐝,心合一歌去,先臥,,
2857,侉,影開一歌去,安賀,,
2858,涴,影合一歌去,烏臥,,
2859,禡,明二麻去,莫駕,,
2860,駕,見開二麻去,古訝,,
2861,亞,影開二麻去,衣嫁,,
2862,嚇,曉開二麻去,呼訝,,
2863,迓,疑開二麻去,吾駕,,
2864,詫,徹開二麻去,丑亞,,
2865,吒,知開二麻去,陟駕,,
2866,詐,莊開二麻去,側駕,,
2867,乍,崇開二麻去,鋤（鉏）駕,,
2868,謝,邪開三麻去,辝（辭）夜,,
2869,髂,溪開二麻去,枯駕,,
2870,暇,匣開二麻去,胡駕,,
2871,褯,從開三麻去,慈夜,,
2872,夜,以開三麻去,羊謝,,
2873,䞣,昌開三麻去,充夜,,
2874,蝑,心開三麻去,司夜,,
2875,柘,章開三麻去,之夜,,
2876,唶,精開三麻去,子夜,,
2877,舍,書開三麻去,始夜,,
2878,射,船開三麻去,神夜,,
2879,霸,幫二麻去,必駕,,
2880,帊,滂二麻去,普駕,,
2881,摦,匣合二麻去,胡化,,
2882,化,曉合二麻去,呼霸,,
2883,跨,溪合二麻去,苦化,,
2884,誜,生合二麻去,所化,,
2885,𤝡,並二麻去,白駕,,
2886,䏧,孃開二麻去,乃亞,,
