小韻號	首字	反切	音韻地位	細分轄字
2299	䬡	章恕	章開三魚去	
2300	疏	所去	生開三魚去	
2301	飫	依倨	影開三C魚去	
2302	箸	遟倨	澄開三魚去	
2303	遽	其據	羣開三C魚去	
2304	絮	息據	心開三魚去	
2305	助	牀據	崇開三魚去	
2306	怚	將預	精開三魚去	
2307	詛	莊助	莊開三魚去	
2308	洳	人恕	日開三魚去	
2309	豫	羊洳	以開三魚去	
2310	噓	許御	曉開三C魚去	
2311	女	尼據	孃開三魚去	
2312	楚	瘡據	初開三魚去	
2313	處	昌據	昌開三魚去	
2314	絮	抽據	徹開三魚去	
2315	𡱣	徐預	邪開三魚去	
2316	遇	牛具	疑合三C虞去	
2317	嫗	衣遇	影合三C虞去	
2318	樹	常句	常合三虞去	
2319	住	持遇	澄合三虞去	
2320	附	符遇	並三C虞去	
2321	注	之戍	章合三虞去	
2322	屨	九遇	見合三C虞去	
2323	昫	香句	曉合三C虞去	
2324	戍	傷遇	書合三虞去	
2325	裕	羊戍	以合三虞去	
2326	孺	而遇	日合三虞去	
2327	赴	芳遇	滂三C虞去	
2328	務	亡遇	明三C虞去	
2329	緅	子句	精合三虞去	
2330	懼	其遇	羣合三C虞去	
2331	芋	王遇	云合三C虞去	
2332	埾	才句	從合三虞去	
2333	捒	色句	生合三虞去	
2334	付	方遇	幫三C虞去	
2335	娶	七句	清合三虞去	
2336	註	中句	知合三虞去	
2337	驅	區遇	溪合三C虞去	
2338	菆	芻注	初合三虞去	
2339	𨳳	丑注	徹合三虞去	
2340	尠	思句	心合三虞去	
2341	屢	良遇	來合三虞去	
2342	暮	莫故	明一模去	
2343	渡	徒故	定一模去	
2344	路	洛故	來一模去	
2345	妒	當故	端一模去	
2346	菟	湯故	透一模去	
2347	顧	古暮	見一模去	
2348	誤	五故	疑一模去	
2349	護	胡誤	匣一模去	
2350	訴	桑故	心一模去	
2351	祚	昨誤	從一模去	
2352	笯	乃故	泥一模去	
2353	布	博故	幫一模去	
2354	汙	烏路	影一模去	
2355	怖	普故	滂一模去	
2356	厝	倉故	清一模去	
2357	絝	苦故	溪一模去	
2358	捕	薄故	並一模去	
2359	謼	荒故	曉一模去	
2360	作	臧𧙓〈祚〉	精一模去	
2361	霽	子計	精開四齊去	
2362	帝	都計	端開四齊去	
2363	嚌	在詣	從開四齊去	
2364	替	他計	透開四齊去	
2365	第	特計	定開四齊去	
2366	砌	七計	清開四齊去	
2367	細	蘇計	心開四齊去	
2368	詣	五計	疑開四齊去	
2369	計	古詣	見開四齊去	
2370	蒵	胡計	匣開四齊去	
2371	契	苦計	溪開四齊去	
2372	翳	於計	影開四齊去	
2373	謎	莫計	明四齊去	
2374	閉	博計	幫四齊去	
2375	慧	胡桂	匣合四齊去	
2376	桂	古惠	見合四齊去	
2377	嘒	呼惠	曉合四齊去	
2378	媲	匹詣	滂四齊去	
2379	薜	蒲計	並四齊去	
2380	麗	郎計	來開四齊去	
2381	𥱻	丑戾〈居〉	徹開三魚平	
2382	泥	奴計	泥開四齊去	
2383	㰥	呼計	曉開四齊去	
2384	祭	子例	精開三祭去	
2385	歲	相銳	心合三祭去	
2386	衛	于歲	云合三B祭去	
2387	芮	而銳	日合三祭去	
2388	贅	之芮	章合三祭去	
2389	𠻜	山芮	生合三祭去	
2390	毳	此芮	清合三祭去	
2391	銳	以芮	以合三祭去	
2392	綴	陟衛	知合三祭去	
2393	稅	舒芮	書合三祭去	
2394	弊	毗祭	並三A祭去	
2395	㯔	楚稅	初合三祭去	
2396	篲	祥歲	邪合三祭去	
2397	蔽	必袂	幫三A祭去	
2398	劌	居衛	見合三B祭去	
2399	袂	彌弊	明三A祭去	
2400	㡜	所例	生開三祭去	
2401	掣	尺制	昌開三祭去	
2402	制	征例	章開三祭去	
2403	逝	時制	常開三祭去	
2404	曳	餘制	以開三祭去	
2405	䋵	於罽	影開三B祭去	
2406	藝	魚祭	疑開三A祭去	
2407	滯	直例	澄開三祭去	
2408	例	力制	來開三祭去	
2409	憩	去例	溪開三B祭去	
2410	世	舒制	書開三祭去	
2411	猘	居例	見開三B祭去	
2412	㿃	竹例	知開三祭去	
2413	偈	其憩	羣開三B祭去	
2414	啜	嘗芮	常合三祭去	
2415	跇	丑例	徹開三祭去	
2416	𨧨	除芮	澄合三祭去	
2417	㓷	牛例	疑開三B祭去	
2418	蕝	子芮	精合三祭去	
2419	潎	匹蔽	滂三A祭去	
2420	𥏙	丘吠	溪合三C廢去	
2421	䂕	呼吠	曉合三C廢去	
2422	泰	他蓋	透開一泰去	
2423	蓋	古太	見開一泰去	
2424	艾	五蓋	疑開一泰去	
2425	藹	於蓋	影開一泰去	
2426	柰	奴帶	泥開一泰去	
2427	大	徒蓋	定開一泰去	
2428	害	胡蓋	匣開一泰去	
2429	帶	當蓋	端開一泰去	
2430	貝	博蓋	幫一泰去	
2431	霈	普蓋	滂一泰去	
2432	會	黃外	匣合一泰去	
2433	兌	杜外	定合一泰去	
2434	儈	古外	見合一泰去	
2435	最	祖外	精合一泰去	
2436	𧬨	呼會	曉合一泰去	
2437	𥢶	苦會	溪合一泰去	
2438	酹	郎外	來合一泰去	
2439	外	五會	疑合一泰去	
2440	祋	丁外	端合一泰去	
2441	懀	烏外	影合一泰去	
2442	蕞	才外	從合一泰去	
2443	𥕸	先外	心合一泰去	
2444	襊	麤最	清合一泰去	
2445	旆	蒲蓋	並一泰去	
2446	磕	苦蓋	溪開一泰去	
2447	蔡	倉大	清開一泰去	
2448	賴	落蓋	來開一泰去	
2449	餀	呼艾	曉開一泰去	
2450	娧	他外	透合一泰去	
2451	眜	莫貝	明一泰去	
2452	𦦣	七外	清合一泰去	
2453	卦	古賣	見合二佳去	
2454	懈	古隘	見開二佳去	
2455	隘	烏懈	影開二佳去	
2456	邂	胡懈	匣開二佳去	
2457	賣	莫懈	明二佳去	
2458	畫	胡卦	匣合二佳去	
2459	差	楚懈	初開二佳去	
2460	睚	五懈	疑開二佳去	
2461	謑	火懈	曉開二佳去	
2462	𢈕	方卦	幫二佳去	
2463	粺	傍卦	並二佳去	
2464	㾹	七〈士〉懈	崇開二佳去	
2465	派	匹卦	滂二佳去	
2466	債	側賣	莊開二佳去	
2467	𡢖	苦賣	溪開二佳去	
2468	曬	所賣	生開二佳去	
2469	諣	呼卦	曉合二佳去	
2470	㠔	方賣	幫二佳去	
2471	膪	竹賣	知開二佳去	
2472	怪	古壞	見合二皆去	
2473	噫	烏界	影開二皆去	
2474	瘵	側界	莊開二皆去	
2475	誡	古拜	見開二皆去	
2476	褹	女介	孃開二皆去	
2477	譮	許介	曉開二皆去	
2478	械	胡介	匣開二皆去	
2479	𦗐	五介	疑開二皆去	
2480	蒯	苦怪	溪合二皆去	
2481	𢷎	博怪	幫二皆去	
2482	湃	普拜	滂二皆去	
2483	壞	胡怪	匣合二皆去	
2484	聵	五怪	疑合二皆去	
2485	𢞎	蒲拜	並二皆去	
2486	䀛	莫拜	明二皆去	
2487	𧱳	火怪	曉合二皆去	
2488	鎩	所拜	生開二皆去	
2489	烗	苦戒	溪開二皆去	
2490	顡	他〈迍〉怪	知合二皆去	
2491	夬	古賣（邁）	見合二夬去	
2492	快	苦夬	溪合二夬去	
2493	邁	莫話	明二夬去	
2494	話	下快	匣合二夬去	
2495	敗	薄邁	並二夬去	
2496	䵳	烏快	影合二夬去	
2497	嘬	楚夬	初合二夬去	
2498	犗	古喝	見開二夬去	
2499	蠆	丑犗	徹開二夬去	
2500	喝	於犗	影開二夬去	
2501	𠱡	所犗	生開二夬去	
2502	𦤧	除邁	澄開二夬去	
2503	䜕	火犗	曉開二夬去	
2504	咶	火夬	曉合二夬去	
2505	敗	補邁	幫二夬去	
2506	啐	倉夬	初合二夬去	
2507	寨	豺夬	崇開二夬去	
2508	㕢	何犗	匣開二夬去	
2509	隊	徒對	定合一灰去	
2510	佩	蒲昧	並一灰去	
2511	妹	莫佩	明一灰去	
2512	配	滂佩	滂一灰去	
2513	誨	荒內	曉合一灰去	
2514	對	都隊	端合一灰去	
2515	倅	七內	清合一灰去	
2516	晬	子對	精合一灰去	
2517	𩲄	烏繢	影合一灰去	
2518	退	他內	透合一灰去	
2519	憒	古對	見合一灰去	
2520	潰	胡對	匣合一灰去	
2521	塊	苦對	溪合一灰去	
2522	碎	蘇內	心合一灰去	
2523	內	奴對	泥合一灰去	
2524	纇	盧對	來合一灰去	
2525	背	補妹	幫一灰去	
2526	磑	五對	疑合一灰去	
2527	蚚	胡輩	匣合一灰去	
2528	代	徒耐	定開一咍去	
2529	載	作代	精開一咍去	
2530	䆀	莫代	明一灰去	
2531	賽	先代	心開一咍去	
2532	貸	他代	透開一咍去	
2533	溉	古代	見開一咍去	
2534	慨	苦蓋（愛）	溪開一咍去	
2535	礙	五溉	疑開一咍去	
2536	愛	烏代	影開一咍去	
2537	瀣	胡槩	匣開一咍去	
2538	耐	奴代	泥開一咍去	
2539	戴	都代	端開一咍去	
2540	賚	洛代	來開一咍去	
2541	菜	倉代	清開一咍去	
2542	載	昨代	從開一咍去	
2543	儗	海愛	曉開一咍去	
2544	廢	方肺	幫三C廢去	
2545	肺	方〈芳〉廢	滂三C廢去	
2546	穢	於廢	影合三C廢去	
2547	吠	符廢	並三C廢去	
2548	喙	許穢	曉合三C廢去	
2549	𤜂	渠穢	羣合三C廢去	
2550	刈	魚肺	疑開三C廢去	
2551	震	章刃	章開三真去	
2552	信	息晉	心開三真去	
2553	刃	而振	日開三真去	
2554	胤	羊晉	以開三真去	
2555	遴	良刃	來開三真去	
2556	儐	必刃	幫三A真去	
2557	敶	直刃	澄開三真去	
2558	慎	時刃	常開三真去	
2559	眒	試刃	書開三真去	
2560	菣	去刃	溪開三A真去	
2561	賮	徐（疾）刃	從開三真去	
2562	憖	魚覲	疑開三B真去	
2563	晉	即刃	精開三真去	
2564	衅	許覲	曉開三B真去	
2565	鎮	陟刃	知開三真去	
2566	僅	渠遴	羣開三B真去	
2567	櫬	初覲	初開三臻去	
2568	印	於刃	影開三A真去	
2569	疢	丑刃	徹開三真去	
2570	𣎳	匹刃	滂三A真去	
2571	親	七遴	清開三真去	
2572	螼	羌印	溪開三A真去	
2573	呁	九峻	見合三A真去	
2574	稕	之閏	章合三真去	
2575	𡺲	私閏	心合三真去	
2576	殉	辭閏	邪合三真去	
2577	儁	子峻	精合三真去	
2578	舜	舒閏	書合三真去	
2579	閏	如順	日合三真去	
2580	順	食閏	船合三真去	
2581	問	亡運	明三C文去	
2582	運	王問	云合三C文去	
2583	訓	許運	曉合三C文去	
2584	湓	匹問	滂三C文去	
2585	糞	方問	幫三C文去	
2586	醞	於問	影合三C文去	
2587	攈	居運	見合三C文去	
2588	郡	渠運	羣合三C文去	
2589	分	扶問	並三C文去	
2590	焮	香靳	曉開三C殷去	
2591	靳	居焮	見開三C殷去	
2592	近	巨靳	羣開三C殷去	
2593	㒚	於靳	影開三C殷去	
2594	垽	吾靳	疑開三C殷去	
2595	願	魚怨	疑合三C元去	
2596	怨	於願	影合三C元去	
2597	販	方願	幫三C元去	
2598	券	去願	溪合三C元去	
2599	万	無販	明三C元去	
2600	飯	符万	並三C元去	
2601	嬎	芳万	滂三C元去	
2602	建	居万	見開三C元去	
2603	堰	於建	影開三C元去	
2604	獻	許建	曉開三C元去	
2605	楥	虛願	曉合三C元去	
2606	健	渠建	羣開三C元去	
2607	𣀔	芳｟反｠〈叉〉万	初合三元去	
2608	遠	于願	云合三C元去	
2609	𤬝	語堰	疑開三C元去	
2610	圈	臼万	羣合三C元去	
2611	卛	居願	見合三C元去	
2612	慁	胡困	匣合一魂去	
2613	頓	都困	端合一魂去	
2614	巽	蘇困	心合一魂去	
2615	困	苦悶	溪合一魂去	
2616	嫩	奴困	泥合一魂去	
2617	搵	烏困	影合一魂去	
2618	悶	莫困	明一魂去	
2619	鐏	徂悶	從合一魂去	
2620	睔	古困	見合一魂去	
2621	噴	普悶	滂一魂去	
2622	鈍	徒困	定合一魂去	
2623	寸	倉困	清合一魂去	
2624	坌	蒲悶	並一魂去	
2625	顐	五困	疑合一魂去	
2626	論	盧困	來合一魂去	
2627	奔	甫悶	幫一魂去	
2628	惛	呼悶	曉合一魂去	
2629	焌	子寸	精合一魂去	
2630	恨	胡艮	匣開一痕去	
2631	艮	古恨	見開一痕去	
2632	䭓	五恨	疑開一痕去	
2633	䭡	烏恨	影開一痕去	
2634	翰	侯旰	匣開一寒去	
2635	炭	他旦	透開一寒去	
2636	按	烏旰	影開一寒去	
2637	旦	得按	端開一寒去	
2638	憚	徒案	定開一寒去	
2639	旰	古案	見開一寒去	
2640	岸	五旰	疑開一寒去	
2641	侃	苦旰	溪開一寒去	
2642	漢	呼旰	曉開一寒去	
2643	爛	郎旰	來開一寒去	
2644	攤	奴案	泥開一寒去	
2645	粲	蒼案	清開一寒去	
2646	繖	蘇旰	心開一寒去	
2647	贊	則旰	精開一寒去	
2648	㜺	祖〈徂〉贊	從開一寒去	
2649	換	胡玩	匣合一寒去	
2650	䂎	子筭	精合一寒去	
2651	惋	烏貫	影合一寒去	
2652	貫	古玩	見合一寒去	
2653	竄	七亂	清合一寒去	
2654	玩	五換	疑合一寒去	
2655	段	徒玩	定合一寒去	
2656	亂	郎段	來合一寒去	
2657	鍛	丁貫	端合一寒去	
2658	彖	通貫	透合一寒去	
2659	喚	火貫	曉合一寒去	
2660	筭	蘇貫	心合一寒去	
2661	縵	莫半	明一寒去	
2662	半	博慢〈漫〉	幫一寒去	
2663	判	普半	滂一寒去	
2664	叛	薄半	並一寒去	
2665	偄	奴亂	泥合一寒去	
2666	攢	在玩	從合一寒去	
2667	䥗	口喚	溪合一寒去	
2668	諫	古晏	見開二刪去	
2669	鴈	五晏	疑開二刪去	
2670	晏	烏澗	影開二刪去	
2671	訕	所晏	生開二刪去	
2672	骭	下晏	匣開二刪去	
2673	慢	謨晏	明二刪去	
2674	綰	烏患	影合二刪去	
2675	患	胡慣	匣合二刪去	
2676	慣	古患	見合二刪去	
2677	㝈	生患	生合二刪去	
2678	篡	初患	初合二刪去	
2679	薍	五患	疑合二刪去	
2680	輚	士諫	崇開二刪去	
2681	襻	普患	滂二刪去	
2682	奻	女患	孃合二刪去	
2683	羼	初鴈	初開二刪去	
2684	㬄	丑晏	徹開二刪去	
2685	襇	古莧	見開二山去	
2686	莧	侯襇	匣開二山去	
2687	瓣	蒲莧	並二山去	
2688	盼	匹莧	滂二山去	
2689	幻	胡辨	匣合二山去	
2690	蔄	亡莧	明二山去	
2691	袒	丈莧	澄開二山去	
2692	扮	晡幻	幫二山去	
2693	鰥	古幻	見合二山去	
2694	霰	蘇佃	心開四先去	
2695	蒨	倉甸	清開四先去	
2696	絢	許縣	曉合四先去	
2697	縣	黃練	匣合四先去	
2698	睊	古縣	見合四先去	
2699	電	堂練	定開四先去	
2700	瑱	他甸	透開四先去	
2701	練	郎甸	來開四先去	
2702	見	古電	見開四先去	
2703	晛	奴甸	泥開四先去	
2704	俔	苦甸	溪開四先去	
2705	見	胡甸	匣開四先去	
2706	硯	吾甸	疑開四先去	
2707	宴	於甸	影開四先去	
2708	薦	作甸	精開四先去	
2709	麪	莫甸	明四先去	
2710	片	普麵	滂四先去	
2711	荐	在甸	從開四先去	
2712	䬼	烏縣	影合四先去	
2713	殿	都甸	端開四先去	
2714	𩎌	呼甸	曉開四先去	
2715	線	私箭	心開三仙去	
2716	戰	之膳	章開三仙去	
2717	繕	時戰	常開三仙去	
2718	彥	魚變	疑開三B仙去	
2719	譴	去戰	溪開三A仙去	
2720	絹	吉掾	見合三A仙去	
2721	瑗	王眷	云合三B仙去	
2722	面	彌箭	明三A仙去	
2723	釧	尺絹	昌合三仙去	
2724	掾	以絹	以合三仙去	
2725	𩥇	陟扇	知開三仙去	
2726	𤲬	人絹	日合三仙去	
2727	箭	子賤	精開三仙去	
2728	硟	昌戰	昌開三仙去	
2729	扇	式戰	書開三仙去	
2730	躽	於扇	影開三B仙去	
2731	眷	居倦	見合三B仙去	
2732	倦	渠卷	羣合三B仙去	
2733	戀	力卷	來合三仙去	
2734	猭	丑戀	徹合三仙去	
2735	變	彼眷	幫三B仙去	
2736	𨏉	所眷	生合三仙去	
2737	縓	七絹	清合三仙去	
2738	卞	皮變	並三B仙去	
2739	㳬	辝戀	邪合三仙去	
2740	選	息絹	心合三仙去	
2741	䉵	七〈士〉戀	崇合三仙去	
2742	孨	莊眷	莊合三仙去	
2743	傳	直戀	澄合三仙去	
2744	賤	才線	從開三仙去	
2745	羨	似面	邪開三仙去	
2746	騗	匹戰	滂三A仙去	
2747	𢮨	時釧	常合三仙去	
2748	輾	女箭	孃開三仙去	
2749	囀	知戀	知合三仙去	
2750	衍	于〈予〉線	以開三仙去	
2751	便	婢面	並三A仙去	
2752	邅	持碾	澄開三仙去	
2753	𤹨	連彥	來開三仙去	
2754	䄐	區倦	溪合三B仙去	
2755	剸	之囀	章合三仙去	
2756	徧	方見	幫四先去	
2757	嘯	蘇弔	心開四蕭去	
2758	糶	他弔	透開四蕭去	
2759	弔	多嘯	端開四蕭去	
2760	叫	古弔	見開四蕭去	
2761	尿	奴弔	泥開四蕭去	
2762	藋	徒弔	定開四蕭去	
2763	竅	苦弔	溪開四蕭去	
2764	𩕐	力弔	來開四蕭去	
2765	顤	五弔	疑開四蕭去	
2766	窔	烏叫	影開四蕭去	
2767a	㱇	火弔〈即〉	曉開三C蒸入	㱇
2767b	嬈	火弔	曉開四蕭去	嬈
2767c	娎	火〈丈〉弔｟叫｠〈列〉	澄開三仙入	娎
2768	笑	私妙	心開三宵去	
2769	照	之少	章開三宵去	
2770	燿	弋照	以開三宵去	
2771	要	於笑	影開三A宵去	
2772	召	直照	澄開三宵去	
2773	邵	寔照	常開三宵去	
2774	嶠	渠廟	羣開三B宵去	
2775	剽	匹妙	滂三A宵去	
2776	噍	才笑	從開三宵去	
2777	妙	彌笑	明三A宵去	
2778	陗	七肖	清開三宵去	
2779	尞	力照	來開三宵去	
2780	趬	丘召	溪開三B宵去	
2781	𧇠	牛召	疑開三B宵去	
2782	醮	子肖	精開三宵去	
2783	廟	眉召	明三B宵去	
2784	驃	毗召	並三A宵去	
2785	少	失照	書開三宵去	
2786	脁	丑召	徹開三宵去	
2787	裱	方廟	幫三B宵去	
2788	翹	巨要	羣開三A宵去	
2789	饒	人要	日開三宵去	
2790	效	胡教	匣開二肴去	
2791	教	古孝	見開二肴去	
2792	孝	呼教	曉開二肴去	
2793	罩	都教	知開二肴去	
2794	豹	北教	幫二肴去	
2795	敲	苦教	溪開二肴去	
2796	皃	莫教	明二肴去	
2797	奅	匹皃	滂二肴去	
2798	趠	丑教	徹開二肴去	
2799	稍	所教	生開二肴去	
2800	棹	直教	澄開二肴去	
2801	橈	奴教	孃開二肴去	
2802	抓	側教	莊開二肴去	
2803	靤	防教	並二肴去	
2804	抄	初教	初開二肴去	
2805	靿	於教	影開二肴去	
2806	樂	五教	疑開二肴去	
2807	巢	七〈士〉稍	崇開二肴去	
2808	号	胡到	匣開一豪去	
2809	導	徒到	定開一豪去	
2810	到	都導	端開一豪去	
2811	誥	古到	見開一豪去	
2812	傲	五到	疑開一豪去	
2813	冃	莫報	明一豪去	
2814	嫪	郎到	來開一豪去	
2815	操	七到	清開一豪去	
2816	暴	薄報	並一豪去	
2817	報	博秏	幫一豪去	
2818	漕	在到	從開一豪去	
2819	奧	烏到	影開一豪去	
2820	喿	蘇到	心開一豪去	
2821	𩝝	苦到	溪開一豪去	
2822	竈	則到	精開一豪去	
2823	秏	呼到	曉開一豪去	
2824	腝	那到	泥開一豪去	
2825	箇	古賀	見開一歌去	
2826	賀	胡箇	匣開一歌去	
2827	佐	則箇	精開一歌去	
2828	跢	丁佐	端開一歌去	
2829	邏	郎佐	來開一歌去	
2830	坷	口箇	溪開一歌去	
2831	餓	五个	疑開一歌去	
2832	馱	唐佐	定開一歌去	
2833	奈	奴箇	泥開一歌去	
2834	些	蘇箇	心開一歌去	
2835	呵	呼箇	曉開一歌去	
2836	拖	吐邏	透開一歌去	
2837	過	古臥	見合一歌去	
2838	和	胡臥	匣合一歌去	
2839	挫	則臥	精合一歌去	
2840	課	苦臥	溪合一歌去	
2841	唾	湯臥	透合一歌去	
2842	播	補過	幫一歌去	
2843	剉	麤臥	清合一歌去	
2844	磨	摸臥	明一歌去	
2845	愞	乃臥	泥合一歌去	
2846	破	普過	滂一歌去	
2847	座	徂臥	從合一歌去	
2848	臥	吾貨	疑合一歌去	
2849	諎	千過	清開一歌去	
2850	貨	呼臥	曉合一歌去	
2851	惰	徒臥	定合一歌去	
2852	縛	符臥	並三C歌去	
2853	䇔	魯過	來合一歌去	
2854	𣑫	都唾	端合一歌去	
2855	磋	七過	清開一歌去	
2856	䐝	先臥	心合一歌去	
2857	侉	安賀	影開一歌去	
2858	涴	烏臥	影合一歌去	
2859	禡	莫駕	明二麻去	
2860	駕	古訝	見開二麻去	
2861	亞	衣嫁	影開二麻去	
2862	嚇	呼訝	曉開二麻去	
2863	迓	吾駕	疑開二麻去	
2864	詫	丑亞	徹開二麻去	
2865	吒	陟駕	知開二麻去	
2866	詐	側駕	莊開二麻去	
2867	乍	鋤駕	崇開二麻去	
2868	謝	辝夜	邪開三麻去	
2869	髂	枯駕	溪開二麻去	
2870	暇	胡駕	匣開二麻去	
2871	褯	慈夜	從開三麻去	
2872	夜	羊謝	以開三麻去	
2873	䞣	充夜	昌開三麻去	
2874	蝑	司夜	心開三麻去	
2875	柘	之夜	章開三麻去	
2876	唶	子夜	精開三麻去	
2877	舍	始夜	書開三麻去	
2878	射	神夜	船開三麻去	
2879	霸	必駕	幫二麻去	
2880	帊	普駕	滂二麻去	
2881	摦	胡化	匣合二麻去	
2882	化	呼霸	曉合二麻去	
2883	跨	苦化	溪合二麻去	
2884	誜	所化	生合二麻去	
2885	𤝡	白駕	並二麻去	
2886	䏧	乃亞	孃開二麻去	
2887	笡	遷謝	清開三麻去	
2888	嗄	所嫁	生開二麻去	
2889	坬	古罵	見合二麻去	
2890	䖳	除駕	澄開二麻去	
2891	瓦	五化	疑合二麻去	
2892	攨	烏㕦	影合二麻去	
2893	漾	餘亮	以開三陽去	
2894	亮	力讓	來開三陽去	
2895	狀	鋤亮	崇開三陽去	
2896	讓	人㨾	日開三陽去	
2897	餉	式亮	書開三陽去	
2898	帳	知亮	知開三陽去	
2899	悵	丑亮	徹開三陽去	
2900	向	許亮	曉開三C陽去	
2901	仗	直亮	澄開三陽去	
2902	釀	女亮	孃開三陽去	
2903	匠	疾亮	從開三陽去	
2904	障	之亮	章開三陽去	
2905	尚	時亮	常開三陽去	
2906	壯	側亮	莊開三陽去	
2907	怏	於亮	影開三C陽去	
2908	弶	其亮	羣開三C陽去	
2909	唱	尺亮	昌開三陽去	
2910	刱	初亮	初開三陽去	
2911	醬	于〈子〉亮	精開三陽去	
2912	𨋕	魚向	疑開三C陽去	
2913	訪	敷亮	滂三C陽去	
2914	妄	巫放	明三C陽去	
2915	況	許訪	曉合三C陽去	
2916	誑	居況	見合三C陽去	
2917	迋	于放	云合三C陽去	
2918	放	甫妄	幫三C陽去	
2919	相	息亮	心開三陽去	
2920	殭	居亮	見開三C陽去	
2921	唴	丘亮	溪開三C陽去	
2922	蹡	七亮	清開三陽去	
2923	狂	渠放	羣合三C陽去	
2924	防	符況	並三C陽去	
2925	宕	徒浪	定開一唐去	
2926	浪	來宕	來開一唐去	
2927	吭	下浪	匣開一唐去	
2928	盎	烏浪	影開一唐去	
2929	枊	五浪	疑開一唐去	
2930	葬	則浪	精開一唐去	
2931	傍	蒲浪	並一唐去	
2932	藏	徂浪	從開一唐去	
2933	譡	丁浪	端開一唐去	
2934	抗	苦浪	溪開一唐去	
2935	螃	補曠	幫一唐去	
2936	儻	他浪	透開一唐去	
2937	曠	苦謗	溪合一唐去	
2938	儾	奴浪	泥開一唐去	
2939	喪	蘇浪	心開一唐去	
2940	攩	乎曠	匣合一唐去	
2941	桄	古曠	見合一唐去	
2942	鋼	古浪	見開一唐去	
2943	荒	呼浪	曉合一唐去	
2944	漭	莫浪	明一唐去	
2945	汪	烏浪	影合一唐去	
2946	映	於敬	影開三B庚去	
2947	敬	居慶	見開三B庚去	
2948	競	渠敬	羣開三B庚去	
2949	慶	丘敬	溪開三B庚去	
2950	更	古孟	見開二庚去	
2951	命	眉病	明三B庚去	
2952	病	皮命	並三B庚去	
2953	孟	莫更	明二庚去	
2954	蝗	戶孟	匣合二庚去	
2955	柄	陂病	幫三B庚去	
2956	詠	爲命	云合三B庚去	
2957	行	下更	匣開二庚去	
2958	瀴	於孟	影開二庚去	
2959	㵾	楚敬	初開三庚去	
2960	倀	猪孟	知開二庚去	
2961	牚	他孟	徹開二庚去	
2962	榜	北孟	幫二庚去	
2963	鋥	除更	澄開二庚去	
2964	生	所敬	生開三庚去	
2965	迎	魚敬	疑開三B庚去	
2966	膨	蒲孟	並二庚去	
2967	䛭	許更	曉開二庚去	
2968	𥥈	烏橫	影合二庚去	
2969	諍	側迸	莊開二耕去	
2970	迸	北諍	幫二耕去	
2971	𠊧	蒲迸	並二耕去	
2972	䙬	鷖迸	影開二耕去	
2973	鞕	五爭	疑開二耕去	
2974	轟	呼迸	曉合二耕去	
2975	勁	居正	見開三A清去	
2976	倩	七政	清開三清去	
2977	政	之盛	章開三清去	
2978	聖	式正	書開三清去	
2979	鄭	直正	澄開三清去	
2980	遉	丑鄭	徹開三清去	
2981	性	息正	心開三清去	
2982	令	力政	來開三清去	
2983	聘	匹正	滂三A清去	
2984	敻	休正	曉合三A清去	
2985	摒	畀政	幫三A清去	
2986	偋	防正	並三A清去	
2987	淨	疾政	從開三清去	
2988	盛	承正	常開三清去	
2989	詺	彌正	明三A清去	
2990	輕	墟正	溪開三A清去	
2991a	欦	許｟火｠令〈含〉	曉開一覃平	欦
2991b	𩈡	許令	曉開三A清去	𩈡
2992	精	子姓	精開三清去	
2993	徑	古定	見開四青去	
2994	甯	乃定	泥開四青去	
2995	腥	蘇佞	心開四青去	
2996	脛	胡定	匣開四青去	
2997	定	徒徑	定開四青去	
2998	矴	丁定	端開四青去	
2999	罄	苦定	溪開四青去	
3000	聽	他定	透開四青去	
3001	靘	千定	清開四青去	
3002	䒌	莫定	明四青去	
3003	鎣	烏定	影合四青去	
3004	零	郎定	來開四青去	
3005	證	諸應	章開三蒸去	
3006	孕	以證	以開三蒸去	
3007	乘	實證	船開三蒸去	
3008	認	而證	日開三蒸去	
3009	應	於證	影開三C蒸去	
3010	甑	子孕	精開三蒸去	
3011	興	許應	曉開三C蒸去	
3012	勝	詩證	書開三蒸去	
3013	瞪	丈證	澄開三蒸去	
3014	𩜁	里甑	來開三蒸去	
3015	凭	皮證	並三B蒸去	
3016	稱	昌孕	昌開三蒸去	
3017	凝	牛𩜁	疑開三C蒸去	
3018	丞	常證	常開三蒸去	
3019	覴	丑證	徹開三蒸去	
3020	殑	其𩜁	羣開三C蒸去	
3021	嶝	都鄧	端開一登去	
3022	贈	昨亙	從開一登去	
3023	亙	古鄧	見開一登去	
3024	蹭	千鄧	清開一登去	
3025	鄧	徒亙	定開一登去	
3026	懵	武亙	明一登去	
3027	𥦜	方隥	幫一登去	
3028	倗	父鄧	並一登去	
3029	踜	魯鄧	來開一登去	
3030	增	子鄧	精開一登去	
3031	𡬙	思贈	心開一登去	
3032	𤃶	台鄧	透開一登去	
3033	宥	于救	云三C尤去	
3034	救	居祐	見三C尤去	
3035	胄	直祐	澄三尤去	
3036	晝	陟救	知三尤去	
3037	狩	舒救	書三尤去	
3038	臭	尺救	昌三尤去	
3039	岫	似祐	邪三尤去	
3040	齅	許救	曉三C尤去	
3041	呪	職救	章三尤去	
3042	舊	巨救	羣三C尤去	
3043	𤸃	所祐	生三尤去	
